Mole fraction of liquid	Heat per mole [J]	Temperature [K]
1.00000	84020.69992	2218.68548
0.99999	84016.05883	2218.58985
0.99771	83921.39444	2217.58985
0.99543	83826.85144	2216.58985
0.99316	83732.42929	2215.58985
0.99089	83638.12747	2214.58985
0.98863	83543.94544	2213.58985
0.98636	83449.88269	2212.58985
0.98410	83355.93868	2211.58985
0.98184	83262.11288	2210.58985
0.97958	83168.40477	2209.58985
0.97733	83074.81383	2208.58985
0.97508	82981.33952	2207.58985
0.97283	82887.98132	2206.58985
0.97058	82794.73871	2205.58985
0.96834	82701.61115	2204.58985
0.96610	82608.59812	2203.58985
0.96386	82515.69910	2202.58985
0.96162	82422.91355	2201.58985
0.95939	82330.24096	2200.58985
0.95715	82237.68079	2199.58985
0.95492	82145.23252	2198.58985
0.95270	82052.89562	2197.58985
0.95047	81960.66956	2196.58985
0.94825	81868.55382	2195.58985
0.94603	81776.54787	2194.58985
0.94381	81684.65117	2193.58985
0.94159	81592.86321	2192.58985
0.93938	81501.18345	2191.58985
0.93717	81409.61136	2190.58985
0.93496	81318.14642	2189.58985
0.93275	81226.78808	2188.58985
0.93054	81135.53583	2187.58985
0.92834	81044.38913	2186.58985
0.92614	80953.34745	2185.58985
0.92394	80862.41025	2184.58985
0.92174	80771.57700	2183.58985
0.91954	80680.84717	2182.58985
0.91735	80590.22021	2181.58985
0.91515	80499.69561	2180.58985
0.91296	80409.27281	2179.58985
0.91078	80318.95128	2178.58985
0.90859	80228.73049	2177.58985
0.90640	80138.60988	2176.58985
0.90422	80048.58893	2175.58985
0.90204	79958.66709	2174.58985
0.89986	79868.84381	2173.58985
0.89768	79779.11855	2172.58985
0.89550	79689.49077	2171.58985
0.89333	79599.95992	2170.58985
0.89115	79510.52544	2169.58985
0.88898	79421.18680	2168.58985
0.88681	79331.94344	2167.58985
0.88464	79242.79480	2166.58985
0.88247	79153.74033	2165.58985
0.88031	79064.77948	2164.58985
0.87814	78975.91169	2163.58985
0.87598	78887.13639	2162.58985
0.87382	78798.45304	2161.58985
0.87165	78709.86105	2160.58985
0.86949	78621.35988	2159.58985
0.86734	78532.94895	2158.58985
0.86518	78444.62769	2157.58985
0.86302	78356.39553	2156.58985
0.86087	78268.25190	2155.58985
0.85871	78180.19623	2154.58985
0.85656	78092.22792	2153.58985
0.85441	78004.34641	2152.58985
0.85226	77916.55111	2151.58985
0.85011	77828.84144	2150.58985
0.84796	77741.21680	2149.58985
0.84581	77653.67661	2148.58985
0.84367	77566.22026	2147.58985
0.84152	77478.84718	2146.58985
0.83938	77391.55675	2145.58985
0.83723	77304.34837	2144.58985
0.83509	77217.22144	2143.58985
0.83295	77130.17535	2142.58985
0.83080	77043.20949	2141.58985
0.82866	76956.32323	2140.58985
0.82652	76869.51597	2139.58985
0.82438	76782.78707	2138.58985
0.82224	76696.13592	2137.58985
0.82010	76609.56188	2136.58985
0.81796	76523.06431	2135.58985
0.81583	76436.64259	2134.58985
0.81369	76350.29606	2133.58985
0.81155	76264.02408	2132.58985
0.80941	76177.82600	2131.58985
0.80728	76091.70117	2130.58985
0.80514	76005.64892	2129.58985
0.80300	75919.66858	2128.58985
0.80087	75833.75950	2127.58985
0.79873	75747.92100	2126.58985
0.79660	75662.15239	2125.58985
0.79446	75576.45299	2124.58985
0.79233	75490.82211	2123.58985
0.79019	75405.25906	2122.58985
0.78805	75319.76314	2121.58985
0.78592	75234.33363	2120.58985
0.78378	75148.96982	2119.58985
0.78165	75063.67100	2118.58985
0.77951	74978.43644	2117.58985
0.77737	74893.26541	2116.58985
0.77524	74808.15716	2115.58985
0.77310	74723.11096	2114.58985
0.77096	74638.12605	2113.58985
0.76882	74553.20167	2112.58985
0.76668	74468.33706	2111.58985
0.76454	74383.53144	2110.58985
0.76240	74298.78403	2109.58985
0.76026	74214.09404	2108.58985
0.75812	74129.46066	2107.58985
0.75598	74044.88311	2106.58985
0.75384	73960.36055	2105.58985
0.75169	73875.89216	2104.58985
0.74955	73791.47712	2103.58985
0.74740	73707.11457	2102.58985
0.74526	73622.80367	2101.58985
0.74311	73538.54356	2100.58985
0.74096	73454.33336	2099.58985
0.73881	73370.17219	2098.58985
0.73666	73286.05916	2097.58985
0.73450	73201.99336	2096.58985
0.73235	73117.97389	2095.58985
0.73019	73033.99980	2094.58985
0.72804	72950.07016	2093.58985
0.72588	72866.18403	2092.58985
0.72372	72782.34044	2091.58985
0.72156	72698.53841	2090.58985
0.71939	72614.77695	2089.58985
0.71723	72531.05506	2088.58985
0.71506	72447.37172	2087.58985
0.71289	72363.72590	2086.58985
0.71072	72280.11655	2085.58985
0.70855	72196.54262	2084.58985
0.70637	72113.00301	2083.58985
0.70419	72029.49665	2082.58985
0.70201	71946.02242	2081.58985
0.69983	71862.57918	2080.58985
0.69764	71779.16581	2079.58985
0.69546	71695.78112	2078.58985
0.69327	71612.42395	2077.58985
0.69107	71529.09308	2076.58985
0.68888	71445.78731	2075.58985
0.68668	71362.50537	2074.58985
0.68448	71279.24602	2073.58985
0.68227	71196.00797	2072.58985
0.68006	71112.78992	2071.58985
0.67785	71029.59052	2070.58985
0.67564	70946.40843	2069.58985
0.67342	70863.24227	2068.58985
0.67120	70780.09064	2067.58985
0.66897	70696.95210	2066.58985
0.66674	70613.82521	2065.58985
0.66451	70530.70847	2064.58985
0.66227	70447.60037	2063.58985
0.66003	70364.49937	2062.58985
0.65779	70281.40390	2061.58985
0.65554	70198.31236	2060.58985
0.65329	70115.22309	2059.58985
0.65103	70032.13445	2058.58985
0.64877	69949.04470	2057.58985
0.64650	69865.95213	2056.58985
0.64423	69782.85494	2055.58985
0.64195	69699.75131	2054.58985
0.63967	69616.63940	2053.58985
0.63738	69533.51730	2052.58985
0.63508	69450.38306	2051.58985
0.63279	69367.23471	2050.58985
0.63048	69284.07021	2049.58985
0.62817	69200.88747	2048.58985
0.62585	69117.68438	2047.58985
0.62353	69034.45875	2046.58985
0.62120	68951.20834	2045.58985
0.61887	68867.93087	2044.58985
0.61653	68784.62400	2043.58985
0.61418	68701.28531	2042.58985
0.61182	68617.91235	2041.58985
0.60946	68534.50258	2040.58985
0.60709	68451.05341	2039.58985
0.60471	68367.56217	2038.58985
0.60232	68284.02612	2037.58985
0.59993	68200.44245	2036.58985
0.59753	68116.80828	2035.58985
0.59512	68033.12063	2034.58985
0.59270	67949.37645	2033.58985
0.59027	67865.57259	2032.58985
0.58784	67781.70582	2031.58985
0.58539	67697.77282	2030.58985
0.58293	67613.77015	2029.58985
0.58047	67529.69428	2028.58985
0.57799	67445.54156	2027.58985
0.57551	67361.30825	2026.58985
0.57301	67276.99048	2025.58985
0.57050	67192.58423	2024.58985
0.56798	67108.08539	2023.58985
0.56545	67023.48970	2022.58985
0.56291	66938.79275	2021.58985
0.56036	66853.98998	2020.58985
0.55779	66769.07669	2019.58985
0.55521	66684.04800	2018.58985
0.55262	66598.89887	2017.58985
0.55001	66513.62407	2016.58985
0.54739	66428.21818	2015.58985
0.54476	66342.67559	2014.58985
0.54211	66256.99048	2013.58985
0.53944	66171.15679	2012.58985
0.53676	66085.16825	2011.58985
0.53406	65999.01832	2010.58985
0.53135	65912.70023	2009.58985
0.52862	65826.20691	2008.58985
0.52587	65739.53101	2007.58985
0.52310	65652.66488	2006.58985
0.52032	65565.60053	2005.58985
0.51751	65478.32964	2004.58985
0.51468	65390.84352	2003.58985
0.51184	65303.13309	2002.58985
0.50897	65215.18887	2001.58985
0.50608	65127.00092	2000.58985
0.50316	65038.55887	1999.58985
0.50023	64949.85181	1998.58985
0.49727	64860.86834	1997.58985
0.49428	64771.59647	1996.58985
0.49126	64682.02361	1995.58985
0.48822	64592.13653	1994.58985
0.48515	64501.92130	1993.58985
0.48205	64411.36325	1992.58985
0.47893	64320.44691	1991.58985
0.47576	64229.15594	1990.58985
0.47257	64137.47309	1989.58985
0.46934	64045.38009	1988.58985
0.46608	63952.85760	1987.58985
0.46278	63859.88509	1986.58985
0.45943	63766.44079	1985.58985
0.45605	63672.50153	1984.58985
0.45263	63578.04264	1983.58985
0.44916	63483.03780	1982.58985
0.44565	63387.45892	1981.58985
0.44209	63291.27595	1980.58985
0.43848	63194.45666	1979.58985
0.43481	63096.96648	1978.58985
0.43109	62998.76821	1977.58985
0.42731	62899.82179	1976.58985
0.42346	62800.08393	1975.58985
0.41956	62699.50780	1974.58985
0.41558	62598.04260	1973.58985
0.41153	62495.63307	1972.58985
0.40740	62392.21900	1971.58985
0.40319	62287.73453	1970.58985
0.39890	62182.10747	1969.58985
0.39451	62075.25839	1968.58985
0.39002	61967.09964	1967.58985
0.38542	61857.53410	1966.58985
0.38072	61746.45379	1965.58985
0.37588	61633.73810	1964.58985
0.37092	61519.25171	1963.58985
0.36581	61402.84206	1962.58985
0.36055	61284.33615	1961.58985
0.35512	61163.53671	1960.58985
0.34950	61040.21727	1959.58985
0.34368	60914.11592	1958.58985
0.33763	60784.92739	1957.58985
0.33132	60652.29256	1956.58985
0.32474	60515.78473	1955.58985
0.31784	60374.89095	1954.58985
0.31057	60228.98648	1953.58985
0.30288	60077.29865	1952.58985
0.29471	59918.85474	1951.58985
0.28596	59752.40401	1950.58985
0.27651	59576.29677	1949.58985
0.26621	59388.28815	1948.58985
0.25483	59185.20092	1947.58985
0.24204	58962.30292	1946.58985
0.22729	58712.04311	1945.58985
0.20965	58421.12263	1944.58985
0.18718	58062.21981	1943.58985
0.15464	57561.12170	1942.58985
0.08253	56500.95198	1941.58985
0.00000	55314.91000	1941.11172
