Mole fraction of liquid	Heat per mole [J]	Temperature [K]
1.00000	1.48961E5	3405.42395
0.99995	1.48954E5	3405.32833
0.99154	1.48520E5	3404.32833
0.98323	1.48090E5	3403.32833
0.97501	1.47666E5	3402.32833
0.96689	1.47245E5	3401.32833
0.95887	1.46830E5	3400.32833
0.95094	1.46419E5	3399.32833
0.94311	1.46012E5	3398.32833
0.93536	1.45610E5	3397.32833
0.92771	1.45211E5	3396.32833
0.92014	1.44818E5	3395.32833
0.91266	1.44428E5	3394.32833
0.90527	1.44042E5	3393.32833
0.89796	1.43661E5	3392.32833
0.89074	1.43283E5	3391.32833
0.88359	1.42910E5	3390.32833
0.87653	1.42540E5	3389.32833
0.86955	1.42174E5	3388.32833
0.86264	1.41812E5	3387.32833
0.85582	1.41453E5	3386.32833
0.84907	1.41098E5	3385.32833
0.84239	1.40747E5	3384.32833
0.83579	1.40399E5	3383.32833
0.82926	1.40055E5	3382.32833
0.82281	1.39714E5	3381.32833
0.81642	1.39377E5	3380.32833
0.81011	1.39042E5	3379.32833
0.80386	1.38712E5	3378.32833
0.79768	1.38384E5	3377.32833
0.79157	1.38059E5	3376.32833
0.78553	1.37738E5	3375.32833
0.77955	1.37420E5	3374.32833
0.77363	1.37105E5	3373.32833
0.76778	1.36793E5	3372.32833
0.76199	1.36483E5	3371.32833
0.75627	1.36177E5	3370.32833
0.75060	1.35874E5	3369.32833
0.74499	1.35573E5	3368.32833
0.73945	1.35275E5	3367.32833
0.73396	1.34981E5	3366.32833
0.72853	1.34688E5	3365.32833
0.72315	1.34399E5	3364.32833
0.71783	1.34112E5	3363.32833
0.71257	1.33828E5	3362.32833
0.70736	1.33546E5	3361.32833
0.70221	1.33267E5	3360.32833
0.69710	1.32990E5	3359.32833
0.69205	1.32716E5	3358.32833
0.68706	1.32444E5	3357.32833
0.68211	1.32175E5	3356.32833
0.67721	1.31908E5	3355.32833
0.67237	1.31644E5	3354.32833
0.66757	1.31381E5	3353.32833
0.66282	1.31121E5	3352.32833
0.65812	1.30864E5	3351.32833
0.65346	1.30608E5	3350.32833
0.64885	1.30355E5	3349.32833
0.64429	1.30104E5	3348.32833
0.63978	1.29855E5	3347.32833
0.63530	1.29608E5	3346.32833
0.63088	1.29363E5	3345.32833
0.62649	1.29121E5	3344.32833
0.62215	1.28880E5	3343.32833
0.61785	1.28641E5	3342.32833
0.61360	1.28404E5	3341.32833
0.60938	1.28170E5	3340.32833
0.60521	1.27937E5	3339.32833
0.60107	1.27706E5	3338.32833
0.59698	1.27477E5	3337.32833
0.59292	1.27250E5	3336.32833
0.58891	1.27024E5	3335.32833
0.58493	1.26801E5	3334.32833
0.58099	1.26579E5	3333.32833
0.57709	1.26359E5	3332.32833
0.57323	1.26141E5	3331.32833
0.56940	1.25924E5	3330.32833
0.56561	1.25709E5	3329.32833
0.56185	1.25496E5	3328.32833
0.55813	1.25285E5	3327.32833
0.55444	1.25075E5	3326.32833
0.55079	1.24867E5	3325.32833
0.54717	1.24660E5	3324.32833
0.54359	1.24455E5	3323.32833
0.54004	1.24251E5	3322.32833
0.53652	1.24049E5	3321.32833
0.53304	1.23849E5	3320.32833
0.52958	1.23650E5	3319.32833
0.52616	1.23452E5	3318.32833
0.52277	1.23256E5	3317.32833
0.51941	1.23062E5	3316.32833
0.51608	1.22868E5	3315.32833
0.51278	1.22677E5	3314.32833
0.50951	1.22486E5	3313.32833
0.50627	1.22297E5	3312.32833
0.50306	1.22110E5	3311.32833
0.49988	1.21924E5	3310.32833
0.49673	1.21739E5	3309.32833
0.49360	1.21555E5	3308.32833
0.49050	1.21373E5	3307.32833
0.48743	1.21192E5	3306.32833
0.48439	1.21012E5	3305.32833
0.48137	1.20833E5	3304.32833
0.47838	1.20656E5	3303.32833
0.47542	1.20480E5	3302.32833
0.47248	1.20305E5	3301.32833
0.46957	1.20132E5	3300.32833
0.46668	1.19959E5	3299.32833
0.46382	1.19788E5	3298.32833
0.46099	1.19618E5	3297.32833
0.45817	1.19449E5	3296.32833
0.45539	1.19281E5	3295.32833
0.45262	1.19114E5	3294.32833
0.44988	1.18948E5	3293.32833
0.44717	1.18784E5	3292.32833
0.44447	1.18620E5	3291.32833
0.44180	1.18458E5	3290.32833
0.43915	1.18297E5	3289.32833
0.43653	1.18136E5	3288.32833
0.43393	1.17977E5	3287.32833
0.43134	1.17819E5	3286.32833
0.42878	1.17662E5	3285.32833
0.42625	1.17506E5	3284.32833
0.42373	1.17350E5	3283.32833
0.42123	1.17196E5	3282.32833
0.41876	1.17043E5	3281.32833
0.41630	1.16890E5	3280.32833
0.41387	1.16739E5	3279.32833
0.41146	1.16589E5	3278.32833
0.40906	1.16439E5	3277.32833
0.40669	1.16290E5	3276.32833
0.40433	1.16143E5	3275.32833
0.40200	1.15996E5	3274.32833
0.39968	1.15850E5	3273.32833
0.39738	1.15705E5	3272.32833
0.39510	1.15561E5	3271.32833
0.39284	1.15417E5	3270.32833
0.39060	1.15275E5	3269.32833
0.38837	1.15133E5	3268.32833
0.38617	1.14992E5	3267.32833
0.38398	1.14852E5	3266.32833
0.38181	1.14713E5	3265.32833
0.37965	1.14575E5	3264.32833
0.37752	1.14437E5	3263.32833
0.37540	1.14300E5	3262.32833
0.37329	1.14164E5	3261.32833
0.37121	1.14029E5	3260.32833
0.36914	1.13894E5	3259.32833
0.36708	1.13761E5	3258.32833
0.36505	1.13628E5	3257.32833
0.36303	1.13495E5	3256.32833
0.36102	1.13364E5	3255.32833
0.35903	1.13233E5	3254.32833
0.35706	1.13103E5	3253.32833
0.35510	1.12974E5	3252.32833
0.35315	1.12845E5	3251.32833
0.35122	1.12717E5	3250.32833
0.34931	1.12590E5	3249.32833
0.34741	1.12463E5	3248.32833
0.34553	1.12337E5	3247.32833
0.34365	1.12212E5	3246.32833
0.34180	1.12087E5	3245.32833
0.33996	1.11963E5	3244.32833
0.33813	1.11840E5	3243.32833
0.33631	1.11717E5	3242.32833
0.33451	1.11595E5	3241.32833
0.33273	1.11474E5	3240.32833
0.33095	1.11353E5	3239.32833
0.32920	1.11233E5	3238.32833
0.32745	1.11114E5	3237.32833
0.32571	1.10995E5	3236.32833
0.32399	1.10876E5	3235.32833
0.32229	1.10758E5	3234.32833
0.32059	1.10641E5	3233.32833
0.31891	1.10525E5	3232.32833
0.31724	1.10409E5	3231.32833
0.31558	1.10293E5	3230.32833
0.31394	1.10178E5	3229.32833
0.31230	1.10064E5	3228.32833
0.31068	1.09950E5	3227.32833
0.30907	1.09837E5	3226.32833
0.30747	1.09724E5	3225.32833
0.30589	1.09612E5	3224.32833
0.30431	1.09500E5	3223.32833
0.30275	1.09389E5	3222.32833
0.30120	1.09279E5	3221.32833
0.29966	1.09169E5	3220.32833
0.29813	1.09059E5	3219.32833
0.29661	1.08950E5	3218.32833
0.29510	1.08842E5	3217.32833
0.29361	1.08734E5	3216.32833
0.29212	1.08626E5	3215.32833
0.29064	1.08519E5	3214.32833
0.28918	1.08412E5	3213.32833
0.28773	1.08306E5	3212.32833
0.28628	1.08201E5	3211.32833
0.28485	1.08096E5	3210.32833
0.28342	1.07991E5	3209.32833
0.28201	1.07887E5	3208.32833
0.28061	1.07783E5	3207.32833
0.27921	1.07680E5	3206.32833
0.27783	1.07577E5	3205.32833
0.27645	1.07474E5	3204.32833
0.27509	1.07372E5	3203.32833
0.27373	1.07271E5	3202.32833
0.27239	1.07170E5	3201.32833
0.27105	1.07069E5	3200.32833
0.26972	1.06969E5	3199.32833
0.26840	1.06869E5	3198.32833
0.26710	1.06769E5	3197.32833
0.26579	1.06670E5	3196.32833
0.26450	1.06572E5	3195.32833
0.26322	1.06474E5	3194.32833
0.26195	1.06376E5	3193.32833
0.26068	1.06278E5	3192.32833
0.25943	1.06181E5	3191.32833
0.25818	1.06085E5	3190.32833
0.25694	1.05989E5	3189.32833
0.25571	1.05893E5	3188.32833
0.25448	1.05797E5	3187.32833
0.25327	1.05702E5	3186.32833
0.25206	1.05607E5	3185.32833
0.25087	1.05513E5	3184.32833
0.24968	1.05419E5	3183.32833
0.24849	1.05326E5	3182.32833
0.24732	1.05232E5	3181.32833
0.24615	1.05139E5	3180.32833
0.24499	1.05047E5	3179.32833
0.24384	1.04955E5	3178.32833
0.24270	1.04863E5	3177.32833
0.24156	1.04771E5	3176.32833
0.24043	1.04680E5	3175.32833
0.23931	1.04590E5	3174.32833
0.23820	1.04499E5	3173.32833
0.23709	1.04409E5	3172.32833
0.23599	1.04319E5	3171.32833
0.23490	1.04230E5	3170.32833
0.23382	1.04141E5	3169.32833
0.23274	1.04052E5	3168.32833
0.23167	1.03963E5	3167.32833
0.23060	1.03875E5	3166.32833
0.22955	1.03787E5	3165.32833
0.22850	1.03700E5	3164.32833
0.22745	1.03612E5	3163.32833
0.22642	1.03526E5	3162.32833
0.22539	1.03439E5	3161.32833
0.22436	1.03353E5	3160.32833
0.22335	1.03267E5	3159.32833
0.22233	1.03181E5	3158.32833
0.22133	1.03095E5	3157.32833
0.22033	1.03010E5	3156.32833
0.21934	1.02925E5	3155.32833
0.21836	1.02841E5	3154.32833
0.21738	1.02757E5	3153.32833
0.21640	1.02673E5	3152.32833
0.21544	1.02589E5	3151.32833
0.21448	1.02505E5	3150.32833
0.21352	1.02422E5	3149.32833
0.21257	1.02339E5	3148.32833
0.21163	1.02257E5	3147.32833
0.21069	1.02174E5	3146.32833
0.20976	1.02092E5	3145.32833
0.20884	1.02010E5	3144.32833
0.20792	1.01929E5	3143.32833
0.20700	1.01848E5	3142.32833
0.20610	1.01767E5	3141.32833
0.20519	1.01686E5	3140.32833
0.20430	1.01605E5	3139.32833
0.20341	1.01525E5	3138.32833
0.20252	1.01445E5	3137.32833
0.20164	1.01365E5	3136.32833
0.20076	1.01286E5	3135.32833
0.19989	1.01206E5	3134.32833
0.19903	1.01127E5	3133.32833
0.19817	1.01049E5	3132.32833
0.19732	1.00970E5	3131.32833
0.19647	1.00892E5	3130.32833
0.19562	1.00814E5	3129.32833
0.19478	1.00736E5	3128.32833
0.19395	1.00658E5	3127.32833
0.19312	1.00581E5	3126.32833
0.19230	1.00503E5	3125.32833
0.19148	1.00426E5	3124.32833
0.19066	1.00350E5	3123.32833
0.18986	1.00273E5	3122.32833
0.18905	1.00197E5	3121.32833
0.18825	1.00121E5	3120.32833
0.18746	1.00045E5	3119.32833
0.18667	99969.42549	3118.32833
0.18588	99894.00669	3117.32833
0.18510	99818.80004	3116.32833
0.18432	99743.80391	3115.32833
0.18355	99669.01669	3114.32833
0.18279	99594.43681	3113.32833
0.18202	99520.06269	3112.32833
0.18126	99445.89278	3111.32833
0.18051	99371.92552	3110.32833
0.17976	99298.15940	3109.32833
0.17902	99224.59291	3108.32833
0.17828	99151.22454	3107.32833
0.17754	99078.05281	3106.32833
0.17681	99005.07625	3105.32833
0.17608	98932.29340	3104.32833
0.17536	98859.70283	3103.32833
0.17464	98787.30310	3102.32833
0.17392	98715.09281	3101.32833
0.17321	98643.07053	3100.32833
0.17250	98571.23490	3099.32833
