Mole fraction of liquid	Heat per mole [J]	Temperature [K]
1.00000	1.57124E5	3513.74402
0.99992	1.57115E5	3513.64839
0.98598	1.56391E5	3512.64839
0.97232	1.55680E5	3511.64839
0.95891	1.54981E5	3510.64839
0.94577	1.54296E5	3509.64839
0.93287	1.53623E5	3508.64839
0.92022	1.52962E5	3507.64839
0.90780	1.52312E5	3506.64839
0.89562	1.51675E5	3505.64839
0.88366	1.51048E5	3504.64839
0.87193	1.50432E5	3503.64839
0.86041	1.49827E5	3502.64839
0.84911	1.49233E5	3501.64839
0.83801	1.48649E5	3500.64839
0.82711	1.48074E5	3499.64839
0.81641	1.47510E5	3498.64839
0.80590	1.46955E5	3497.64839
0.79557	1.46409E5	3496.64839
0.78544	1.45872E5	3495.64839
0.77548	1.45344E5	3494.64839
0.76569	1.44825E5	3493.64839
0.75608	1.44314E5	3492.64839
0.74664	1.43811E5	3491.64839
0.73736	1.43317E5	3490.64839
0.72824	1.42830E5	3489.64839
0.71927	1.42351E5	3488.64839
0.71046	1.41880E5	3487.64839
0.70180	1.41416E5	3486.64839
0.69329	1.40959E5	3485.64839
0.68492	1.40509E5	3484.64839
0.67669	1.40066E5	3483.64839
0.66859	1.39630E5	3482.64839
0.66064	1.39200E5	3481.64839
0.65281	1.38777E5	3480.64839
0.64511	1.38361E5	3479.64839
0.63754	1.37950E5	3478.64839
0.63009	1.37546E5	3477.64839
0.62276	1.37147E5	3476.64839
0.61555	1.36754E5	3475.64839
0.60846	1.36367E5	3474.64839
0.60148	1.35986E5	3473.64839
0.59461	1.35610E5	3472.64839
0.58785	1.35239E5	3471.64839
0.58120	1.34874E5	3470.64839
0.57465	1.34513E5	3469.64839
0.56821	1.34158E5	3468.64839
0.56186	1.33808E5	3467.64839
0.55561	1.33462E5	3466.64839
0.54946	1.33121E5	3465.64839
0.54341	1.32785E5	3464.64839
0.53744	1.32453E5	3463.64839
0.53157	1.32126E5	3462.64839
0.52579	1.31803E5	3461.64839
0.52009	1.31485E5	3460.64839
0.51448	1.31170E5	3459.64839
0.50896	1.30860E5	3458.64839
0.50351	1.30554E5	3457.64839
0.49815	1.30251E5	3456.64839
0.49287	1.29953E5	3455.64839
0.48766	1.29658E5	3454.64839
0.48253	1.29367E5	3453.64839
0.47748	1.29080E5	3452.64839
0.47250	1.28796E5	3451.64839
0.46759	1.28516E5	3450.64839
0.46275	1.28239E5	3449.64839
0.45798	1.27966E5	3448.64839
0.45328	1.27696E5	3447.64839
0.44865	1.27429E5	3446.64839
0.44408	1.27166E5	3445.64839
0.43958	1.26905E5	3444.64839
0.43514	1.26648E5	3443.64839
0.43076	1.26394E5	3442.64839
0.42645	1.26142E5	3441.64839
0.42219	1.25894E5	3440.64839
0.41800	1.25649E5	3439.64839
0.41386	1.25406E5	3438.64839
0.40978	1.25166E5	3437.64839
0.40575	1.24929E5	3436.64839
0.40178	1.24694E5	3435.64839
0.39786	1.24462E5	3434.64839
0.39400	1.24233E5	3433.64839
0.39019	1.24006E5	3432.64839
0.38643	1.23782E5	3431.64839
0.38272	1.23560E5	3430.64839
0.37906	1.23341E5	3429.64839
0.37544	1.23123E5	3428.64839
0.37188	1.22909E5	3427.64839
0.36836	1.22696E5	3426.64839
0.36489	1.22486E5	3425.64839
0.36147	1.22278E5	3424.64839
0.35808	1.22072E5	3423.64839
0.35475	1.21868E5	3422.64839
0.35145	1.21667E5	3421.64839
0.34820	1.21467E5	3420.64839
