Mole fraction of liquid	Heat per mole [J]	Temperature [K]
1.00000	1.19024E5	2873.81988
0.99998	1.19019E5	2873.72426
0.99678	1.18859E5	2872.72426
0.99360	1.18699E5	2871.72426
0.99043	1.18540E5	2870.72426
0.98727	1.18381E5	2869.72426
0.98413	1.18223E5	2868.72426
0.98099	1.18065E5	2867.72426
0.97787	1.17908E5	2866.72426
0.97477	1.17752E5	2865.72426
0.97167	1.17596E5	2864.72426
0.96859	1.17440E5	2863.72426
0.96552	1.17285E5	2862.72426
0.96246	1.17130E5	2861.72426
0.95942	1.16976E5	2860.72426
0.95639	1.16823E5	2859.72426
0.95336	1.16670E5	2858.72426
0.95036	1.16517E5	2857.72426
0.94736	1.16365E5	2856.72426
0.94437	1.16214E5	2855.72426
0.94140	1.16063E5	2854.72426
0.93844	1.15912E5	2853.72426
0.93549	1.15762E5	2852.72426
0.93256	1.15613E5	2851.72426
0.92963	1.15463E5	2850.72426
0.92672	1.15315E5	2849.72426
0.92381	1.15167E5	2848.72426
0.92092	1.15019E5	2847.72426
0.91804	1.14872E5	2846.72426
0.91517	1.14725E5	2845.72426
0.91232	1.14579E5	2844.72426
0.90947	1.14433E5	2843.72426
0.90664	1.14288E5	2842.72426
0.90381	1.14143E5	2841.72426
0.90100	1.13999E5	2840.72426
0.89820	1.13855E5	2839.72426
0.89541	1.13711E5	2838.72426
0.89263	1.13568E5	2837.72426
0.88986	1.13426E5	2836.72426
0.88710	1.13283E5	2835.72426
0.88436	1.13142E5	2834.72426
0.88162	1.13000E5	2833.72426
0.87889	1.12860E5	2832.72426
0.87618	1.12719E5	2831.72426
0.87347	1.12579E5	2830.72426
0.87078	1.12440E5	2829.72426
0.86809	1.12301E5	2828.72426
0.86542	1.12162E5	2827.72426
0.86276	1.12024E5	2826.72426
0.86010	1.11886E5	2825.72426
0.85746	1.11748E5	2824.72426
0.85483	1.11611E5	2823.72426
0.85221	1.11475E5	2822.72426
0.84959	1.11339E5	2821.72426
0.84699	1.11203E5	2820.72426
0.84440	1.11068E5	2819.72426
0.84181	1.10933E5	2818.72426
0.83924	1.10798E5	2817.72426
0.83668	1.10664E5	2816.72426
0.83412	1.10530E5	2815.72426
0.83158	1.10397E5	2814.72426
0.82905	1.10264E5	2813.72426
0.82652	1.10131E5	2812.72426
0.82401	1.09999E5	2811.72426
0.82150	1.09867E5	2810.72426
0.81900	1.09736E5	2809.72426
0.81652	1.09605E5	2808.72426
0.81404	1.09474E5	2807.72426
0.81157	1.09344E5	2806.72426
0.80911	1.09214E5	2805.72426
0.80666	1.09085E5	2804.72426
0.80422	1.08956E5	2803.72426
0.80179	1.08827E5	2802.72426
0.79936	1.08699E5	2801.72426
0.79695	1.08571E5	2800.72426
0.79455	1.08443E5	2799.72426
0.79215	1.08316E5	2798.72426
0.78976	1.08189E5	2797.72426
0.78738	1.08062E5	2796.72426
0.78502	1.07936E5	2795.72426
0.78265	1.07810E5	2794.72426
0.78030	1.07685E5	2793.72426
0.77796	1.07560E5	2792.72426
0.77562	1.07435E5	2791.72426
0.77330	1.07310E5	2790.72426
0.77098	1.07186E5	2789.72426
0.76867	1.07063E5	2788.72426
0.76637	1.06939E5	2787.72426
0.76408	1.06816E5	2786.72426
0.76179	1.06693E5	2785.72426
0.75952	1.06571E5	2784.72426
0.75725	1.06449E5	2783.72426
0.75499	1.06327E5	2782.72426
0.75274	1.06206E5	2781.72426
0.75050	1.06085E5	2780.72426
0.74826	1.05964E5	2779.72426
0.74604	1.05844E5	2778.72426
0.74382	1.05724E5	2777.72426
0.74161	1.05604E5	2776.72426
0.73941	1.05485E5	2775.72426
0.73721	1.05366E5	2774.72426
0.73502	1.05247E5	2773.72426
0.73285	1.05129E5	2772.72426
0.73067	1.05011E5	2771.72426
0.72851	1.04893E5	2770.72426
0.72636	1.04775E5	2769.72426
0.72421	1.04658E5	2768.72426
0.72207	1.04541E5	2767.72426
0.71993	1.04425E5	2766.72426
0.71781	1.04308E5	2765.72426
0.71569	1.04193E5	2764.72426
0.71358	1.04077E5	2763.72426
0.71148	1.03962E5	2762.72426
0.70938	1.03847E5	2761.72426
0.70729	1.03732E5	2760.72426
0.70521	1.03617E5	2759.72426
0.70314	1.03503E5	2758.72426
0.70108	1.03390E5	2757.72426
0.69902	1.03276E5	2756.72426
0.69697	1.03163E5	2755.72426
0.69492	1.03050E5	2754.72426
0.69288	1.02937E5	2753.72426
0.69085	1.02825E5	2752.72426
0.68883	1.02713E5	2751.72426
0.68681	1.02601E5	2750.72426
0.68481	1.02489E5	2749.72426
0.68280	1.02378E5	2748.72426
0.68081	1.02267E5	2747.72426
0.67882	1.02157E5	2746.72426
0.67684	1.02046E5	2745.72426
0.67487	1.01936E5	2744.72426
0.67290	1.01826E5	2743.72426
0.67094	1.01717E5	2742.72426
0.66898	1.01607E5	2741.72426
0.66704	1.01498E5	2740.72426
0.66510	1.01390E5	2739.72426
0.66316	1.01281E5	2738.72426
0.66123	1.01173E5	2737.72426
0.65931	1.01065E5	2736.72426
0.65740	1.00957E5	2735.72426
0.65549	1.00850E5	2734.72426
0.65359	1.00743E5	2733.72426
0.65170	1.00636E5	2732.72426
0.64981	1.00529E5	2731.72426
0.64793	1.00423E5	2730.72426
0.64605	1.00317E5	2729.72426
0.64418	1.00211E5	2728.72426
0.64232	1.00105E5	2727.72426
0.64046	99999.95820	2726.72426
0.63861	99894.86198	2725.72426
0.63677	99790.01700	2724.72426
0.63493	99685.42204	2723.72426
0.63310	99581.07590	2722.72426
0.63127	99476.97736	2721.72426
0.62945	99373.12524	2720.72426
0.62764	99269.51833	2719.72426
0.62583	99166.15547	2718.72426
0.62403	99063.03546	2717.72426
0.62224	98960.15715	2716.72426
0.62045	98857.51937	2715.72426
0.61866	98755.12096	2714.72426
0.61689	98652.96078	2713.72426
0.61511	98551.03767	2712.72426
0.61335	98449.35051	2711.72426
0.61159	98347.89817	2710.72426
0.60983	98246.67952	2709.72426
0.60809	98145.69344	2708.72426
0.60634	98044.93883	2707.72426
0.60461	97944.41457	2706.72426
0.60288	97844.11958	2705.72426
0.60115	97744.05275	2704.72426
0.59943	97644.21301	2703.72426
0.59772	97544.59928	2702.72426
0.59601	97445.21047	2701.72426
0.59431	97346.04553	2700.72426
0.59261	97247.10339	2699.72426
0.59092	97148.38300	2698.72426
0.58923	97049.88331	2697.72426
0.58755	96951.60327	2696.72426
0.58587	96853.54184	2695.72426
0.58420	96755.69801	2694.72426
0.58254	96658.07073	2693.72426
0.58088	96560.65899	2692.72426
0.57922	96463.46177	2691.72426
0.57758	96366.47807	2690.72426
0.57593	96269.70688	2689.72426
0.57429	96173.14721	2688.72426
0.57266	96076.79806	2687.72426
0.57103	95980.65844	2686.72426
0.56941	95884.72738	2685.72426
0.56779	95789.00391	2684.72426
0.56618	95693.48704	2683.72426
0.56457	95598.17581	2682.72426
0.56297	95503.06927	2681.72426
