Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.31517E5	3104.20471	54.43508	0.00000
0.99998	1.31512E5	3104.10908	54.43508	-0.83410
0.99590	1.31308E5	3103.10908	204.52465	-148.82317
0.99184	1.31104E5	3102.10908	203.51277	-295.86293
0.98781	1.30902E5	3101.10908	202.50884	-441.96096
0.98380	1.30700E5	3100.10908	201.51279	-587.12478
0.97981	1.30500E5	3099.10908	200.52455	-731.36183
0.97585	1.30300E5	3098.10908	199.54404	-874.67948
0.97191	1.30102E5	3097.10908	198.57118	-1017.08503
0.96799	1.29904E5	3096.10908	197.60591	-1158.58572
0.96410	1.29707E5	3095.10908	196.64815	-1299.18870
0.96023	1.29512E5	3094.10908	195.69783	-1438.90107
0.95638	1.29317E5	3093.10908	194.75488	-1577.72986
0.95255	1.29123E5	3092.10908	193.81924	-1715.68203
0.94874	1.28930E5	3091.10908	192.89083	-1852.76447
0.94495	1.28738E5	3090.10908	191.96958	-1988.98400
0.94119	1.28547E5	3089.10908	191.05544	-2124.34741
0.93745	1.28357E5	3088.10908	190.14832	-2258.86138
0.93373	1.28168E5	3087.10908	189.24817	-2392.53255
0.93003	1.27979E5	3086.10908	188.35492	-2525.36750
0.92635	1.27792E5	3085.10908	187.46851	-2657.37274
0.92269	1.27605E5	3084.10908	186.58888	-2788.55473
0.91905	1.27420E5	3083.10908	185.71595	-2918.91985
0.91543	1.27235E5	3082.10908	184.84967	-3048.47445
0.91183	1.27051E5	3081.10908	183.98998	-3177.22479
0.90826	1.26868E5	3080.10908	183.13682	-3305.17709
0.90470	1.26685E5	3079.10908	182.29012	-3432.33751
0.90116	1.26504E5	3078.10908	181.44982	-3558.71215
0.89764	1.26323E5	3077.10908	180.61588	-3684.30705
0.89414	1.26143E5	3076.10908	179.78822	-3809.12821
0.89066	1.25964E5	3075.10908	178.96680	-3933.18154
0.88720	1.25786E5	3074.10908	178.15155	-4056.47294
0.88376	1.25609E5	3073.10908	177.34242	-4179.00823
0.88034	1.25432E5	3072.10908	176.53935	-4300.79318
0.87694	1.25257E5	3071.10908	175.74229	-4421.83351
0.87355	1.25082E5	3070.10908	174.95119	-4542.13487
0.87018	1.24908E5	3069.10908	174.16598	-4661.70289
0.86684	1.24734E5	3068.10908	173.38661	-4780.54314
0.86351	1.24562E5	3067.10908	172.61304	-4898.66111
0.86020	1.24390E5	3066.10908	171.84521	-5016.06227
0.85690	1.24219E5	3065.10908	171.08307	-5132.75204
0.85363	1.24048E5	3064.10908	170.32656	-5248.73578
0.85037	1.23879E5	3063.10908	169.57564	-5364.01880
0.84713	1.23710E5	3062.10908	168.83026	-5478.60637
0.84391	1.23542E5	3061.10908	168.09036	-5592.50371
0.84070	1.23374E5	3060.10908	167.35590	-5705.71598
0.83751	1.23208E5	3059.10908	166.62683	-5818.24832
0.83434	1.23042E5	3058.10908	165.90310	-5930.10581
0.83119	1.22877E5	3057.10908	165.18467	-6041.29348
0.82805	1.22712E5	3056.10908	164.47148	-6151.81631
0.82493	1.22549E5	3055.10908	163.76349	-6261.67925
0.82183	1.22385E5	3054.10908	163.06065	-6370.88720
0.81874	1.22223E5	3053.10908	162.36292	-6479.44502
0.81567	1.22061E5	3052.10908	161.67025	-6587.35752
0.81262	1.21900E5	3051.10908	160.98261	-6694.62948
0.80958	1.21740E5	3050.10908	160.29993	-6801.26560
0.80656	1.21581E5	3049.10908	159.62219	-6907.27060
0.80355	1.21422E5	3048.10908	158.94933	-7012.64910
0.80056	1.21263E5	3047.10908	158.28132	-7117.40571
0.79759	1.21106E5	3046.10908	157.61810	-7221.54500
0.79463	1.20949E5	3045.10908	156.95965	-7325.07148
0.79169	1.20792E5	3044.10908	156.30592	-7427.98965
0.78876	1.20637E5	3043.10908	155.65686	-7530.30393
0.78585	1.20482E5	3042.10908	155.01244	-7632.01875
0.78295	1.20327E5	3041.10908	154.37261	-7733.13846
0.78007	1.20174E5	3040.10908	153.73734	-7833.66739
0.77720	1.20021E5	3039.10908	153.10658	-7933.60983
0.77435	1.19868E5	3038.10908	152.48031	-8032.97003
0.77151	1.19716E5	3037.10908	151.85847	-8131.75222
0.76869	1.19565E5	3036.10908	151.24103	-8229.96056
0.76588	1.19414E5	3035.10908	150.62795	-8327.59920
0.76309	1.19264E5	3034.10908	150.01920	-8424.67225
0.76031	1.19115E5	3033.10908	149.41474	-8521.18378
0.75755	1.18966E5	3032.10908	148.81453	-8617.13783
