Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.24323E5	2961.11509	52.32882	0.00000
0.99998	1.24318E5	2961.01946	52.32882	-0.65489
0.99656	1.24147E5	2960.01946	170.97826	-116.90804
0.99316	1.23977E5	2959.01946	170.32232	-232.54956
0.98977	1.23807E5	2958.01946	169.67056	-347.58341
0.98640	1.23638E5	2957.01946	169.02296	-462.01356
0.98305	1.23470E5	2956.01946	168.37948	-575.84392
0.97971	1.23302E5	2955.01946	167.74009	-689.07838
0.97638	1.23135E5	2954.01946	167.10476	-801.72081
0.97308	1.22969E5	2953.01946	166.47346	-913.77502
0.96978	1.22803E5	2952.01946	165.84616	-1025.24483
0.96650	1.22637E5	2951.01946	165.22282	-1136.13400
0.96324	1.22473E5	2950.01946	164.60342	-1246.44627
0.95999	1.22309E5	2949.01946	163.98793	-1356.18536
0.95676	1.22146E5	2948.01946	163.37632	-1465.35494
0.95354	1.21983E5	2947.01946	162.76855	-1573.95869
0.95034	1.21821E5	2946.01946	162.16460	-1682.00021
0.94715	1.21659E5	2945.01946	161.56444	-1789.48313
0.94397	1.21498E5	2944.01946	160.96804	-1896.41099
0.94081	1.21338E5	2943.01946	160.37537	-2002.78737
0.93766	1.21178E5	2942.01946	159.78640	-2108.61576
0.93453	1.21019E5	2941.01946	159.20111	-2213.89966
0.93142	1.20860E5	2940.01946	158.61947	-2318.64254
0.92831	1.20702E5	2939.01946	158.04144	-2422.84784
0.92522	1.20545E5	2938.01946	157.46701	-2526.51896
0.92215	1.20388E5	2937.01946	156.89615	-2629.65930
0.91908	1.20231E5	2936.01946	156.32882	-2732.27222
0.91604	1.20076E5	2935.01946	155.76501	-2834.36105
0.91300	1.19920E5	2934.01946	155.20468	-2935.92909
0.90998	1.19766E5	2933.01946	154.64781	-3036.97965
0.90697	1.19612E5	2932.01946	154.09438	-3137.51597
0.90398	1.19458E5	2931.01946	153.54435	-3237.54130
0.90100	1.19305E5	2930.01946	152.99771	-3337.05885
0.89803	1.19153E5	2929.01946	152.45443	-3436.07179
0.89508	1.19001E5	2928.01946	151.91448	-3534.58331
0.89214	1.18849E5	2927.01946	151.37783	-3632.59653
0.88921	1.18698E5	2926.01946	150.84447	-3730.11458
0.88630	1.18548E5	2925.01946	150.31437	-3827.14055
0.88339	1.18398E5	2924.01946	149.78750	-3923.67751
0.88050	1.18249E5	2923.01946	149.26385	-4019.72850
0.87763	1.18100E5	2922.01946	148.74338	-4115.29655
0.87477	1.17952E5	2921.01946	148.22608	-4210.38467
0.87191	1.17804E5	2920.01946	147.71191	-4304.99583
0.86908	1.17657E5	2919.01946	147.20087	-4399.13300
0.86625	1.17511E5	2918.01946	146.69291	-4492.79910
0.86344	1.17364E5	2917.01946	146.18803	-4585.99706
0.86063	1.17219E5	2916.01946	145.68620	-4678.72976
0.85785	1.17073E5	2915.01946	145.18740	-4771.00008
0.85507	1.16929E5	2914.01946	144.69160	-4862.81087
0.85230	1.16785E5	2913.01946	144.19879	-4954.16496
0.84955	1.16641E5	2912.01946	143.70893	-5045.06515
0.84681	1.16498E5	2911.01946	143.22202	-5135.51424
0.84408	1.16355E5	2910.01946	142.73802	-5225.51500
0.84136	1.16213E5	2909.01946	142.25692	-5315.07016
0.83866	1.16071E5	2908.01946	141.77870	-5404.18246
0.83597	1.15930E5	2907.01946	141.30333	-5492.85461
0.83328	1.15789E5	2906.01946	140.83079	-5581.08929
0.83061	1.15648E5	2905.01946	140.36107	-5668.88917
0.82795	1.15509E5	2904.01946	139.89415	-5756.25691
0.82531	1.15369E5	2903.01946	139.42999	-5843.19512
0.82267	1.15230E5	2902.01946	138.96859	-5929.70643
0.82005	1.15092E5	2901.01946	138.50993	-6015.79342
0.81743	1.14954E5	2900.01946	138.05397	-6101.45867
0.81483	1.14816E5	2899.01946	137.60072	-6186.70472
0.81224	1.14679E5	2898.01946	137.15014	-6271.53412
0.80966	1.14542E5	2897.01946	136.70221	-6355.94939
0.80709	1.14406E5	2896.01946	136.25692	-6439.95302
0.80453	1.14270E5	2895.01946	135.81425	-6523.54750
0.80198	1.14135E5	2894.01946	135.37418	-6606.73528
0.79945	1.14000E5	2893.01946	134.93669	-6689.51882
0.79692	1.13865E5	2892.01946	134.50176	-6771.90054
0.79441	1.13731E5	2891.01946	134.06938	-6853.88286
0.79190	1.13597E5	2890.01946	133.63953	-6935.46817
0.78941	1.13464E5	2889.01946	133.21218	-7016.65884
0.78692	1.13331E5	2888.01946	132.78732	-7097.45723
0.78445	1.13199E5	2887.01946	132.36494	-7177.86570
0.78199	1.13067E5	2886.01946	131.94501	-7257.88656
0.77954	1.12936E5	2885.01946	131.52752	-7337.52213
0.77709	1.12805E5	2884.01946	131.11245	-7416.77469
0.77466	1.12674E5	2883.01946	130.69979	-7495.64653
0.77224	1.12544E5	2882.01946	130.28951	-7574.13990
0.76983	1.12414E5	2881.01946	129.88161	-7652.25706
0.76743	1.12284E5	2880.01946	129.47605	-7730.00023
0.76504	1.12155E5	2879.01946	129.07284	-7807.37163
0.76265	1.12026E5	2878.01946	128.67195	-7884.37344
0.76028	1.11898E5	2877.01946	128.27336	-7961.00787
0.75792	1.11770E5	2876.01946	127.87706	-8037.27706
0.75557	1.11643E5	2875.01946	127.48303	-8113.18318
0.75323	1.11516E5	2874.01946	127.09126	-8188.72837
0.75089	1.11389E5	2873.01946	126.70173	-8263.91473
0.74857	1.11263E5	2872.01946	126.31442	-8338.74439
0.74626	1.11137E5	2871.01946	125.92933	-8413.21943
0.74395	1.11011E5	2870.01946	125.54643	-8487.34193
0.74166	1.10886E5	2869.01946	125.16571	-8561.11395
0.73937	1.10761E5	2868.01946	124.78716	-8634.53755
0.73710	1.10637E5	2867.01946	124.41075	-8707.61475
0.73483	1.10513E5	2866.01946	124.03648	-8780.34759
0.73257	1.10389E5	2865.01946	123.66433	-8852.73806
0.73032	1.10266E5	2864.01946	123.29429	-8924.78815
0.72809	1.10143E5	2863.01946	122.92633	-8996.49986
0.72586	1.10020E5	2862.01946	122.56045	-9067.87513
0.72363	1.09898E5	2861.01946	122.19664	-9138.91593
0.72142	1.09776E5	2860.01946	121.83487	-9209.62419
0.71922	1.09655E5	2859.01946	121.47514	-9280.00183
0.71703	1.09534E5	2858.01946	121.11743	-9350.05078
0.71484	1.09413E5	2857.01946	120.76172	-9419.77292
0.71266	1.09293E5	2856.01946	120.40801	-9489.17014
0.71050	1.09173E5	2855.01946	120.05628	-9558.24431
0.70834	1.09053E5	2854.01946	119.70651	-9626.99730
0.70619	1.08933E5	2853.01946	119.35870	-9695.43095
0.70405	1.08814E5	2852.01946	119.01282	-9763.54710
0.70191	1.08696E5	2851.01946	118.66887	-9831.34756
0.69979	1.08577E5	2850.01946	118.32684	-9898.83415
0.69767	1.08459E5	2849.01946	117.98670	-9966.00867
0.69557	1.08342E5	2848.01946	117.64845	-10032.87289
0.69347	1.08225E5	2847.01946	117.31208	-10099.42859
0.69138	1.08108E5	2846.01946	116.97757	-10165.67753
0.68929	1.07991E5	2845.01946	116.64490	-10231.62147
0.68722	1.07875E5	2844.01946	116.31408	-10297.26213
0.68515	1.07759E5	2843.01946	115.98508	-10362.60125
0.68310	1.07643E5	2842.01946	115.65789	-10427.64053
0.68105	1.07528E5	2841.01946	115.33250	-10492.38168
0.67901	1.07413E5	2840.01946	115.00890	-10556.82639
0.67697	1.07298E5	2839.01946	114.68707	-10620.97633
0.67495	1.07184E5	2838.01946	114.36701	-10684.83319
0.67293	1.07069E5	2837.01946	114.04871	-10748.39860
0.67092	1.06956E5	2836.01946	113.73214	-10811.67423
0.66892	1.06842E5	2835.01946	113.41730	-10874.66169
0.66693	1.06729E5	2834.01946	113.10418	-10937.36262
0.66494	1.06616E5	2833.01946	112.79277	-10999.77864
0.66296	1.06504E5	2832.01946	112.48305	-11061.91133
0.66099	1.06392E5	2831.01946	112.17502	-11123.76229
0.65903	1.06280E5	2830.01946	111.86866	-11185.33311
0.65707	1.06168E5	2829.01946	111.56396	-11246.62535
0.65513	1.06057E5	2828.01946	111.26091	-11307.64058
0.65319	1.05946E5	2827.01946	110.95950	-11368.38033
0.65125	1.05835E5	2826.01946	110.65971	-11428.84616
0.64933	1.05725E5	2825.01946	110.36155	-11489.03959
0.64741	1.05615E5	2824.01946	110.06500	-11548.96214
0.64550	1.05505E5	2823.01946	109.77004	-11608.61531
0.64360	1.05396E5	2822.01946	109.47667	-11668.00062
0.64170	1.05287E5	2821.01946	109.18487	-11727.11953
0.63981	1.05178E5	2820.01946	108.89464	-11785.97355
0.63793	1.05069E5	2819.01946	108.60597	-11844.56413
0.63606	1.04961E5	2818.01946	108.31884	-11902.89273
0.63419	1.04853E5	2817.01946	108.03324	-11960.96080
0.63233	1.04745E5	2816.01946	107.74918	-12018.76979
0.63048	1.04638E5	2815.01946	107.46662	-12076.32113
0.62864	1.04530E5	2814.01946	107.18558	-12133.61623
0.62680	1.04423E5	2813.01946	106.90602	-12190.65652
0.62497	1.04317E5	2812.01946	106.62796	-12247.44339
0.62314	1.04210E5	2811.01946	106.35137	-12303.97824
0.62133	1.04104E5	2810.01946	106.07625	-12360.26245
0.61952	1.03999E5	2809.01946	105.80258	-12416.29740
0.61771	1.03893E5	2808.01946	105.53037	-12472.08445
0.61592	1.03788E5	2807.01946	105.25959	-12527.62497
0.61413	1.03683E5	2806.01946	104.99024	-12582.92031
0.61234	1.03578E5	2805.01946	104.72231	-12637.97180
0.61057	1.03474E5	2804.01946	104.45579	-12692.78078
0.60880	1.03369E5	2803.01946	104.19067	-12747.34856
0.60703	1.03266E5	2802.01946	103.92695	-12801.67648
0.60528	1.03162E5	2801.01946	103.66461	-12855.76582
0.60353	1.03058E5	2800.01946	103.40365	-12909.61790
0.60178	1.02955E5	2799.01946	103.14405	-12963.23399
0.60005	1.02852E5	2798.01946	102.88581	-13016.61539
0.59832	1.02750E5	2797.01946	102.62892	-13069.76336
0.59659	1.02647E5	2796.01946	102.37337	-13122.67917
0.59488	1.02545E5	2795.01946	102.11915	-13175.36407
0.59317	1.02443E5	2794.01946	101.86625	-13227.81932
0.59146	1.02342E5	2793.01946	101.61467	-13280.04616
0.58976	1.02240E5	2792.01946	101.36440	-13332.04581
0.58807	1.02139E5	2791.01946	101.11542	-13383.81951
0.58639	1.02038E5	2790.01946	100.86773	-13435.36847
0.58471	1.01938E5	2789.01946	100.62133	-13486.69390
0.58303	1.01837E5	2788.01946	100.37620	-13537.79700
0.58137	1.01737E5	2787.01946	100.13233	-13588.67897
0.57970	1.01637E5	2786.01946	99.88972	-13639.34099
0.57805	1.01538E5	2785.01946	99.64837	-13689.78425
0.57640	1.01438E5	2784.01946	99.40825	-13740.00991
0.57476	1.01339E5	2783.01946	99.16937	-13790.01913
0.57312	1.01240E5	2782.01946	98.93171	-13839.81309
0.57149	1.01142E5	2781.01946	98.69528	-13889.39292
0.56987	1.01043E5	2780.01946	98.46005	-13938.75976
0.56825	1.00945E5	2779.01946	98.22603	-13987.91476
0.56663	1.00847E5	2778.01946	97.99320	-14036.85904
0.56503	1.00749E5	2777.01946	97.76157	-14085.59372
0.56343	1.00652E5	2776.01946	97.53111	-14134.11991
0.56183	1.00554E5	2775.01946	97.30183	-14182.43873
0.56024	1.00457E5	2774.01946	97.07371	-14230.55127
0.55866	1.00360E5	2773.01946	96.84675	-14278.45862
0.55708	1.00264E5	2772.01946	96.62094	-14326.16188
0.55551	1.00167E5	2771.01946	96.39628	-14373.66212
0.55394	1.00071E5	2770.01946	96.17276	-14420.96041
0.55238	99975.27163	2769.01946	95.95037	-14468.05782
0.55082	99879.54253	2768.01946	95.72910	-14514.95542
0.54927	99784.03359	2767.01946	95.50894	-14561.65424
0.54773	99688.74369	2766.01946	95.28990	-14608.15534
0.54619	99593.67173	2765.01946	95.07196	-14654.45977
0.54466	99498.81661	2764.01946	94.85512	-14700.56854
0.54313	99404.17725	2763.01946	94.63936	-14746.48269
0.54161	99309.75257	2762.01946	94.42469	-14792.20325
0.54009	99215.54147	2761.01946	94.21109	-14837.73122
0.53858	99121.54291	2760.01946	93.99856	-14883.06761
0.53707	99027.75581	2759.01946	93.78710	-14928.21342
0.53557	98934.17912	2758.01946	93.57669	-14973.16966
0.53408	98840.81178	2757.01946	93.36733	-15017.93730
0.53259	98747.65277	2756.01946	93.15902	-15062.51734
0.53110	98654.70103	2755.01946	92.95174	-15106.91075
0.52962	98561.95553	2754.01946	92.74549	-15151.11851
0.52815	98469.41526	2753.01946	92.54027	-15195.14157
0.52668	98377.07919	2752.01946	92.33607	-15238.98090
0.52521	98284.94632	2751.01946	92.13287	-15282.63745
0.52375	98193.01563	2750.01946	91.93069	-15326.11217
0.52230	98101.28613	2749.01946	91.72950	-15369.40600
0.52085	98009.75683	2748.01946	91.52931	-15412.51988
0.51941	97918.42673	2747.01946	91.33010	-15455.45474
0.51797	97827.29485	2746.01946	91.13188	-15498.21150
0.51654	97736.36022	2745.01946	90.93463	-15540.79109
0.51511	97645.62187	2744.01946	90.73835	-15583.19441
0.51368	97555.07884	2743.01946	90.54303	-15625.42239
0.51227	97464.73016	2742.01946	90.34868	-15667.47591
0.51085	97374.57489	2741.01946	90.15527	-15709.35588
0.50944	97284.61207	2740.01946	89.96282	-15751.06318
0.50804	97194.84077	2739.01946	89.77130	-15792.59872
0.50664	97105.26005	2738.01946	89.58072	-15833.96335
0.50525	97015.86898	2737.01946	89.39107	-15875.15798
0.50386	96926.66664	2736.01946	89.20234	-15916.18345
0.50247	96837.65210	2735.01946	89.01453	-15957.04065
0.50109	96748.82446	2734.01946	88.82764	-15997.73042
0.49972	96660.18281	2733.01946	88.64165	-16038.25363
0.49835	96571.72625	2732.01946	88.45657	-16078.61112
0.49698	96483.45387	2731.01946	88.27238	-16118.80375
0.49562	96395.36479	2730.01946	88.08908	-16158.83234
0.49426	96307.45812	2729.01946	87.90667	-16198.69774
0.49291	96219.73298	2728.01946	87.72514	-16238.40077
0.49157	96132.18850	2727.01946	87.54449	-16277.94226
0.49022	96044.82379	2726.01946	87.36470	-16317.32303
0.48889	95957.63801	2725.01946	87.18578	-16356.54390
0.48755	95870.63028	2724.01946	87.00773	-16395.60567
0.48622	95783.79976	2723.01946	86.83052	-16434.50915
0.48490	95697.14559	2722.01946	86.65417	-16473.25515
0.48358	95610.66692	2721.01946	86.47867	-16511.84445
0.48226	95524.36292	2720.01946	86.30400	-16550.27785
0.48095	95438.23276	2719.01946	86.13017	-16588.55614
0.47965	95352.27559	2718.01946	85.95716	-16626.68009
0.47834	95266.49060	2717.01946	85.78499	-16664.65049
0.47705	95180.87697	2716.01946	85.61363	-16702.46811
0.47575	95095.43387	2715.01946	85.44309	-16740.13372
0.47447	95010.16051	2714.01946	85.27336	-16777.64808
0.47318	94925.05607	2713.01946	85.10444	-16815.01194
0.47190	94840.11975	2712.01946	84.93632	-16852.22607
0.47062	94755.35075	2711.01946	84.76900	-16889.29122
0.46935	94670.74829	2710.01946	84.60246	-16926.20812
0.46809	94586.31156	2709.01946	84.43672	-16962.97753
0.46682	94502.03981	2708.01946	84.27176	-16999.60018
0.46556	94417.93223	2707.01946	84.10758	-17036.07681
0.46431	94333.98806	2706.01946	83.94417	-17072.40813
0.46306	94250.20654	2705.01946	83.78153	-17108.59489
0.46181	94166.58689	2704.01946	83.61965	-17144.63779
0.46057	94083.12835	2703.01946	83.45854	-17180.53755
0.45933	93999.83017	2702.01946	83.29818	-17216.29489
0.45810	93916.69160	2701.01946	83.13857	-17251.91051
0.45687	93833.71189	2700.01946	82.97971	-17287.38512
0.45564	93750.89029	2699.01946	82.82160	-17322.71942
0.45442	93668.22607	2698.01946	82.66422	-17357.91409
0.45320	93585.71850	2697.01946	82.50758	-17392.96985
0.45199	93503.36683	2696.01946	82.35166	-17427.88736
0.45078	93421.17036	2695.01946	82.19648	-17462.66732
0.44957	93339.12834	2694.01946	82.04201	-17497.31041
0.44837	93257.24008	2693.01946	81.88827	-17531.81730
0.44717	93175.50484	2692.01946	81.73523	-17566.18866
0.44598	93093.92194	2691.01946	81.58291	-17600.42516
0.44478	93012.49065	2690.01946	81.43129	-17634.52747
0.44360	92931.21027	2689.01946	81.28037	-17668.49625
0.44242	92850.08012	2688.01946	81.13016	-17702.33215
0.44124	92769.09949	2687.01946	80.98063	-17736.03582
0.44006	92688.26769	2686.01946	80.83179	-17769.60792
0.43889	92607.58405	2685.01946	80.68364	-17803.04909
0.43772	92527.04788	2684.01946	80.53617	-17836.35998
0.43656	92446.65849	2683.01946	80.38938	-17869.54121
0.43540	92366.41523	2682.01946	80.24327	-17902.59344
0.43424	92286.31741	2681.01946	80.09782	-17935.51728
0.43309	92206.36437	2680.01946	79.95304	-17968.31336
0.43194	92126.55545	2679.01946	79.80892	-18000.98231
0.43080	92046.88998	2678.01946	79.66546	-18033.52476
0.42966	91967.36732	2677.01946	79.52266	-18065.94130
0.42852	91887.98682	2676.01946	79.38051	-18098.23257
0.42738	91808.74782	2675.01946	79.23900	-18130.39917
0.42625	91729.64967	2674.01946	79.09814	-18162.44170
0.42513	91650.69175	2673.01946	78.95792	-18194.36077
0.42400	91571.87341	2672.01946	78.81834	-18226.15698
0.42288	91493.19403	2671.01946	78.67939	-18257.83092
0.42177	91414.65296	2670.01946	78.54107	-18289.38319
0.42066	91336.24958	2669.01946	78.40337	-18320.81438
0.41955	91257.98328	2668.01946	78.26630	-18352.12507
0.41844	91179.85343	2667.01946	78.12985	-18383.31585
0.41734	91101.85941	2666.01946	77.99402	-18414.38730
