Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.19395E5	2874.68202	51.07155	-1.45519E-11
0.99998	1.19390E5	2874.58640	51.07155	-0.55090
0.99693	1.19238E5	2873.58640	152.02654	-98.34134
0.99388	1.19086E5	2872.58640	151.52412	-195.66803
0.99085	1.18935E5	2871.58640	151.02456	-292.53369
0.98784	1.18785E5	2870.58640	150.52787	-388.94102
0.98483	1.18635E5	2869.58640	150.03401	-484.89269
0.98184	1.18485E5	2868.58640	149.54297	-580.39138
0.97885	1.18336E5	2867.58640	149.05472	-675.43972
0.97589	1.18187E5	2866.58640	148.56926	-770.04035
0.97293	1.18039E5	2865.58640	148.08655	-864.19586
0.96998	1.17892E5	2864.58640	147.60658	-957.90885
0.96705	1.17745E5	2863.58640	147.12933	-1051.18188
0.96413	1.17598E5	2862.58640	146.65479	-1144.01751
0.96122	1.17452E5	2861.58640	146.18293	-1236.41828
0.95832	1.17306E5	2860.58640	145.71374	-1328.38671
0.95544	1.17161E5	2859.58640	145.24719	-1419.92529
0.95256	1.17016E5	2858.58640	144.78327	-1511.03651
0.94970	1.16872E5	2857.58640	144.32196	-1601.72283
0.94685	1.16728E5	2856.58640	143.86325	-1691.98670
0.94401	1.16584E5	2855.58640	143.40711	-1781.83057
0.94118	1.16441E5	2854.58640	142.95353	-1871.25683
0.93836	1.16299E5	2853.58640	142.50249	-1960.26790
0.93556	1.16157E5	2852.58640	142.05398	-2048.86615
0.93276	1.16015E5	2851.58640	141.60797	-2137.05396
0.92998	1.15874E5	2850.58640	141.16445	-2224.83367
0.92721	1.15733E5	2849.58640	140.72340	-2312.20762
0.92445	1.15593E5	2848.58640	140.28481	-2399.17812
0.92170	1.15453E5	2847.58640	139.84866	-2485.74748
0.91896	1.15314E5	2846.58640	139.41493	-2571.91799
0.91623	1.15175E5	2845.58640	138.98361	-2657.69192
0.91351	1.15036E5	2844.58640	138.55468	-2743.07152
0.91081	1.14898E5	2843.58640	138.12812	-2828.05904
0.90811	1.14760E5	2842.58640	137.70392	-2912.65670
0.90542	1.14623E5	2841.58640	137.28206	-2996.86671
0.90275	1.14486E5	2840.58640	136.86253	-3080.69128
0.90009	1.14350E5	2839.58640	136.44531	-3164.13257
0.89743	1.14214E5	2838.58640	136.03039	-3247.19276
0.89479	1.14078E5	2837.58640	135.61775	-3329.87401
0.89216	1.13943E5	2836.58640	135.20737	-3412.17843
0.88953	1.13808E5	2835.58640	134.79924	-3494.10818
0.88692	1.13674E5	2834.58640	134.39335	-3575.66534
0.88432	1.13540E5	2833.58640	133.98968	-3656.85201
0.88173	1.13406E5	2832.58640	133.58821	-3737.67028
0.87914	1.13273E5	2831.58640	133.18893	-3818.12222
0.87657	1.13140E5	2830.58640	132.79183	-3898.20987
0.87401	1.13008E5	2829.58640	132.39690	-3977.93528
0.87146	1.12876E5	2828.58640	132.00411	-4057.30047
0.86892	1.12744E5	2827.58640	131.61345	-4136.30745
0.86638	1.12613E5	2826.58640	131.22491	-4214.95823
0.86386	1.12482E5	2825.58640	130.83848	-4293.25479
0.86135	1.12352E5	2824.58640	130.45414	-4371.19911
0.85885	1.12222E5	2823.58640	130.07188	-4448.79313
0.85635	1.12092E5	2822.58640	129.69168	-4526.03882
0.85387	1.11963E5	2821.58640	129.31353	-4602.93810
0.85139	1.11834E5	2820.58640	128.93742	-4679.49290
0.84893	1.11705E5	2819.58640	128.56334	-4755.70512
0.84647	1.11577E5	2818.58640	128.19126	-4831.57666
0.84403	1.11449E5	2817.58640	127.82118	-4907.10941
0.84159	1.11322E5	2816.58640	127.45309	-4982.30523
0.83916	1.11195E5	2815.58640	127.08697	-5057.16599
0.83675	1.11068E5	2814.58640	126.72281	-5131.69353
0.83434	1.10941E5	2813.58640	126.36059	-5205.88968
0.83194	1.10815E5	2812.58640	126.00031	-5279.75628
0.82955	1.10690E5	2811.58640	125.64194	-5353.29512
0.82717	1.10565E5	2810.58640	125.28549	-5426.50802
0.82479	1.10440E5	2809.58640	124.93093	-5499.39675
0.82243	1.10315E5	2808.58640	124.57826	-5571.96309
0.82008	1.10191E5	2807.58640	124.22745	-5644.20881
0.81773	1.10067E5	2806.58640	123.87851	-5716.13566
0.81539	1.09943E5	2805.58640	123.53142	-5787.74538
0.81306	1.09820E5	2804.58640	123.18616	-5859.03971
0.81075	1.09697E5	2803.58640	122.84272	-5930.02035
0.80843	1.09575E5	2802.58640	122.50110	-6000.68902
0.80613	1.09453E5	2801.58640	122.16127	-6071.04742
0.80384	1.09331E5	2800.58640	121.82324	-6141.09723
0.80155	1.09209E5	2799.58640	121.48698	-6210.84012
0.79928	1.09088E5	2798.58640	121.15249	-6280.27777
0.79701	1.08967E5	2797.58640	120.81975	-6349.41182
0.79475	1.08847E5	2796.58640	120.48876	-6418.24392
0.79250	1.08727E5	2795.58640	120.15950	-6486.77570
0.79026	1.08607E5	2794.58640	119.83196	-6555.00878
0.78802	1.08487E5	2793.58640	119.50614	-6622.94477
0.78580	1.08368E5	2792.58640	119.18201	-6690.58528
0.78358	1.08249E5	2791.58640	118.85957	-6757.93189
0.78137	1.08131E5	2790.58640	118.53881	-6824.98619
