Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.12817E5	2767.00375	49.43728	0.00000
0.99999	1.12813E5	2766.90812	49.43728	-0.42575
0.99738	1.12683E5	2765.90812	129.18365	-75.93393
0.99479	1.12555E5	2764.90812	128.83132	-151.12354
0.99221	1.12426E5	2763.90812	128.48077	-225.99623
0.98964	1.12298E5	2762.90812	128.13197	-300.55365
0.98707	1.12170E5	2761.90812	127.78493	-374.79744
0.98452	1.12043E5	2760.90812	127.43962	-448.72922
0.98197	1.11916E5	2759.90812	127.09604	-522.35062
0.97944	1.11789E5	2758.90812	126.75418	-595.66323
0.97691	1.11662E5	2757.90812	126.41403	-668.66865
0.97439	1.11536E5	2756.90812	126.07557	-741.36848
0.97188	1.11411E5	2755.90812	125.73880	-813.76429
0.96938	1.11285E5	2754.90812	125.40370	-885.85764
0.96688	1.11160E5	2753.90812	125.07027	-957.65010
0.96440	1.11035E5	2752.90812	124.73850	-1029.14320
0.96192	1.10911E5	2751.90812	124.40837	-1100.33850
0.95946	1.10787E5	2750.90812	124.07988	-1171.23752
0.95700	1.10663E5	2749.90812	123.75301	-1241.84178
0.95455	1.10540E5	2748.90812	123.42775	-1312.15279
0.95211	1.10417E5	2747.90812	123.10411	-1382.17205
0.94968	1.10294E5	2746.90812	122.78205	-1451.90106
0.94725	1.10171E5	2745.90812	122.46159	-1521.34130
0.94484	1.10049E5	2744.90812	122.14270	-1590.49424
0.94243	1.09927E5	2743.90812	121.82538	-1659.36135
0.94003	1.09806E5	2742.90812	121.50961	-1727.94408
0.93764	1.09685E5	2741.90812	121.19540	-1796.24389
0.93525	1.09564E5	2740.90812	120.88272	-1864.26221
0.93288	1.09443E5	2739.90812	120.57157	-1932.00047
0.93051	1.09323E5	2738.90812	120.26195	-1999.46010
0.92816	1.09203E5	2737.90812	119.95383	-2066.64250
0.92581	1.09083E5	2736.90812	119.64722	-2133.54908
0.92346	1.08964E5	2735.90812	119.34210	-2200.18125
0.92113	1.08845E5	2734.90812	119.03846	-2266.54038
0.91880	1.08726E5	2733.90812	118.73630	-2332.62785
0.91648	1.08608E5	2732.90812	118.43561	-2398.44505
0.91417	1.08490E5	2731.90812	118.13637	-2463.99332
0.91187	1.08372E5	2730.90812	117.83859	-2529.27403
0.90958	1.08254E5	2729.90812	117.54224	-2594.28851
0.90729	1.08137E5	2728.90812	117.24732	-2659.03812
0.90501	1.08020E5	2727.90812	116.95383	-2723.52418
0.90274	1.07904E5	2726.90812	116.66176	-2787.74801
0.90048	1.07787E5	2725.90812	116.37109	-2851.71093
0.89822	1.07671E5	2724.90812	116.08182	-2915.41425
0.89597	1.07555E5	2723.90812	115.79393	-2978.85926
0.89373	1.07440E5	2722.90812	115.50743	-3042.04725
0.89150	1.07325E5	2721.90812	115.22231	-3104.97952
0.88927	1.07210E5	2720.90812	114.93855	-3167.65733
0.88705	1.07095E5	2719.90812	114.65614	-3230.08196
0.88484	1.06981E5	2718.90812	114.37509	-3292.25467
0.88264	1.06866E5	2717.90812	114.09537	-3354.17671
0.88044	1.06753E5	2716.90812	113.81699	-3415.84932
0.87825	1.06639E5	2715.90812	113.53994	-3477.27375
0.87607	1.06526E5	2714.90812	113.26420	-3538.45123
0.87390	1.06413E5	2713.90812	112.98978	-3599.38298
0.87173	1.06300E5	2712.90812	112.71665	-3660.07022
0.86957	1.06188E5	2711.90812	112.44482	-3720.51416
0.86742	1.06076E5	2710.90812	112.17428	-3780.71600
0.86527	1.05964E5	2709.90812	111.90502	-3840.67694
0.86314	1.05852E5	2708.90812	111.63703	-3900.39817
0.86100	1.05741E5	2707.90812	111.37030	-3959.88087
0.85888	1.05629E5	2706.90812	111.10483	-4019.12622
0.85676	1.05519E5	2705.90812	110.84061	-4078.13538
0.85465	1.05408E5	2704.90812	110.57764	-4136.90952
0.85255	1.05298E5	2703.90812	110.31590	-4195.44979
0.85045	1.05188E5	2702.90812	110.05539	-4253.75733
0.84836	1.05078E5	2701.90812	109.79610	-4311.83330
0.84628	1.04968E5	2700.90812	109.53802	-4369.67882
0.84421	1.04859E5	2699.90812	109.28115	-4427.29502
0.84214	1.04750E5	2698.90812	109.02548	-4484.68303
0.84007	1.04641E5	2697.90812	108.77100	-4541.84396
0.83802	1.04533E5	2696.90812	108.51771	-4598.77892
0.83597	1.04425E5	2695.90812	108.26560	-4655.48901
0.83393	1.04316E5	2694.90812	108.01467	-4711.97532
0.83189	1.04209E5	2693.90812	107.76489	-4768.23896
0.82986	1.04101E5	2692.90812	107.51628	-4824.28099
0.82784	1.03994E5	2691.90812	107.26882	-4880.10250
0.82582	1.03887E5	2690.90812	107.02251	-4935.70456
0.82382	1.03780E5	2689.90812	106.77733	-4991.08823
0.82181	1.03674E5	2688.90812	106.53329	-5046.25458
0.81982	1.03567E5	2687.90812	106.29037	-5101.20464
0.81783	1.03461E5	2686.90812	106.04858	-5155.93948
0.81584	1.03355E5	2685.90812	105.80790	-5210.46014
0.81387	1.03250E5	2684.90812	105.56832	-5264.76763
0.81190	1.03145E5	2683.90812	105.32985	-5318.86301
0.80993	1.03039E5	2682.90812	105.09247	-5372.74728
0.80797	1.02935E5	2681.90812	104.85617	-5426.42147
0.80602	1.02830E5	2680.90812	104.62096	-5479.88658
0.80408	1.02726E5	2679.90812	104.38683	-5533.14363
0.80214	1.02621E5	2678.90812	104.15377	-5586.19361
0.80020	1.02518E5	2677.90812	103.92177	-5639.03752
0.79828	1.02414E5	2676.90812	103.69082	-5691.67634
0.79636	1.02310E5	2675.90812	103.46093	-5744.11106
0.79444	1.02207E5	2674.90812	103.23209	-5796.34265
0.79253	1.02104E5	2673.90812	103.00428	-5848.37209
0.79063	1.02001E5	2672.90812	102.77751	-5900.20035
0.78873	1.01899E5	2671.90812	102.55177	-5951.82838
0.78684	1.01796E5	2670.90812	102.32705	-6003.25714
0.78496	1.01694E5	2669.90812	102.10334	-6054.48758
0.78308	1.01593E5	2668.90812	101.88065	-6105.52065
0.78121	1.01491E5	2667.90812	101.65896	-6156.35728
0.77934	1.01389E5	2666.90812	101.43827	-6206.99842
0.77748	1.01288E5	2665.90812	101.21858	-6257.44498
0.77562	1.01187E5	2664.90812	100.99987	-6307.69789
0.77377	1.01086E5	2663.90812	100.78215	-6357.75807
0.77193	1.00986E5	2662.90812	100.56540	-6407.62644
0.77009	1.00885E5	2661.90812	100.34963	-6457.30390
0.76826	1.00785E5	2660.90812	100.13482	-6506.79136
0.76644	1.00685E5	2659.90812	99.92097	-6556.08971
0.76461	1.00586E5	2658.90812	99.70808	-6605.19985
0.76280	1.00486E5	2657.90812	99.49614	-6654.12267
0.76099	1.00387E5	2656.90812	99.28515	-6702.85904
0.75919	1.00288E5	2655.90812	99.07509	-6751.40986
0.75739	1.00189E5	2654.90812	98.86597	-6799.77598
0.75560	1.00090E5	2653.90812	98.65778	-6847.95829
0.75381	99991.90358	2652.90812	98.45051	-6895.95764
0.75203	99893.65942	2651.90812	98.24416	-6943.77489
0.75025	99795.62069	2650.90812	98.03873	-6991.41091
0.74848	99697.78648	2649.90812	97.83420	-7038.86653
0.74672	99600.15590	2648.90812	97.63058	-7086.14261
0.74496	99502.72804	2647.90812	97.42786	-7133.23998
0.74320	99405.50201	2646.90812	97.22603	-7180.15947
0.74145	99308.47692	2645.90812	97.02509	-7226.90194
