Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.39017E5	3237.23612	58.80615	0.00000
0.99997	1.39012E5	3237.14050	58.80615	-1.16827
0.99469	1.38746E5	3236.14050	265.94643	-208.27206
0.98944	1.38482E5	3235.14050	264.16508	-413.68466
0.98424	1.38219E5	3234.14050	262.40172	-617.42339
0.97907	1.37959E5	3233.14050	260.65612	-819.50532
0.97395	1.37700E5	3232.14050	258.92808	-1019.94734
0.96886	1.37443E5	3231.14050	257.21737	-1218.76611
0.96381	1.37187E5	3230.14050	255.52379	-1415.97811
0.95880	1.36933E5	3229.14050	253.84712	-1611.59960
0.95382	1.36681E5	3228.14050	252.18716	-1805.64663
0.94889	1.36430E5	3227.14050	250.54372	-1998.13510
0.94398	1.36181E5	3226.14050	248.91658	-2189.08067
0.93912	1.35934E5	3225.14050	247.30556	-2378.49883
0.93429	1.35688E5	3224.14050	245.71046	-2566.40488
0.92950	1.35444E5	3223.14050	244.13109	-2752.81395
0.92474	1.35202E5	3222.14050	242.56726	-2937.74096
0.92001	1.34961E5	3221.14050	241.01879	-3121.20068
0.91532	1.34721E5	3220.14050	239.48549	-3303.20767
0.91067	1.34483E5	3219.14050	237.96718	-3483.77634
0.90605	1.34247E5	3218.14050	236.46369	-3662.92093
0.90146	1.34012E5	3217.14050	234.97483	-3840.65549
0.89691	1.33778E5	3216.14050	233.50044	-4016.99393
0.89238	1.33546E5	3215.14050	232.04035	-4191.94997
0.88789	1.33316E5	3214.14050	230.59438	-4365.53717
0.88344	1.33087E5	3213.14050	229.16238	-4537.76896
0.87901	1.32859E5	3212.14050	227.74417	-4708.65856
0.87462	1.32632E5	3211.14050	226.33960	-4878.21909
0.87026	1.32408E5	3210.14050	224.94851	-5046.46347
0.86593	1.32184E5	3209.14050	223.57073	-5213.40449
0.86163	1.31962E5	3208.14050	222.20612	-5379.05479
0.85736	1.31741E5	3207.14050	220.85453	-5543.42687
0.85312	1.31521E5	3206.14050	219.51579	-5706.53306
0.84891	1.31303E5	3205.14050	218.18977	-5868.38557
0.84473	1.31086E5	3204.14050	216.87632	-6028.99646
0.84058	1.30871E5	3203.14050	215.57528	-6188.37765
0.83646	1.30656E5	3202.14050	214.28653	-6346.54091
0.83237	1.30443E5	3201.14050	213.00992	-6503.49789
0.82830	1.30232E5	3200.14050	211.74530	-6659.26011
0.82427	1.30021E5	3199.14050	210.49255	-6813.83895
0.82026	1.29812E5	3198.14050	209.25153	-6967.24565
0.81628	1.29604E5	3197.14050	208.02209	-7119.49134
0.81233	1.29397E5	3196.14050	206.80413	-7270.58700
0.80841	1.29192E5	3195.14050	205.59749	-7420.54352
0.80451	1.28987E5	3194.14050	204.40206	-7569.37162
0.80064	1.28784E5	3193.14050	203.21771	-7717.08193
0.79680	1.28582E5	3192.14050	202.04431	-7863.68496
0.79298	1.28381E5	3191.14050	200.88174	-8009.19109
0.78919	1.28181E5	3190.14050	199.72988	-8153.61058
0.78543	1.27983E5	3189.14050	198.58861	-8296.95358
0.78169	1.27785E5	3188.14050	197.45781	-8439.23013
0.77797	1.27589E5	3187.14050	196.33737	-8580.45016
0.77428	1.27394E5	3186.14050	195.22716	-8720.62347
0.77062	1.27200E5	3185.14050	194.12708	-8859.75977
0.76698	1.27006E5	3184.14050	193.03701	-8997.86865
0.76337	1.26815E5	3183.14050	191.95685	-9134.95960
0.75978	1.26624E5	3182.14050	190.88647	-9271.04200
0.75621	1.26434E5	3181.14050	189.82578	-9406.12513
0.75267	1.26245E5	3180.14050	188.77467	-9540.21817
0.74915	1.26057E5	3179.14050	187.73304	-9673.33018
0.74566	1.25871E5	3178.14050	186.70077	-9805.47014
0.74219	1.25685E5	3177.14050	185.67777	-9936.64693
0.73874	1.25500E5	3176.14050	184.66393	-10066.86932
0.73531	1.25317E5	3175.14050	183.65916	-10196.14599
0.73191	1.25134E5	3174.14050	182.66336	-10324.48553
0.72853	1.24952E5	3173.14050	181.67643	-10451.89644
0.72517	1.24772E5	3172.14050	180.69827	-10578.38710
0.72184	1.24592E5	3171.14050	179.72879	-10703.96583
0.71852	1.24413E5	3170.14050	178.76789	-10828.64085
0.71523	1.24235E5	3169.14050	177.81549	-10952.42029
0.71196	1.24058E5	3168.14050	176.87149	-11075.31218
0.70871	1.23882E5	3167.14050	175.93580	-11197.32448
0.70549	1.23707E5	3166.14050	175.00834	-11318.46506
0.70228	1.23533E5	3165.14050	174.08900	-11438.74169
0.69909	1.23360E5	3164.14050	173.17772	-11558.16209
0.69593	1.23188E5	3163.14050	172.27439	-11676.73386
0.69278	1.23017E5	3162.14050	171.37895	-11794.46454
0.68966	1.22846E5	3161.14050	170.49130	-11911.36159
0.68656	1.22676E5	3160.14050	169.61135	-12027.43239
0.68347	1.22508E5	3159.14050	168.73904	-12142.68422
0.68041	1.22340E5	3158.14050	167.87428	-12257.12431
0.67736	1.22173E5	3157.14050	167.01698	-12370.75980
0.67434	1.22007E5	3156.14050	166.16708	-12483.59775
0.67133	1.21841E5	3155.14050	165.32449	-12595.64517
0.66835	1.21677E5	3154.14050	164.48914	-12706.90897
0.66538	1.21513E5	3153.14050	163.66095	-12817.39598
0.66243	1.21350E5	3152.14050	162.83984	-12927.11300
