Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.07496E5	2664.91534	49.01344	-2.91038E-11
0.99999	1.07491E5	2664.81971	49.01344	-0.37036
0.99757	1.07372E5	2663.81971	118.94737	-66.10226
0.99516	1.07254E5	2662.81971	118.66568	-131.58243
0.99276	1.07135E5	2661.81971	118.38527	-196.81208
0.99037	1.07017E5	2660.81971	118.10613	-261.79240
0.98799	1.06899E5	2659.81971	117.82826	-326.52456
0.98561	1.06782E5	2658.81971	117.55164	-391.00974
0.98324	1.06665E5	2657.81971	117.27628	-455.24911
0.98087	1.06548E5	2656.81971	117.00216	-519.24382
0.97852	1.06431E5	2655.81971	116.72927	-582.99505
0.97617	1.06314E5	2654.81971	116.45761	-646.50392
0.97383	1.06198E5	2653.81971	116.18718	-709.77160
0.97150	1.06082E5	2652.81971	115.91796	-772.79921
0.96917	1.05967E5	2651.81971	115.64996	-835.58788
0.96685	1.05851E5	2650.81971	115.38315	-898.13874
0.96454	1.05736E5	2649.81971	115.11754	-960.45290
0.96223	1.05621E5	2648.81971	114.85312	-1022.53148
0.95993	1.05507E5	2647.81971	114.58989	-1084.37558
0.95764	1.05392E5	2646.81971	114.32783	-1145.98630
0.95536	1.05278E5	2645.81971	114.06694	-1207.36474
0.95308	1.05165E5	2644.81971	113.80721	-1268.51198
0.95081	1.05051E5	2643.81971	113.54864	-1329.42910
0.94855	1.04938E5	2642.81971	113.29122	-1390.11718
0.94629	1.04825E5	2641.81971	113.03495	-1450.57729
0.94404	1.04712E5	2640.81971	112.77981	-1510.81049
0.94180	1.04599E5	2639.81971	112.52581	-1570.81784
0.93957	1.04487E5	2638.81971	112.27293	-1630.60039
0.93734	1.04375E5	2637.81971	112.02117	-1690.15919
0.93512	1.04263E5	2636.81971	111.77052	-1749.49528
0.93290	1.04152E5	2635.81971	111.52099	-1808.60969
0.93069	1.04041E5	2634.81971	111.27255	-1867.50345
0.92849	1.03929E5	2633.81971	111.02521	-1926.17759
0.92630	1.03819E5	2632.81971	110.77896	-1984.63313
0.92411	1.03708E5	2631.81971	110.53379	-2042.87107
0.92193	1.03598E5	2630.81971	110.28970	-2100.89243
0.91975	1.03488E5	2629.81971	110.04668	-2158.69821
0.91758	1.03378E5	2628.81971	109.80473	-2216.28940
0.91542	1.03268E5	2627.81971	109.56384	-2273.66699
0.91326	1.03159E5	2626.81971	109.32400	-2330.83198
0.91111	1.03050E5	2625.81971	109.08522	-2387.78533
0.90897	1.02941E5	2624.81971	108.84747	-2444.52803
0.90683	1.02833E5	2623.81971	108.61076	-2501.06104
0.90470	1.02724E5	2622.81971	108.37509	-2557.38534
0.90258	1.02616E5	2621.81971	108.14044	-2613.50187
0.90046	1.02508E5	2620.81971	107.90681	-2669.41160
0.89835	1.02401E5	2619.81971	107.67420	-2725.11547
0.89625	1.02293E5	2618.81971	107.44260	-2780.61443
0.89415	1.02186E5	2617.81971	107.21200	-2835.90941
0.89206	1.02079E5	2616.81971	106.98240	-2891.00136
0.88997	1.01972E5	2615.81971	106.75380	-2945.89119
0.88789	1.01866E5	2614.81971	106.52618	-3000.57984
0.88582	1.01759E5	2613.81971	106.29955	-3055.06823
0.88375	1.01653E5	2612.81971	106.07390	-3109.35725
0.88169	1.01547E5	2611.81971	105.84922	-3163.44784
0.87963	1.01442E5	2610.81971	105.62550	-3217.34089
0.87758	1.01336E5	2609.81971	105.40275	-3271.03730
0.87554	1.01231E5	2608.81971	105.18096	-3324.53797
0.87350	1.01126E5	2607.81971	104.96012	-3377.84378
0.87147	1.01021E5	2606.81971	104.74022	-3430.95563
0.86944	1.00917E5	2605.81971	104.52127	-3483.87439
0.86742	1.00813E5	2604.81971	104.30326	-3536.60094
0.86541	1.00709E5	2603.81971	104.08617	-3589.13615
0.86340	1.00605E5	2602.81971	103.87002	-3641.48089
0.86140	1.00501E5	2601.81971	103.65479	-3693.63603
0.85940	1.00398E5	2600.81971	103.44047	-3745.60241
0.85741	1.00294E5	2599.81971	103.22707	-3797.38090
0.85543	1.00191E5	2598.81971	103.01458	-3848.97234
0.85345	1.00089E5	2597.81971	102.80298	-3900.37758
0.85148	99985.94136	2596.81971	102.59229	-3951.59746
0.84951	99883.55887	2595.81971	102.38249	-4002.63281
0.84755	99781.38528	2594.81971	102.17358	-4053.48446
0.84559	99679.41973	2593.81971	101.96556	-4104.15325
0.84364	99577.66131	2592.81971	101.75841	-4154.63999
0.84169	99476.10917	2591.81971	101.55214	-4204.94551
0.83976	99374.76243	2590.81971	101.34674	-4255.07061
0.83782	99273.62022	2589.81971	101.14221	-4305.01612
0.83589	99172.68169	2588.81971	100.93853	-4354.78282
0.83397	99071.94597	2587.81971	100.73572	-4404.37154
0.83205	98971.41221	2586.81971	100.53376	-4453.78305
0.83014	98871.07957	2585.81971	100.33264	-4503.01816
0.82823	98770.94720	2584.81971	100.13237	-4552.07766
0.82633	98671.01427	2583.81971	99.93294	-4600.96233
0.82444	98571.27993	2582.81971	99.73434	-4649.67296
0.82255	98471.74335	2581.81971	99.53657	-4698.21031
0.82066	98372.40372	2580.81971	99.33963	-4746.57517
0.81878	98273.26021	2579.81971	99.14351	-4794.76829
0.81691	98174.31199	2578.81971	98.94821	-4842.79046
0.81504	98075.55827	2577.81971	98.75373	-4890.64242
0.81318	97976.99822	2576.81971	98.56005	-4938.32494
0.81132	97878.63104	2575.81971	98.36718	-4985.83878
0.80946	97780.45594	2574.81971	98.17510	-5033.18467
0.80762	97682.47211	2573.81971	97.98383	-5080.36336
0.80577	97584.67876	2572.81971	97.79335	-5127.37560
0.80394	97487.07511	2571.81971	97.60365	-5174.22213
0.80210	97389.66036	2570.81971	97.41474	-5220.90368
0.80028	97292.43375	2569.81971	97.22662	-5267.42098
0.79845	97195.39448	2568.81971	97.03927	-5313.77476
0.79664	97098.54179	2567.81971	96.85269	-5359.96574
0.79483	97001.87492	2566.81971	96.66688	-5405.99464
0.79302	96905.39309	2565.81971	96.48183	-5451.86218
0.79122	96809.09554	2564.81971	96.29755	-5497.56907
0.78942	96712.98153	2563.81971	96.11402	-5543.11602
0.78763	96617.05028	2562.81971	95.93124	-5588.50373
0.78584	96521.30107	2561.81971	95.74922	-5633.73290
0.78406	96425.73313	2560.81971	95.56794	-5678.80424
0.78228	96330.34573	2559.81971	95.38740	-5723.71844
0.78051	96235.13813	2558.81971	95.20760	-5768.47619
0.77874	96140.10960	2557.81971	95.02853	-5813.07817
0.77698	96045.25940	2556.81971	94.85020	-5857.52508
0.77522	95950.58682	2555.81971	94.67259	-5901.81759
0.77347	95856.09112	2554.81971	94.49570	-5945.95637
0.77172	95761.77158	2553.81971	94.31953	-5989.94212
0.76998	95667.62750	2552.81971	94.14408	-6033.77548
0.76824	95573.65816	2551.81971	93.96934	-6077.45714
0.76650	95479.86285	2550.81971	93.79531	-6120.98775
0.76477	95386.24086	2549.81971	93.62199	-6164.36798
0.76305	95292.79150	2548.81971	93.44936	-6207.59848
0.76133	95199.51406	2547.81971	93.27744	-6250.67990
0.75961	95106.40786	2546.81971	93.10620	-6293.61291
0.75790	95013.47220	2545.81971	92.93566	-6336.39814
0.75620	94920.70639	2544.81971	92.76581	-6379.03624
0.75450	94828.10975	2543.81971	92.59664	-6421.52785
0.75280	94735.68160	2542.81971	92.42815	-6463.87361
0.75111	94643.42126	2541.81971	92.26034	-6506.07416
0.74942	94551.32806	2540.81971	92.09320	-6548.13012
0.74774	94459.40133	2539.81971	91.92673	-6590.04213
0.74606	94367.64040	2538.81971	91.76093	-6631.81080
0.74438	94276.04461	2537.81971	91.59579	-6673.43677
0.74272	94184.61329	2536.81971	91.43132	-6714.92065
0.74105	94093.34580	2535.81971	91.26750	-6756.26305
0.73939	94002.24147	2534.81971	91.10433	-6797.46460
0.73773	93911.29966	2533.81971	90.94181	-6838.52590
0.73608	93820.51971	2532.81971	90.77995	-6879.44756
0.73443	93729.90099	2531.81971	90.61872	-6920.23018
0.73279	93639.44285	2530.81971	90.45814	-6960.87437
0.73115	93549.14465	2529.81971	90.29819	-7001.38072
0.72952	93459.00577	2528.81971	90.13888	-7041.74983
0.72789	93369.02557	2527.81971	89.98020	-7081.98228
0.72626	93279.20341	2526.81971	89.82215	-7122.07868
0.72464	93189.53868	2525.81971	89.66473	-7162.03961
0.72302	93100.03076	2524.81971	89.50793	-7201.86565
0.72141	93010.67902	2523.81971	89.35174	-7241.55738
0.71980	92921.48284	2522.81971	89.19617	-7281.11539
0.71820	92832.44162	2521.81971	89.04122	-7320.54024
0.71660	92743.55475	2520.81971	88.88687	-7359.83251
0.71500	92654.82161	2519.81971	88.73314	-7398.99277
0.71341	92566.24161	2518.81971	88.58000	-7438.02159
0.71182	92477.81414	2517.81971	88.42747	-7476.91953
0.71024	92389.53860	2516.81971	88.27554	-7515.68716
0.70866	92301.41440	2515.81971	88.12420	-7554.32502
0.70709	92213.44095	2514.81971	87.97345	-7592.83369
0.70551	92125.61766	2513.81971	87.82329	-7631.21371
0.70395	92037.94393	2512.81971	87.67372	-7669.46563
0.70238	91950.41920	2511.81971	87.52474	-7707.59001
0.70082	91863.04286	2510.81971	87.37633	-7745.58739
0.69927	91775.81436	2509.81971	87.22850	-7783.45830
0.69772	91688.73311	2508.81971	87.08125	-7821.20330
0.69617	91601.79854	2507.81971	86.93457	-7858.82292
0.69463	91515.01007	2506.81971	86.78846	-7896.31770
0.69309	91428.36715	2505.81971	86.64292	-7933.68817
0.69155	91341.86921	2504.81971	86.49794	-7970.93486
0.69002	91255.51569	2503.81971	86.35352	-8008.05829
0.68850	91169.30603	2502.81971	86.20966	-8045.05900
0.68697	91083.23966	2501.81971	86.06636	-8081.93751
0.68545	90997.31605	2500.81971	85.92361	-8118.69433
0.68394	90911.53463	2499.81971	85.78142	-8155.32999
0.68243	90825.89487	2498.81971	85.63977	-8191.84500
0.68092	90740.39621	2497.81971	85.49866	-8228.23987
0.67941	90655.03811	2496.81971	85.35810	-8264.51512
0.67791	90569.82003	2495.81971	85.21808	-8300.67126
0.67642	90484.74143	2494.81971	85.07859	-8336.70878
0.67493	90399.80179	2493.81971	84.93965	-8372.62819
0.67344	90315.00056	2492.81971	84.80123	-8408.43000
0.67195	90230.33721	2491.81971	84.66334	-8444.11470
0.67047	90145.81123	2490.81971	84.52599	-8479.68280
0.66899	90061.42207	2489.81971	84.38915	-8515.13477
0.66752	89977.16923	2488.81971	84.25284	-8550.47113
0.66605	89893.05218	2487.81971	84.11705	-8585.69235
0.66458	89809.07040	2486.81971	83.98178	-8620.79892
0.66312	89725.22338	2485.81971	83.84702	-8655.79133
0.66166	89641.51060	2484.81971	83.71277	-8690.67006
0.66020	89557.93156	2483.81971	83.57904	-8725.43560
0.65875	89474.48575	2482.81971	83.44581	-8760.08842
0.65730	89391.17266	2481.81971	83.31309	-8794.62899
0.65586	89307.99179	2480.81971	83.18087	-8829.05780
0.65442	89224.94264	2479.81971	83.04915	-8863.37531
0.65298	89142.02470	2478.81971	82.91793	-8897.58199
0.65154	89059.23750	2477.81971	82.78721	-8931.67832
0.65011	88976.58052	2476.81971	82.65698	-8965.66475
0.64869	88894.05328	2475.81971	82.52724	-8999.54175
0.64726	88811.65529	2474.81971	82.39799	-9033.30978
0.64584	88729.38606	2473.81971	82.26923	-9066.96930
0.64443	88647.24512	2472.81971	82.14095	-9100.52077
0.64301	88565.23197	2471.81971	82.01315	-9133.96464
0.64160	88483.34613	2470.81971	81.88583	-9167.30136
0.64020	88401.58714	2469.81971	81.75899	-9200.53140
0.63879	88319.95451	2468.81971	81.63263	-9233.65518
0.63739	88238.44777	2467.81971	81.50674	-9266.67317
0.63600	88157.06645	2466.81971	81.38132	-9299.58580
0.63461	88075.81008	2465.81971	81.25637	-9332.39352
0.63322	87994.67819	2464.81971	81.13189	-9365.09677
0.63183	87913.67032	2463.81971	81.00787	-9397.69599
0.63045	87832.78601	2462.81971	80.88431	-9430.19161
0.62907	87752.02480	2461.81971	80.76121	-9462.58408
0.62769	87671.38623	2460.81971	80.63858	-9494.87381
0.62632	87590.86983	2459.81971	80.51639	-9527.06125
0.62495	87510.47517	2458.81971	80.39466	-9559.14683
0.62358	87430.20178	2457.81971	80.27339	-9591.13096
0.62222	87350.04922	2456.81971	80.15256	-9623.01408
0.62086	87270.01704	2455.81971	80.03218	-9654.79660
0.61950	87190.10479	2454.81971	79.91225	-9686.47895
0.61815	87110.31204	2453.81971	79.79276	-9718.06156
