Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	74252.45738	2018.12321	185.84974	0.00000
0.99919	74234.68550	2018.02758	185.84974	-13.34748
0.85437	71800.57625	2017.02758	2434.10925	-2391.36279
0.72990	69706.68124	2016.02758	2093.89501	-4431.52785
0.62298	67905.84792	2015.02758	1800.83332	-6180.66651
0.53122	66357.34025	2014.02758	1548.50766	-7679.23094
0.45252	65025.97547	2013.02758	1331.36478	-8962.15894
0.38507	63881.37639	2012.02758	1144.59908	-10059.61632
0.32732	62897.32390	2011.02758	984.05249	-10997.63995
0.27791	62051.19611	2010.02758	846.12778	-11798.69466
0.23567	61323.48262	2009.02758	727.71350	-12482.15561
0.19960	60697.36374	2008.02758	626.11888	-13064.72603
0.16883	60158.34618	2007.02758	539.01756	-13560.79908
0.14261	59693.94747	2006.02758	464.39872	-13982.77117
0.12029	59293.42267	2005.02758	400.52480	-14341.31328
0.10131	58947.52781	2004.02758	345.89486	-14645.60593
0.08519	58648.31504	2003.02758	299.21277	-14903.54256
0.07152	58388.95529	2002.02758	259.35974	-15121.90562
0.05994	58163.58487	2001.02758	225.37042	-15306.51891
0.05015	57967.17265	2000.02758	196.41223	-15462.37944
0.04188	57795.40518	1999.02758	171.76747	-15593.77148
0.03490	57644.58742	1998.02758	150.81776	-15704.36524
0.02903	57511.55678	1997.02758	133.03064	-15797.30209
0.02409	57393.60893	1996.02758	117.94785	-15875.26831
0.01995	57288.43366	1995.02758	105.17527	-15940.55879
0.01648	57194.05947	1994.02758	94.37419	-15995.13200
0.01358	57108.80576	1993.02758	85.25371	-16040.65748
0.01117	57031.24158	1992.02758	77.56418	-16078.55686
0.00915	56960.15002	1991.02758	71.09156	-16110.03913
