Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.05476E5	2598.38851	50.64391	0.00000
0.99998	1.05471E5	2598.29289	50.64391	-0.43509
0.99719	1.05341E5	2597.29289	130.63109	-77.71770
0.99441	1.05210E5	2596.29289	130.33078	-154.72870
0.99163	1.05080E5	2595.29289	130.03183	-231.46936
0.98886	1.04951E5	2594.29289	129.73424	-307.94097
0.98610	1.04821E5	2593.29289	129.43799	-384.14480
0.98335	1.04692E5	2592.29289	129.14309	-460.08211
0.98061	1.04563E5	2591.29289	128.84952	-535.75416
0.97787	1.04435E5	2590.29289	128.55728	-611.16220
0.97514	1.04306E5	2589.29289	128.26636	-686.30749
0.97242	1.04178E5	2588.29289	127.97675	-761.19126
0.96971	1.04051E5	2587.29289	127.68845	-835.81474
0.96700	1.03923E5	2586.29289	127.40146	-910.17916
0.96430	1.03796E5	2585.29289	127.11575	-984.28574
0.96161	1.03669E5	2584.29289	126.83134	-1058.13571
0.95893	1.03543E5	2583.29289	126.54820	-1131.73026
0.95625	1.03416E5	2582.29289	126.26635	-1205.07060
0.95358	1.03290E5	2581.29289	125.98576	-1278.15794
0.95092	1.03165E5	2580.29289	125.70643	-1350.99345
0.94827	1.03039E5	2579.29289	125.42836	-1423.57833
0.94562	1.02914E5	2578.29289	125.15154	-1495.91375
0.94298	1.02789E5	2577.29289	124.87596	-1568.00089
0.94035	1.02665E5	2576.29289	124.60162	-1639.84092
0.93773	1.02540E5	2575.29289	124.32851	-1711.43500
0.93511	1.02416E5	2574.29289	124.05663	-1782.78428
0.93250	1.02293E5	2573.29289	123.78597	-1853.88993
0.92990	1.02169E5	2572.29289	123.51652	-1924.75307
0.92730	1.02046E5	2571.29289	123.24827	-1995.37485
0.92471	1.01923E5	2570.29289	122.98123	-2065.75641
0.92213	1.01800E5	2569.29289	122.71539	-2135.89888
0.91955	1.01678E5	2568.29289	122.45073	-2205.80337
0.91699	1.01555E5	2567.29289	122.18726	-2275.47100
0.91443	1.01433E5	2566.29289	121.92497	-2344.90289
0.91187	1.01312E5	2565.29289	121.66384	-2414.10015
0.90933	1.01190E5	2564.29289	121.40389	-2483.06387
0.90679	1.01069E5	2563.29289	121.14510	-2551.79515
0.90425	1.00948E5	2562.29289	120.88746	-2620.29508
0.90173	1.00828E5	2561.29289	120.63097	-2688.56475
0.89921	1.00707E5	2560.29289	120.37563	-2756.60524
0.89670	1.00587E5	2559.29289	120.12142	-2824.41762
0.89419	1.00467E5	2558.29289	119.86835	-2892.00296
0.89169	1.00348E5	2557.29289	119.61640	-2959.36233
0.88920	1.00228E5	2556.29289	119.36558	-3026.49679
0.88671	1.00109E5	2555.29289	119.11588	-3093.40739
0.88423	99990.42287	2554.29289	118.86728	-3160.09518
0.88176	99871.80307	2553.29289	118.61979	-3226.56121
0.87930	99753.42967	2552.29289	118.37341	-3292.80651
0.87684	99635.30155	2551.29289	118.12812	-3358.83213
0.87438	99517.41763	2550.29289	117.88392	-3424.63909
0.87194	99399.77683	2549.29289	117.64080	-3490.22842
0.86950	99282.37806	2548.29289	117.39877	-3555.60113
0.86706	99165.22025	2547.29289	117.15781	-3620.75825
0.86464	99048.30233	2546.29289	116.91792	-3685.70078
0.86222	98931.62323	2545.29289	116.67910	-3750.42973
0.85980	98815.18190	2544.29289	116.44133	-3814.94611
0.85739	98698.97727	2543.29289	116.20462	-3879.25090
0.85499	98583.00831	2542.29289	115.96896	-3943.34510
0.85260	98467.27396	2541.29289	115.73435	-4007.22971
0.85021	98351.77318	2540.29289	115.50078	-4070.90569
0.84782	98236.50494	2539.29289	115.26824	-4134.37403
0.84545	98121.46821	2538.29289	115.03673	-4197.63571
0.84307	98006.66196	2537.29289	114.80625	-4260.69170
0.84071	97892.08517	2536.29289	114.57679	-4323.54295
0.83835	97777.73682	2535.29289	114.34835	-4386.19043
0.83600	97663.61591	2534.29289	114.12091	-4448.63510
0.83365	97549.72142	2533.29289	113.89449	-4510.87790
0.83131	97436.05236	2532.29289	113.66907	-4572.91980
0.82898	97322.60772	2531.29289	113.44464	-4634.76172
0.82665	97209.38651	2530.29289	113.22121	-4696.40461
0.82432	97096.38774	2529.29289	112.99876	-4757.84940
0.82201	96983.61044	2528.29289	112.77731	-4819.09703
0.81970	96871.05361	2527.29289	112.55683	-4880.14842
0.81739	96758.71629	2526.29289	112.33732	-4941.00449
0.81509	96646.59750	2525.29289	112.11879	-5001.66616
0.81280	96534.69628	2524.29289	111.90122	-5062.13435
0.81051	96423.01166	2523.29289	111.68462	-5122.40997
0.80823	96311.54270	2522.29289	111.46897	-5182.49391
0.80595	96200.28842	2521.29289	111.25428	-5242.38709
0.80368	96089.24789	2520.29289	111.04053	-5302.09041
0.80142	95978.42016	2519.29289	110.82773	-5361.60475
0.79916	95867.80429	2518.29289	110.61587	-5420.93100
0.79690	95757.39934	2517.29289	110.40495	-5480.07006
0.79465	95647.20438	2516.29289	110.19496	-5539.02281
0.79241	95537.21848	2515.29289	109.98590	-5597.79012
0.79017	95427.44072	2514.29289	109.77776	-5656.37287
0.78794	95317.87018	2513.29289	109.57054	-5714.77193
0.78572	95208.50594	2512.29289	109.36424	-5772.98816
0.78349	95099.34709	2511.29289	109.15885	-5831.02244
0.78128	94990.39272	2510.29289	108.95437	-5888.87562
0.77907	94881.64192	2509.29289	108.75079	-5946.54856
0.77686	94773.09381	2508.29289	108.54811	-6004.04211
0.77467	94664.74748	2507.29289	108.34633	-6061.35711
0.77247	94556.60203	2506.29289	108.14544	-6118.49443
0.77028	94448.65659	2505.29289	107.94544	-6175.45488
0.76810	94340.91026	2504.29289	107.74633	-6232.23933
0.76592	94233.36217	2503.29289	107.54809	-6288.84859
0.76375	94126.01144	2502.29289	107.35073	-6345.28350
0.76158	94018.85719	2501.29289	107.15425	-6401.54489
0.75942	93911.89856	2500.29289	106.95863	-6457.63359
0.75726	93805.13467	2499.29289	106.76388	-6513.55040
0.75511	93698.56467	2498.29289	106.57000	-6569.29616
0.75296	93592.18771	2497.29289	106.37697	-6624.87168
0.75082	93486.00291	2496.29289	106.18480	-6680.27776
0.74868	93380.00944	2495.29289	105.99347	-6735.51522
0.74655	93274.20644	2494.29289	105.80300	-6790.58485
0.74443	93168.59307	2493.29289	105.61337	-6845.48747
0.74230	93063.16849	2492.29289	105.42458	-6900.22386
0.74019	92957.93186	2491.29289	105.23663	-6954.79482
0.73807	92852.88236	2490.29289	105.04951	-7009.20114
0.73597	92748.01913	2489.29289	104.86322	-7063.44362
0.73387	92643.34137	2488.29289	104.67776	-7117.52303
0.73177	92538.84825	2487.29289	104.49312	-7171.44017
0.72968	92434.53895	2486.29289	104.30931	-7225.19579
0.72759	92330.41264	2485.29289	104.12631	-7278.79070
0.72551	92226.46852	2484.29289	103.94412	-7332.22564
0.72343	92122.70578	2483.29289	103.76274	-7385.50141
0.72135	92019.12360	2482.29289	103.58217	-7438.61875
0.71929	91915.72120	2481.29289	103.40241	-7491.57845
0.71722	91812.49775	2480.29289	103.22344	-7544.38124
0.71516	91709.45248	2479.29289	103.04528	-7597.02791
0.71311	91606.58457	2478.29289	102.86790	-7649.51919
0.71106	91503.89325	2477.29289	102.69132	-7701.85585
0.70901	91401.37773	2476.29289	102.51553	-7754.03863
0.70697	91299.03721	2475.29289	102.34052	-7806.06827
0.70494	91196.87092	2474.29289	102.16629	-7857.94553
0.70291	91094.87807	2473.29289	101.99284	-7909.67114
0.70088	90993.05790	2472.29289	101.82017	-7961.24584
0.69886	90891.40963	2471.29289	101.64827	-8012.67037
0.69684	90789.93249	2470.29289	101.47714	-8063.94546
0.69483	90688.62572	2469.29289	101.30678	-8115.07183
0.69282	90587.48854	2468.29289	101.13718	-8166.05023
0.69081	90486.52020	2467.29289	100.96834	-8216.88136
0.68881	90385.71994	2466.29289	100.80026	-8267.56596
0.68682	90285.08700	2465.29289	100.63294	-8318.10474
0.68483	90184.62063	2464.29289	100.46637	-8368.49842
0.68284	90084.32009	2463.29289	100.30054	-8418.74772
0.68086	89984.18462	2462.29289	100.13547	-8468.85335
0.67888	89884.21348	2461.29289	99.97114	-8518.81601
0.67691	89784.40593	2460.29289	99.80755	-8568.63641
0.67494	89684.76123	2459.29289	99.64470	-8618.31526
0.67297	89585.27865	2458.29289	99.48259	-8667.85327
0.67101	89485.95744	2457.29289	99.32121	-8717.25112
0.66905	89386.79689	2456.29289	99.16056	-8766.50952
