Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.20824E5	2886.72263	51.94215	0.00000
0.99998	1.20819E5	2886.62701	51.94215	-0.60503
0.99673	1.20657E5	2885.62701	161.55128	-108.03817
0.99350	1.20496E5	2884.62701	160.99474	-214.95291
0.99028	1.20336E5	2883.62701	160.44145	-321.35233
0.98707	1.20176E5	2882.62701	159.89138	-427.23950
0.98388	1.20017E5	2881.62701	159.34453	-532.61749
0.98070	1.19858E5	2880.62701	158.80086	-637.48931
0.97753	1.19700E5	2879.62701	158.26035	-741.85797
0.97438	1.19542E5	2878.62701	157.72298	-845.72646
0.97124	1.19385E5	2877.62701	157.18873	-949.09774
0.96811	1.19228E5	2876.62701	156.65758	-1051.97477
0.96500	1.19072E5	2875.62701	156.12950	-1154.36045
0.96190	1.18916E5	2874.62701	155.60448	-1256.25769
0.95881	1.18761E5	2873.62701	155.08249	-1357.66939
0.95574	1.18607E5	2872.62701	154.56350	-1458.59839
0.95267	1.18453E5	2871.62701	154.04751	-1559.04754
0.94962	1.18299E5	2870.62701	153.53449	-1659.01966
0.94659	1.18146E5	2869.62701	153.02442	-1758.51756
0.94356	1.17993E5	2868.62701	152.51727	-1857.54402
0.94055	1.17841E5	2867.62701	152.01304	-1956.10180
0.93755	1.17690E5	2866.62701	151.51169	-2054.19365
0.93456	1.17539E5	2865.62701	151.01321	-2151.82230
0.93159	1.17388E5	2864.62701	150.51758	-2248.99044
0.92863	1.17238E5	2863.62701	150.02478	-2345.70077
0.92568	1.17089E5	2862.62701	149.53478	-2441.95596
0.92274	1.16940E5	2861.62701	149.04758	-2537.75866
0.91981	1.16791E5	2860.62701	148.56315	-2633.11150
0.91690	1.16643E5	2859.62701	148.08147	-2728.01710
0.91399	1.16496E5	2858.62701	147.60252	-2822.47805
0.91110	1.16348E5	2857.62701	147.12629	-2916.49693
0.90822	1.16202E5	2856.62701	146.65276	-3010.07630
0.90535	1.16056E5	2855.62701	146.18190	-3103.21871
0.90250	1.15910E5	2854.62701	145.71370	-3195.92668
0.89965	1.15765E5	2853.62701	145.24814	-3288.20272
0.89682	1.15620E5	2852.62701	144.78521	-3380.04933
0.89400	1.15475E5	2851.62701	144.32488	-3471.46897
0.89119	1.15332E5	2850.62701	143.86714	-3562.46410
0.88839	1.15188E5	2849.62701	143.41198	-3653.03717
0.88560	1.15045E5	2848.62701	142.95936	-3743.19059
0.88283	1.14903E5	2847.62701	142.50928	-3832.92679
0.88006	1.14761E5	2846.62701	142.06172	-3922.24814
0.87731	1.14619E5	2845.62701	141.61666	-4011.15703
0.87457	1.14478E5	2844.62701	141.17409	-4099.65581
0.87183	1.14337E5	2843.62701	140.73398	-4187.74683
0.86911	1.14197E5	2842.62701	140.29633	-4275.43241
0.86640	1.14057E5	2841.62701	139.86111	-4362.71487
0.86370	1.13918E5	2840.62701	139.42831	-4449.59650
0.86101	1.13779E5	2839.62701	138.99791	-4536.07958
0.85834	1.13640E5	2838.62701	138.56990	-4622.16638
0.85567	1.13502E5	2837.62701	138.14426	-4707.85915
0.85301	1.13364E5	2836.62701	137.72098	-4793.16012
0.85036	1.13227E5	2835.62701	137.30004	-4878.07151
0.84773	1.13090E5	2834.62701	136.88142	-4962.59553
0.84510	1.12953E5	2833.62701	136.46510	-5046.73437
0.84249	1.12817E5	2832.62701	136.05108	-5130.49021
0.83988	1.12682E5	2831.62701	135.63934	-5213.86520
0.83729	1.12547E5	2830.62701	135.22986	-5296.86149
0.83470	1.12412E5	2829.62701	134.82263	-5379.48121
0.83213	1.12277E5	2828.62701	134.41764	-5461.72649
0.82956	1.12143E5	2827.62701	134.01486	-5543.59943
0.82701	1.12010E5	2826.62701	133.61428	-5625.10212
0.82447	1.11876E5	2825.62701	133.21589	-5706.23663
0.82193	1.11744E5	2824.62701	132.81968	-5787.00502
0.81941	1.11611E5	2823.62701	132.42563	-5867.40936
0.81689	1.11479E5	2822.62701	132.03373	-5947.45166
0.81439	1.11348E5	2821.62701	131.64395	-6027.13396
0.81189	1.11216E5	2820.62701	131.25630	-6106.45827
0.80940	1.11085E5	2819.62701	130.87075	-6185.42657
0.80693	1.10955E5	2818.62701	130.48729	-6264.04085
0.80446	1.10825E5	2817.62701	130.10591	-6342.30308
0.80201	1.10695E5	2816.62701	129.72659	-6420.21522
0.79956	1.10566E5	2815.62701	129.34932	-6497.77922
0.79712	1.10437E5	2814.62701	128.97408	-6574.99699
0.79469	1.10308E5	2813.62701	128.60087	-6651.87046
0.79227	1.10180E5	2812.62701	128.22968	-6728.40154
0.78986	1.10052E5	2811.62701	127.86047	-6804.59212
