Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.35951E5	3175.26897	56.88342	2.91038E-11
0.99997	1.35946E5	3175.17334	56.88342	-1.01865
0.99526	1.35708E5	3174.17334	237.92209	-181.72724
0.99057	1.35471E5	3173.17334	236.54036	-361.12633
0.98592	1.35236E5	3172.17334	235.17095	-539.22777
0.98130	1.35002E5	3171.17334	233.81374	-716.04328
0.97670	1.34770E5	3170.17334	232.46858	-891.58445
0.97214	1.34539E5	3169.17334	231.13536	-1065.86273
0.96761	1.34309E5	3168.17334	229.81394	-1238.88946
0.96311	1.34080E5	3167.17334	228.50419	-1410.67586
0.95863	1.33853E5	3166.17334	227.20599	-1581.23303
0.95419	1.33627E5	3165.17334	225.91921	-1750.57193
0.94978	1.33402E5	3164.17334	224.64374	-1918.70343
0.94539	1.33179E5	3163.17334	223.37946	-2085.63827
0.94103	1.32957E5	3162.17334	222.12624	-2251.38707
0.93670	1.32736E5	3161.17334	220.88396	-2415.96034
0.93240	1.32516E5	3160.17334	219.65252	-2579.36849
0.92813	1.32298E5	3159.17334	218.43180	-2741.62181
0.92389	1.32081E5	3158.17334	217.22168	-2902.73047
0.91967	1.31865E5	3157.17334	216.02205	-3062.70455
0.91548	1.31650E5	3156.17334	214.83280	-3221.55402
0.91131	1.31436E5	3155.17334	213.65383	-3379.28873
0.90718	1.31224E5	3154.17334	212.48502	-3535.91844
0.90306	1.31012E5	3153.17334	211.32627	-3691.45281
0.89898	1.30802E5	3152.17334	210.17748	-3845.90139
0.89492	1.30593E5	3151.17334	209.03853	-3999.27363
0.89089	1.30385E5	3150.17334	207.90933	-4151.57888
0.88688	1.30179E5	3149.17334	206.78978	-4302.82641
0.88290	1.29973E5	3148.17334	205.67978	-4453.02537
0.87894	1.29768E5	3147.17334	204.57922	-4602.18482
0.87501	1.29565E5	3146.17334	203.48802	-4750.31373
0.87111	1.29362E5	3145.17334	202.40607	-4897.42098
0.86722	1.29161E5	3144.17334	201.33327	-5043.51536
0.86337	1.28961E5	3143.17334	200.26954	-5188.60556
0.85953	1.28762E5	3142.17334	199.21479	-5332.70018
0.85572	1.28563E5	3141.17334	198.16891	-5475.80774
0.85194	1.28366E5	3140.17334	197.13182	-5617.93666
0.84818	1.28170E5	3139.17334	196.10343	-5759.09530
0.84444	1.27975E5	3138.17334	195.08366	-5899.29190
0.84072	1.27781E5	3137.17334	194.07240	-6038.53463
0.83703	1.27588E5	3136.17334	193.06959	-6176.83159
0.83336	1.27396E5	3135.17334	192.07512	-6314.19077
0.82971	1.27205E5	3134.17334	191.08892	-6450.62012
0.82609	1.27015E5	3133.17334	190.11091	-6586.12745
0.82248	1.26826E5	3132.17334	189.14100	-6720.72055
0.81890	1.26637E5	3131.17334	188.17910	-6854.40710
