Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.04060E5	2581.44209	49.94824	-2.91038E-11
0.99999	1.04056E5	2581.34646	49.94824	-0.39227
0.99738	1.03933E5	2580.34646	122.89098	-70.07562
0.99479	1.03810E5	2579.34646	122.61981	-139.51614
0.99220	1.03688E5	2578.34646	122.34983	-208.71494
0.98962	1.03566E5	2577.34646	122.08103	-277.67315
0.98705	1.03444E5	2576.34646	121.81341	-346.39187
0.98449	1.03322E5	2575.34646	121.54696	-414.87219
0.98193	1.03201E5	2574.34646	121.28167	-483.11522
0.97938	1.03080E5	2573.34646	121.01755	-551.12204
0.97683	1.02959E5	2572.34646	120.75458	-618.89374
0.97429	1.02839E5	2571.34646	120.49275	-686.43141
0.97176	1.02719E5	2570.34646	120.23207	-753.73610
0.96924	1.02599E5	2569.34646	119.97252	-820.80889
0.96673	1.02479E5	2568.34646	119.71410	-887.65085
0.96422	1.02359E5	2567.34646	119.45681	-954.26304
0.96171	1.02240E5	2566.34646	119.20063	-1020.64649
0.95922	1.02121E5	2565.34646	118.94557	-1086.80227
0.95673	1.02003E5	2564.34646	118.69162	-1152.73142
0.95425	1.01884E5	2563.34646	118.43877	-1218.43497
0.95177	1.01766E5	2562.34646	118.18702	-1283.91396
0.94931	1.01648E5	2561.34646	117.93636	-1349.16940
0.94684	1.01530E5	2560.34646	117.68678	-1414.20233
0.94439	1.01413E5	2559.34646	117.43829	-1479.01376
0.94194	1.01296E5	2558.34646	117.19087	-1543.60471
0.93950	1.01179E5	2557.34646	116.94452	-1607.97617
0.93707	1.01062E5	2556.34646	116.69924	-1672.12916
0.93464	1.00946E5	2555.34646	116.45501	-1736.06467
0.93222	1.00829E5	2554.34646	116.21184	-1799.78368
0.92980	1.00713E5	2553.34646	115.96972	-1863.28720
0.92739	1.00598E5	2552.34646	115.72865	-1926.57620
0.92499	1.00482E5	2551.34646	115.48861	-1989.65165
0.92259	1.00367E5	2550.34646	115.24960	-2052.51455
0.92020	1.00252E5	2549.34646	115.01163	-2115.16584
0.91782	1.00137E5	2548.34646	114.77468	-2177.60649
0.91544	1.00023E5	2547.34646	114.53875	-2239.83747
0.91307	99908.29661	2546.34646	114.30383	-2301.85973
0.91071	99794.22670	2545.34646	114.06992	-2363.67422
0.90835	99680.38968	2544.34646	113.83701	-2425.28188
0.90600	99566.78458	2543.34646	113.60510	-2486.68366
0.90366	99453.41039	2542.34646	113.37419	-2547.88049
0.90132	99340.26612	2541.34646	113.14427	-2608.87330
0.89898	99227.35079	2540.34646	112.91533	-2669.66302
0.89666	99114.66341	2539.34646	112.68737	-2730.25057
0.89434	99002.20302	2538.34646	112.46039	-2790.63687
0.89202	98889.96864	2537.34646	112.23438	-2850.82284
0.88971	98777.95931	2536.34646	112.00933	-2910.80939
0.88741	98666.17406	2535.34646	111.78525	-2970.59741
0.88511	98554.61195	2534.34646	111.56212	-3030.18782
0.88282	98443.27200	2533.34646	111.33994	-3089.58150
0.88054	98332.15329	2532.34646	111.11871	-3148.77936
0.87826	98221.25486	2531.34646	110.89843	-3207.78228
0.87599	98110.57578	2530.34646	110.67908	-3266.59114
0.87372	98000.11511	2529.34646	110.46067	-3325.20683
0.87146	97889.87192	2528.34646	110.24319	-3383.63022
0.86920	97779.84530	2527.34646	110.02663	-3441.86218
0.86696	97670.03431	2526.34646	109.81099	-3499.90358
0.86471	97560.43804	2525.34646	109.59627	-3557.75528
0.86247	97451.05557	2524.34646	109.38246	-3615.41815
0.86024	97341.88601	2523.34646	109.16956	-3672.89304
0.85802	97232.92845	2522.34646	108.95756	-3730.18080
0.85580	97124.18198	2521.34646	108.74647	-3787.28228
0.85358	97015.64572	2520.34646	108.53626	-3844.19833
0.85137	96907.31876	2519.34646	108.32695	-3900.92978
0.84917	96799.20024	2518.34646	108.11853	-3957.47746
0.84697	96691.28925	2517.34646	107.91099	-4013.84222
0.84478	96583.58493	2516.34646	107.70432	-4070.02488
0.84259	96476.08639	2515.34646	107.49853	-4126.02627
0.84041	96368.79278	2514.34646	107.29362	-4181.84721
0.83823	96261.70321	2513.34646	107.08956	-4237.48850
0.83606	96154.81684	2512.34646	106.88637	-4292.95098
0.83390	96048.13279	2511.34646	106.68404	-4348.23544
0.83174	95941.65023	2510.34646	106.48257	-4403.34269
0.82958	95835.36829	2509.34646	106.28194	-4458.27355
0.82743	95729.28613	2508.34646	106.08216	-4513.02879
0.82529	95623.40290	2507.34646	105.88322	-4567.60923
0.82315	95517.71778	2506.34646	105.68512	-4622.01565
0.82102	95412.22992	2505.34646	105.48786	-4676.24883
0.81889	95306.93849	2504.34646	105.29143	-4730.30957
0.81677	95201.84267	2503.34646	105.09582	-4784.19865
0.81465	95096.94162	2502.34646	104.90104	-4837.91684
0.81254	94992.23454	2501.34646	104.70708	-4891.46492
0.81043	94887.72061	2500.34646	104.51394	-4944.84365
0.80833	94783.39901	2499.34646	104.32160	-4998.05381
0.80624	94679.26893	2498.34646	104.13008	-5051.09616
0.80414	94575.32957	2497.34646	103.93936	-5103.97146
0.80206	94471.58013	2496.34646	103.74944	-5156.68047
0.79998	94368.01980	2495.34646	103.56032	-5209.22393
0.79790	94264.64781	2494.34646	103.37200	-5261.60261
0.79583	94161.46335	2493.34646	103.18446	-5313.81724
0.79377	94058.46563	2492.34646	102.99771	-5365.86858
0.79170	93955.65388	2491.34646	102.81175	-5417.75736
0.78965	93853.02731	2490.34646	102.62657	-5469.48432
0.78760	93750.58515	2489.34646	102.44216	-5521.05019
0.78555	93648.32663	2488.34646	102.25853	-5572.45571
0.78351	93546.25096	2487.34646	102.07566	-5623.70161
0.78147	93444.35740	2486.34646	101.89357	-5674.78860
