Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.59755E5	3562.13970	105.92922	0.00000
0.99989	1.59745E5	3562.04407	105.92922	-5.19908
0.98090	1.58761E5	3561.04407	983.60509	-921.56892
0.96241	1.57803E5	3560.04407	958.52195	-1813.21463
0.94440	1.56868E5	3559.04407	934.28992	-2680.97801
0.92686	1.55958E5	3558.04407	910.87413	-3525.66630
0.90977	1.55069E5	3557.04407	888.24138	-4348.05385
0.89312	1.54203E5	3556.04407	866.36004	-5148.88367
0.87690	1.53358E5	3555.04407	845.19999	-5928.86892
0.86108	1.52533E5	3554.04407	824.73249	-6688.69432
0.84567	1.51728E5	3553.04407	804.93017	-7429.01746
0.83063	1.50942E5	3552.04407	785.76692	-8150.47005
0.81597	1.50175E5	3551.04407	767.21782	-8853.65914
0.80167	1.49426E5	3550.04407	749.25908	-9539.16823
0.78771	1.48694E5	3549.04407	731.86802	-10207.55832
0.77410	1.47979E5	3548.04407	715.02294	-10859.36896
0.76081	1.47280E5	3547.04407	698.70313	-11495.11918
0.74784	1.46597E5	3546.04407	682.88880	-12115.30840
0.73518	1.45930E5	3545.04407	667.56102	-12720.41734
0.72281	1.45277E5	3544.04407	652.70171	-13310.90878
0.71074	1.44639E5	3543.04407	638.29356	-13887.22838
0.69895	1.44014E5	3542.04407	624.32001	-14449.80540
0.68743	1.43404E5	3541.04407	610.76522	-14999.05343
0.67617	1.42806E5	3540.04407	597.61401	-15535.37104
0.66517	1.42221E5	3539.04407	584.85186	-16059.14241
0.65442	1.41649E5	3538.04407	572.46484	-16570.73797
0.64391	1.41088E5	3537.04407	560.43964	-17070.51495
0.63364	1.40540E5	3536.04407	548.76347	-17558.81792
0.62359	1.40002E5	3535.04407	537.42407	-18035.97935
0.61377	1.39476E5	3534.04407	526.40971	-18502.32008
0.60416	1.38960E5	3533.04407	515.70911	-18958.14981
0.59477	1.38455E5	3532.04407	505.31146	-19403.76752
0.58557	1.37960E5	3531.04407	495.20639	-19839.46196
0.57658	1.37474E5	3530.04407	485.38394	-20265.51202
0.56777	1.36998E5	3529.04407	475.83455	-20682.18712
0.55916	1.36532E5	3528.04407	466.54904	-21089.74762
0.55073	1.36074E5	3527.04407	457.51857	-21488.44513
0.54247	1.35626E5	3526.04407	448.73469	-21878.52291
0.53439	1.35185E5	3525.04407	440.18923	-22260.21613
0.52647	1.34753E5	3524.04407	431.87437	-22633.75224
0.51872	1.34330E5	3523.04407	423.78258	-22999.35124
0.51113	1.33914E5	3522.04407	415.90661	-23357.22597
0.50369	1.33506E5	3521.04407	408.23950	-23707.58238
