Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.00609E5	2497.37934	51.61077	0.00000
0.99998	1.00604E5	2497.28371	51.61077	-0.46948
0.99683	1.00467E5	2496.28371	136.78121	-83.92835
0.99369	1.00331E5	2495.28371	136.50851	-167.14368
0.99055	1.00195E5	2494.28371	136.23712	-250.11674
0.98742	1.00059E5	2493.28371	135.96705	-332.84876
0.98430	99923.02308	2492.28371	135.69828	-415.34099
0.98118	99787.59227	2491.28371	135.43081	-497.59467
0.97807	99652.42763	2490.28371	135.16464	-579.61103
0.97497	99517.52788	2489.28371	134.89976	-661.39130
0.97188	99382.89171	2488.28371	134.63616	-742.93669
0.96879	99248.51787	2487.28371	134.37385	-824.24845
0.96571	99114.40505	2486.28371	134.11281	-905.32777
0.96263	98980.55200	2485.28371	133.85305	-986.17588
0.95957	98846.95744	2484.28371	133.59456	-1066.79398
0.95650	98713.62011	2483.28371	133.33733	-1147.18328
0.95345	98580.53874	2482.28371	133.08137	-1227.34498
0.95040	98447.71209	2481.28371	132.82665	-1307.28027
0.94736	98315.13889	2480.28371	132.57320	-1386.99035
0.94433	98182.81791	2479.28371	132.32099	-1466.47641
0.94130	98050.74789	2478.28371	132.07002	-1545.73964
0.93828	97918.92759	2477.28371	131.82029	-1624.78121
0.93526	97787.35579	2476.28371	131.57180	-1703.60231
0.93225	97656.03124	2475.28371	131.32455	-1782.20411
0.92925	97524.95272	2474.28371	131.07852	-1860.58779
0.92625	97394.11901	2473.28371	130.83371	-1938.75451
0.92326	97263.52888	2472.28371	130.59013	-2016.70543
0.92028	97133.18112	2471.28371	130.34776	-2094.44172
0.91730	97003.07452	2470.28371	130.10661	-2171.96454
0.91433	96873.20785	2469.28371	129.86666	-2249.27504
0.91137	96743.57993	2468.28371	129.62792	-2326.37438
0.90841	96614.18954	2467.28371	129.39039	-2403.26369
0.90546	96485.03549	2466.28371	129.15405	-2479.94414
0.90251	96356.11658	2465.28371	128.91891	-2556.41685
0.89957	96227.43162	2464.28371	128.68496	-2632.68297
0.89664	96098.97942	2463.28371	128.45220	-2708.74364
0.89371	95970.75879	2462.28371	128.22063	-2784.59999
0.89079	95842.76856	2461.28371	127.99023	-2860.25315
0.88787	95715.00754	2460.28371	127.76102	-2935.70425
0.88496	95587.47456	2459.28371	127.53298	-3010.95441
0.88205	95460.16844	2458.28371	127.30612	-3086.00476
0.87915	95333.08802	2457.28371	127.08042	-3160.85641
0.87626	95206.23213	2456.28371	126.85589	-3235.51048
0.87337	95079.59960	2455.28371	126.63253	-3309.96808
0.87049	94953.18928	2454.28371	126.41032	-3384.23034
0.86761	94827.00001	2453.28371	126.18928	-3458.29835
0.86474	94701.03062	2452.28371	125.96938	-3532.17322
0.86188	94575.27998	2451.28371	125.75065	-3605.85607
