Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.15877E5	2796.91366	51.09245	0.00000
0.99998	1.15872E5	2796.81804	51.09245	-0.52408
0.99700	1.15725E5	2795.81804	146.80556	-93.53842
0.99403	1.15579E5	2794.81804	146.36534	-186.14645
0.99107	1.15433E5	2793.81804	145.92745	-278.35037
0.98812	1.15287E5	2792.81804	145.49187	-370.15236
0.98518	1.15142E5	2791.81804	145.05860	-461.55462
0.98226	1.14998E5	2790.81804	144.62761	-552.55930
0.97934	1.14854E5	2789.81804	144.19890	-643.16855
0.97644	1.14710E5	2788.81804	143.77244	-733.38451
0.97354	1.14566E5	2787.81804	143.34823	-823.20930
0.97066	1.14423E5	2786.81804	142.92625	-912.64504
0.96778	1.14281E5	2785.81804	142.50648	-1001.69381
0.96492	1.14139E5	2784.81804	142.08891	-1090.35771
0.96207	1.13997E5	2783.81804	141.67353	-1178.63880
0.95923	1.13856E5	2782.81804	141.26032	-1266.53914
0.95640	1.13715E5	2781.81804	140.84927	-1354.06077
0.95358	1.13575E5	2780.81804	140.44037	-1441.20573
0.95077	1.13435E5	2779.81804	140.03361	-1527.97602
0.94797	1.13295E5	2778.81804	139.62896	-1614.37367
0.94518	1.13156E5	2777.81804	139.22642	-1700.40065
0.94240	1.13017E5	2776.81804	138.82597	-1786.05895
0.93963	1.12879E5	2775.81804	138.42760	-1871.35055
0.93687	1.12740E5	2774.81804	138.03130	-1956.27738
0.93412	1.12603E5	2773.81804	137.63705	-2040.84141
0.93138	1.12466E5	2772.81804	137.24485	-2125.04455
0.92865	1.12329E5	2771.81804	136.85467	-2208.88873
0.92593	1.12192E5	2770.81804	136.46651	-2292.37585
0.92323	1.12056E5	2769.81804	136.08036	-2375.50782
0.92053	1.11921E5	2768.81804	135.69619	-2458.28650
0.91784	1.11785E5	2767.81804	135.31401	-2540.71379
0.91516	1.11650E5	2766.81804	134.93379	-2622.79153
0.91249	1.11516E5	2765.81804	134.55553	-2704.52157
0.90982	1.11382E5	2764.81804	134.17921	-2785.90576
0.90717	1.11248E5	2763.81804	133.80482	-2866.94591
0.90453	1.11114E5	2762.81804	133.43235	-2947.64384
0.90190	1.10981E5	2761.81804	133.06179	-3028.00136
0.89928	1.10849E5	2760.81804	132.69312	-3108.02026
0.89666	1.10716E5	2759.81804	132.32634	-3187.70231
0.89406	1.10584E5	2758.81804	131.96143	-3267.04930
0.89146	1.10453E5	2757.81804	131.59838	-3346.06297
0.88888	1.10321E5	2756.81804	131.23718	-3424.74508
0.88630	1.10191E5	2755.81804	130.87781	-3503.09737
0.88374	1.10060E5	2754.81804	130.52028	-3581.12155
0.88118	1.09930E5	2753.81804	130.16456	-3658.81935
0.87863	1.09800E5	2752.81804	129.81064	-3736.19248
0.87609	1.09671E5	2751.81804	129.45852	-3813.24263
0.87356	1.09541E5	2750.81804	129.10819	-3889.97149
0.87104	1.09413E5	2749.81804	128.75962	-3966.38072
0.86852	1.09284E5	2748.81804	128.41282	-4042.47200
0.86602	1.09156E5	2747.81804	128.06777	-4118.24698
0.86352	1.09029E5	2746.81804	127.72445	-4193.70730
0.86104	1.08901E5	2745.81804	127.38287	-4268.85460
0.85856	1.08774E5	2744.81804	127.04301	-4343.69051
0.85609	1.08647E5	2743.81804	126.70486	-4418.21664
0.85363	1.08521E5	2742.81804	126.36840	-4492.43459
0.85118	1.08395E5	2741.81804	126.03363	-4566.34596
0.84873	1.08269E5	2740.81804	125.70054	-4639.95233
0.84630	1.08144E5	2739.81804	125.36912	-4713.25529
0.84387	1.08019E5	2738.81804	125.03936	-4786.25639
0.84145	1.07894E5	2737.81804	124.71125	-4858.95721
0.83904	1.07770E5	2736.81804	124.38477	-4931.35927
0.83664	1.07646E5	2735.81804	124.05993	-5003.46413
0.83425	1.07522E5	2734.81804	123.73670	-5075.27331
0.83186	1.07399E5	2733.81804	123.41508	-5146.78833
0.82949	1.07275E5	2732.81804	123.09506	-5218.01071
0.82712	1.07153E5	2731.81804	122.77664	-5288.94194
0.82476	1.07030E5	2730.81804	122.45979	-5359.58352
0.82241	1.06908E5	2729.81804	122.14451	-5429.93693
0.82006	1.06786E5	2728.81804	121.83080	-5500.00365
0.81773	1.06665E5	2727.81804	121.51864	-5569.78515
0.81540	1.06544E5	2726.81804	121.20802	-5639.28288
0.81308	1.06423E5	2725.81804	120.89894	-5708.49829
0.81077	1.06302E5	2724.81804	120.59138	-5777.43283
0.80846	1.06182E5	2723.81804	120.28534	-5846.08792
0.80617	1.06062E5	2722.81804	119.98081	-5914.46499
0.80388	1.05942E5	2721.81804	119.67778	-5982.56545
0.80160	1.05823E5	2720.81804	119.37623	-6050.39072
0.79933	1.05704E5	2719.81804	119.07617	-6117.94218
0.79706	1.05585E5	2718.81804	118.77758	-6185.22124
0.79480	1.05466E5	2717.81804	118.48045	-6252.22927
0.79255	1.05348E5	2716.81804	118.18478	-6318.96764
0.79031	1.05230E5	2715.81804	117.89055	-6385.43773
0.78808	1.05113E5	2714.81804	117.59776	-6451.64089
0.78585	1.04995E5	2713.81804	117.30641	-6517.57846
0.78363	1.04878E5	2712.81804	117.01647	-6583.25180
0.78142	1.04762E5	2711.81804	116.72795	-6648.66224
0.77921	1.04645E5	2710.81804	116.44083	-6713.81110
0.77701	1.04529E5	2709.81804	116.15511	-6778.69970
0.77482	1.04413E5	2708.81804	115.87078	-6843.32935
0.77264	1.04298E5	2707.81804	115.58783	-6907.70136
0.77047	1.04182E5	2706.81804	115.30625	-6971.81702
