Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.13436E5	2773.20120	49.75523	1.45519E-11
0.99998	1.13431E5	2773.10558	49.75523	-0.44398
0.99731	1.13299E5	2772.10558	132.51472	-79.23163
0.99465	1.13166E5	2771.10558	132.14612	-157.68454
0.99199	1.13035E5	2770.10558	131.77939	-235.80445
0.98935	1.12903E5	2769.10558	131.41453	-313.59313
0.98671	1.12772E5	2768.10558	131.05151	-391.05230
0.98408	1.12642E5	2767.10558	130.69034	-468.18369
0.98147	1.12511E5	2766.10558	130.33099	-544.98901
0.97886	1.12381E5	2765.10558	129.97345	-621.46997
0.97626	1.12252E5	2764.10558	129.61773	-697.62825
0.97367	1.12122E5	2763.10558	129.26379	-773.46554
0.97109	1.11993E5	2762.10558	128.91164	-848.98351
0.96852	1.11865E5	2761.10558	128.56126	-924.18383
0.96596	1.11737E5	2760.10558	128.21264	-0999.06813
0.96341	1.11609E5	2759.10558	127.86577	-1073.63808
0.96086	1.11481E5	2758.10558	127.52064	-1147.89528
0.95833	1.11354E5	2757.10558	127.17724	-1221.84137
0.95580	1.11227E5	2756.10558	126.83556	-1295.47795
0.95328	1.11101E5	2755.10558	126.49558	-1368.80663
0.95078	1.10975E5	2754.10558	126.15731	-1441.82900
0.94828	1.10849E5	2753.10558	125.82072	-1514.54663
0.94579	1.10723E5	2752.10558	125.48580	-1586.96111
0.94330	1.10598E5	2751.10558	125.15255	-1659.07398
0.94083	1.10473E5	2750.10558	124.82096	-1730.88681
0.93837	1.10349E5	2749.10558	124.49101	-1802.40114
0.93591	1.10225E5	2748.10558	124.16271	-1873.61849
0.93346	1.10101E5	2747.10558	123.83602	-1944.54041
0.93102	1.09977E5	2746.10558	123.51095	-2015.16839
0.92859	1.09854E5	2745.10558	123.18749	-2085.50394
0.92617	1.09731E5	2744.10558	122.86563	-2155.54857
0.92376	1.09609E5	2743.10558	122.54535	-2225.30376
0.92135	1.09487E5	2742.10558	122.22666	-2294.77098
0.91895	1.09365E5	2741.10558	121.90953	-2363.95171
0.91657	1.09243E5	2740.10558	121.59395	-2432.84741
0.91418	1.09122E5	2739.10558	121.27993	-2501.45954
0.91181	1.09001E5	2738.10558	120.96745	-2569.78952
0.90945	1.08880E5	2737.10558	120.65650	-2637.83880
0.90709	1.08760E5	2736.10558	120.34707	-2705.60880
0.90474	1.08640E5	2735.10558	120.03915	-2773.10095
0.90240	1.08520E5	2734.10558	119.73274	-2840.31664
0.90007	1.08401E5	2733.10558	119.42782	-2907.25729
0.89775	1.08281E5	2732.10558	119.12438	-2973.92428
0.89543	1.08163E5	2731.10558	118.82243	-3040.31899
0.89312	1.08044E5	2730.10558	118.52194	-3106.44280
0.89082	1.07926E5	2729.10558	118.22291	-3172.29708
0.88853	1.07808E5	2728.10558	117.92533	-3237.88318
0.88625	1.07690E5	2727.10558	117.62919	-3303.20247
0.88397	1.07573E5	2726.10558	117.33448	-3368.25627
0.88170	1.07456E5	2725.10558	117.04121	-3433.04593
0.87944	1.07339E5	2724.10558	116.74934	-3497.57277
0.87718	1.07223E5	2723.10558	116.45889	-3561.83811
0.87494	1.07107E5	2722.10558	116.16983	-3625.84326
0.87270	1.06991E5	2721.10558	115.88217	-3689.58953
0.87047	1.06875E5	2720.10558	115.59588	-3753.07821
0.86824	1.06760E5	2719.10558	115.31098	-3816.31059
0.86603	1.06645E5	2718.10558	115.02744	-3879.28795
0.86382	1.06530E5	2717.10558	114.74526	-3942.01156
0.86162	1.06416E5	2716.10558	114.46443	-4004.48269
0.85942	1.06301E5	2715.10558	114.18494	-4066.70259
0.85724	1.06187E5	2714.10558	113.90679	-4128.67252
0.85506	1.06074E5	2713.10558	113.62996	-4190.39372
0.85289	1.05960E5	2712.10558	113.35446	-4251.86743
0.85072	1.05847E5	2711.10558	113.08027	-4313.09487
0.84856	1.05735E5	2710.10558	112.80738	-4374.07726
0.84641	1.05622E5	2709.10558	112.53578	-4434.81583
0.84427	1.05510E5	2708.10558	112.26548	-4495.31177
0.84213	1.05398E5	2707.10558	111.99646	-4555.56629
0.84000	1.05286E5	2706.10558	111.72871	-4615.58058
0.83788	1.05175E5	2705.10558	111.46223	-4675.35582
0.83577	1.05063E5	2704.10558	111.19700	-4734.89321
0.83366	1.04952E5	2703.10558	110.93303	-4794.19390
0.83156	1.04842E5	2702.10558	110.67030	-4853.25906
0.82946	1.04731E5	2701.10558	110.40881	-4912.08986
0.82737	1.04621E5	2700.10558	110.14855	-4970.68744
0.82529	1.04511E5	2699.10558	109.88952	-5029.05295
0.82322	1.04402E5	2698.10558	109.63170	-5087.18753
0.82115	1.04292E5	2697.10558	109.37509	-5145.09232
0.81909	1.04183E5	2696.10558	109.11968	-5202.76843
0.81704	1.04074E5	2695.10558	108.86546	-5260.21698
