Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.40650E5	3242.56101	60.31079	0.00000
0.99997	1.40644E5	3242.46538	60.31079	-1.28085
0.99440	1.40360E5	3241.46538	284.22343	-228.24455
0.98888	1.40077E5	3240.46538	282.26749	-453.33095
0.98340	1.39797E5	3239.46538	280.33154	-676.55947
0.97796	1.39519E5	3238.46538	278.41532	-897.94924
0.97256	1.39242E5	3237.46538	276.51860	-1117.51920
0.96720	1.38968E5	3236.46538	274.64113	-1335.28801
0.96189	1.38695E5	3235.46538	272.78269	-1551.27414
0.95661	1.38424E5	3234.46538	270.94302	-1765.49580
0.95138	1.38155E5	3233.46538	269.12191	-1977.97099
0.94618	1.37887E5	3232.46538	267.31914	-2188.71750
0.94103	1.37622E5	3231.46538	265.53446	-2397.75289
0.93591	1.37358E5	3230.46538	263.76767	-2605.09449
0.93083	1.37096E5	3229.46538	262.01855	-2810.75946
0.92579	1.36836E5	3228.46538	260.28688	-3014.76470
0.92079	1.36577E5	3227.46538	258.57245	-3217.12695
0.91583	1.36320E5	3226.46538	256.87506	-3417.86271
0.91090	1.36065E5	3225.46538	255.19450	-3616.98832
0.90601	1.35812E5	3224.46538	253.53056	-3814.51989
0.90115	1.35560E5	3223.46538	251.88305	-4010.47334
0.89634	1.35309E5	3222.46538	250.25178	-4204.86441
0.89155	1.35061E5	3221.46538	248.63654	-4397.70865
0.88681	1.34814E5	3220.46538	247.03715	-4589.02142
0.88209	1.34568E5	3219.46538	245.45342	-4778.81790
0.87742	1.34324E5	3218.46538	243.88516	-4967.11308
0.87277	1.34082E5	3217.46538	242.33219	-5153.92178
0.86816	1.33841E5	3216.46538	240.79433	-5339.25864
0.86359	1.33602E5	3215.46538	239.27140	-5523.13814
0.85905	1.33364E5	3214.46538	237.76323	-5705.57456
0.85454	1.33128E5	3213.46538	236.26964	-5886.58203
0.85006	1.32893E5	3212.46538	234.79046	-6066.17452
0.84562	1.32660E5	3211.46538	233.32552	-6244.36583
0.84120	1.32428E5	3210.46538	231.87466	-6421.16960
0.83682	1.32198E5	3209.46538	230.43771	-6596.59929
0.83248	1.31969E5	3208.46538	229.01452	-6770.66823
0.82816	1.31741E5	3207.46538	227.60491	-6943.38958
0.82387	1.31515E5	3206.46538	226.20874	-7114.77636
0.81962	1.31290E5	3205.46538	224.82585	-7284.84141
0.81539	1.31066E5	3204.46538	223.45608	-7453.59746
0.81120	1.30844E5	3203.46538	222.09929	-7621.05707
0.80703	1.30624E5	3202.46538	220.75533	-7787.23266
0.80290	1.30404E5	3201.46538	219.42404	-7952.13649
0.79879	1.30186E5	3200.46538	218.10529	-8115.78071
0.79471	1.29969E5	3199.46538	216.79893	-8278.17731
0.79066	1.29754E5	3198.46538	215.50482	-8439.33816
0.78665	1.29540E5	3197.46538	214.22282	-8599.27496
0.78265	1.29327E5	3196.46538	212.95279	-8757.99931
0.77869	1.29115E5	3195.46538	211.69460	-8915.52267
0.77475	1.28904E5	3194.46538	210.44811	-9071.85637
0.77085	1.28695E5	3193.46538	209.21320	-9227.01159
0.76696	1.28487E5	3192.46538	207.98973	-9380.99942
0.76311	1.28280E5	3191.46538	206.77757	-9533.83080
0.75928	1.28075E5	3190.46538	205.57659	-9685.51655
0.75548	1.27871E5	3189.46538	204.38668	-9836.06737
0.75171	1.27667E5	3188.46538	203.20771	-9985.49386
0.74796	1.27465E5	3187.46538	202.03955	-10133.80645
0.74424	1.27264E5	3186.46538	200.88209	-10281.01552
0.74054	1.27065E5	3185.46538	199.73520	-10427.13127
0.73687	1.26866E5	3184.46538	198.59877	-10572.16383
