Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.50289E5	3412.27121	71.92383	0.00000
0.99995	1.50282E5	3412.17559	71.92383	-2.21471
0.99111	1.49828E5	3411.17559	453.77858	-394.42341
0.98238	1.49380E5	3410.17559	448.54770	-781.54939
0.97376	1.48936E5	3409.17559	443.40151	-1163.67557
0.96524	1.48498E5	3408.17559	438.33837	-1540.88323
0.95683	1.48064E5	3407.17559	433.35665	-1913.25205
0.94852	1.47636E5	3406.17559	428.45476	-2280.86015
0.94031	1.47212E5	3405.17559	423.63115	-2643.78414
0.93220	1.46793E5	3404.17559	418.88431	-3002.09913
0.92419	1.46379E5	3403.17559	414.21275	-3355.87879
0.91628	1.45970E5	3402.17559	409.61504	-3705.19534
0.90846	1.45565E5	3401.17559	405.08976	-4050.11966
0.90074	1.45164E5	3400.17559	400.63552	-4390.72122
0.89310	1.44768E5	3399.17559	396.25097	-4727.06820
0.88556	1.44376E5	3398.17559	391.93479	-5059.22747
0.87811	1.43988E5	3397.17559	387.68570	-5387.26464
0.87074	1.43605E5	3396.17559	383.50242	-5711.24405
0.86346	1.43225E5	3395.17559	379.38372	-6031.22888
0.85627	1.42850E5	3394.17559	375.32839	-6347.28107
0.84916	1.42478E5	3393.17559	371.33526	-6659.46143
0.84214	1.42111E5	3392.17559	367.40316	-6967.82964
0.83519	1.41748E5	3391.17559	363.53096	-7272.44425
0.82833	1.41388E5	3390.17559	359.71756	-7573.36273
0.82154	1.41032E5	3389.17559	355.96188	-7870.64151
0.81483	1.40680E5	3388.17559	352.26286	-8164.33595
0.80820	1.40331E5	3387.17559	348.61946	-8454.50041
0.80165	1.39986E5	3386.17559	345.03066	-8741.18826
0.79517	1.39644E5	3385.17559	341.49548	-9024.45188
0.78876	1.39306E5	3384.17559	338.01295	-9304.34271
0.78243	1.38972E5	3383.17559	334.58210	-9580.91126
0.77617	1.38641E5	3382.17559	331.20202	-9854.20712
0.76997	1.38313E5	3381.17559	327.87180	-10124.27898
0.76385	1.37988E5	3380.17559	324.59053	-10391.17468
0.75779	1.37667E5	3379.17559	321.35736	-10654.94118
0.75181	1.37349E5	3378.17559	318.17142	-10915.62462
0.74589	1.37034E5	3377.17559	315.03187	-11173.27029
0.74003	1.36722E5	3376.17559	311.93790	-11427.92272
0.73424	1.36413E5	3375.17559	308.88871	-11679.62562
0.72851	1.36107E5	3374.17559	305.88351	-11928.42194
0.72285	1.35804E5	3373.17559	302.92152	-12174.35388
0.71724	1.35504E5	3372.17559	300.00201	-12417.46289
0.71170	1.35207E5	3371.17559	297.12422	-12657.78971
0.70622	1.34913E5	3370.17559	294.28743	-12895.37436
0.70080	1.34621E5	3369.17559	291.49094	-13130.25616
0.69543	1.34332E5	3368.17559	288.73405	-13362.47378
0.69013	1.34046E5	3367.17559	286.01608	-13592.06519
0.68488	1.33763E5	3366.17559	283.33637	-13819.06771
