Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	85081.10226	2235.73821	48.92927	0.00000
0.99999	85076.42340	2235.64258	48.92927	-0.26860
0.99755	84976.98461	2234.64258	99.43879	-48.05261
0.99511	84877.67330	2233.64258	99.31131	-95.73953
0.99268	84778.48887	2232.64258	99.18443	-143.32999
0.99025	84679.43070	2231.64258	99.05817	-190.82458
0.98782	84580.49819	2230.64258	98.93251	-238.22391
0.98540	84481.69073	2229.64258	98.80747	-285.52859
0.98298	84383.00769	2228.64258	98.68303	-332.73924
0.98056	84284.44848	2227.64258	98.55921	-379.85645
0.97814	84186.01247	2226.64258	98.43600	-426.88084
0.97573	84087.69907	2225.64258	98.31340	-473.81301
0.97331	83989.50765	2224.64258	98.19142	-520.65359
0.97090	83891.43761	2223.64258	98.07004	-567.40318
0.96850	83793.48833	2222.64258	97.94928	-614.06238
0.96609	83695.65920	2221.64258	97.82913	-660.63182
0.96369	83597.94961	2220.64258	97.70959	-707.11211
0.96129	83500.35894	2219.64258	97.59067	-753.50386
0.95890	83402.88658	2218.64258	97.47236	-799.80769
0.95650	83305.53192	2217.64258	97.35466	-846.02420
0.95411	83208.29434	2216.64258	97.23758	-892.15402
0.95172	83111.17322	2215.64258	97.12112	-938.19777
0.94933	83014.16795	2214.64258	97.00527	-984.15606
0.94695	82917.27792	2213.64258	96.89003	-1030.02952
0.94456	82820.50250	2212.64258	96.77542	-1075.81876
0.94218	82723.84108	2211.64258	96.66142	-1121.52440
0.93980	82627.29304	2210.64258	96.54804	-1167.14707
0.93743	82530.85775	2209.64258	96.43529	-1212.68739
0.93505	82434.53460	2208.64258	96.32315	-1258.14599
0.93268	82338.32297	2207.64258	96.21163	-1303.52350
0.93031	82242.22223	2206.64258	96.10074	-1348.82054
0.92794	82146.23175	2205.64258	95.99047	-1394.03773
0.92558	82050.35092	2204.64258	95.88083	-1439.17573
0.92321	81954.57911	2203.64258	95.77181	-1484.23514
0.92085	81858.91569	2202.64258	95.66342	-1529.21662
0.91849	81763.36002	2201.64258	95.55566	-1574.12079
0.91613	81667.91149	2200.64258	95.44853	-1618.94830
0.91378	81572.56946	2199.64258	95.34203	-1663.69977
0.91142	81477.33329	2198.64258	95.23617	-1708.37586
0.90907	81382.20235	2197.64258	95.13094	-1752.97721
0.90672	81287.17601	2196.64258	95.02634	-1797.50446
0.90437	81192.25363	2195.64258	94.92238	-1841.95826
0.90202	81097.43457	2194.64258	94.81906	-1886.33926
0.89967	81002.71818	2193.64258	94.71639	-1930.64811
0.89733	80908.10382	2192.64258	94.61435	-1974.88546
0.89499	80813.59086	2191.64258	94.51297	-2019.05197
0.89265	80719.17863	2190.64258	94.41222	-2063.14831
0.89031	80624.86650	2189.64258	94.31213	-2107.17512
0.88797	80530.65381	2188.64258	94.21269	-2151.13307
0.88563	80436.53991	2187.64258	94.11390	-2195.02283
0.88330	80342.52414	2186.64258	94.01577	-2238.84507
0.88096	80248.60585	2185.64258	93.91829	-2282.60045
0.87863	80154.78437	2184.64258	93.82148	-2326.28966
0.87630	80061.05905	2183.64258	93.72533	-2369.91337
0.87397	79967.42949	2182.64258	93.62956	-2413.47210
0.87164	79873.89635	2181.64258	93.53314	-2456.96686
0.86931	79780.45953	2180.64258	93.43681	-2500.39817
0.86699	79687.11835	2179.64258	93.34118	-2543.76675
0.86466	79593.87211	2178.64258	93.24624	-2587.07329
0.86234	79500.72010	2177.64258	93.15200	-2630.31850
0.86002	79407.66164	2176.64258	93.05847	-2673.50307
0.85769	79314.69600	2175.64258	92.96564	-2716.62773
0.85537	79221.82249	2174.64258	92.87351	-2759.69319
0.85305	79129.04039	2173.64258	92.78210	-2802.70017
0.85073	79036.34899	2172.64258	92.69140	-2845.64939
0.84842	78943.74756	2171.64258	92.60143	-2888.54157
0.84610	78851.23539	2170.64258	92.51217	-2931.37745
0.84378	78758.81175	2169.64258	92.42364	-2974.15777
0.84147	78666.47591	2168.64258	92.33584	-3016.88327
0.83915	78574.22713	2167.64258	92.24878	-3059.55468
0.83684	78482.06468	2166.64258	92.16245	-3102.17276
0.83453	78389.98781	2165.64258	92.07687	-3144.73825
0.83222	78297.99577	2164.64258	91.99203	-3187.25193
0.82990	78206.08782	2163.64258	91.90795	-3229.71456
0.82759	78114.26320	2162.64258	91.82462	-3272.12689
0.82528	78022.52114	2161.64258	91.74206	-3314.48971
0.82297	77930.86089	2160.64258	91.66026	-3356.80380
0.82066	77839.28166	2159.64258	91.57923	-3399.06993
0.81835	77747.78268	2158.64258	91.49898	-3441.28891
0.81604	77656.36318	2157.64258	91.41951	-3483.46152
0.81374	77565.02236	2156.64258	91.34082	-3525.58857
0.81143	77473.75943	2155.64258	91.26293	-3567.67087
0.80912	77382.57359	2154.64258	91.18584	-3609.70923
0.80681	77291.46403	2153.64258	91.10955	-3651.70447
