Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	96664.64651	2445.15520	49.70121	1.45519E-11
0.99999	96659.89383	2445.05958	49.70121	-0.34546
0.99744	96545.68178	2444.05958	114.21205	-61.73182
0.99490	96431.67794	2443.05958	114.00384	-122.93775
0.99237	96317.88145	2442.05958	113.79649	-183.96406
0.98985	96204.29145	2441.05958	113.59000	-244.81157
0.98732	96090.90708	2440.05958	113.38438	-305.48108
0.98481	95977.72747	2439.05958	113.17960	-365.97342
0.98230	95864.75179	2438.05958	112.97568	-426.28939
0.97979	95751.97918	2437.05958	112.77261	-486.42979
0.97729	95639.40879	2436.05958	112.57038	-546.39542
0.97480	95527.03980	2435.05958	112.36900	-606.18707
0.97231	95414.87135	2434.05958	112.16845	-665.80555
0.96983	95302.90261	2433.05958	111.96874	-725.25165
0.96735	95191.13275	2432.05958	111.76986	-784.52615
0.96488	95079.56095	2431.05958	111.57180	-843.62983
0.96241	94968.18637	2430.05958	111.37458	-902.56349
0.95995	94857.00820	2429.05958	111.17817	-961.32789
0.95749	94746.02561	2428.05958	110.98258	-1019.92382
0.95504	94635.23780	2427.05958	110.78781	-1078.35206
0.95260	94524.64395	2426.05958	110.59385	-1136.61336
0.95016	94414.24324	2425.05958	110.40070	-1194.70851
0.94772	94304.03488	2424.05958	110.20836	-1252.63826
0.94529	94194.01806	2423.05958	110.01682	-1310.40337
0.94286	94084.19199	2422.05958	109.82608	-1368.00462
0.94044	93974.55585	2421.05958	109.63614	-1425.44274
0.93803	93865.10886	2420.05958	109.44699	-1482.71851
0.93562	93755.85024	2419.05958	109.25863	-1539.83267
0.93321	93646.77918	2418.05958	109.07106	-1596.78596
0.93081	93537.89491	2417.05958	108.88427	-1653.57915
0.92842	93429.19664	2416.05958	108.69827	-1710.21296
0.92603	93320.68360	2415.05958	108.51304	-1766.68814
0.92364	93212.35500	2414.05958	108.32860	-1823.00543
0.92126	93104.21008	2413.05958	108.14492	-1879.16556
0.91889	92996.24806	2412.05958	107.96202	-1935.16928
0.91652	92888.46818	2411.05958	107.77988	-1991.01730
0.91415	92780.86966	2410.05958	107.59851	-2046.71036
0.91179	92673.45176	2409.05958	107.41791	-2102.24918
0.90943	92566.21370	2408.05958	107.23806	-2157.63449
0.90708	92459.15473	2407.05958	107.05897	-2212.86701
0.90473	92352.27410	2406.05958	106.88063	-2267.94746
0.90239	92245.57106	2405.05958	106.70304	-2322.87655
0.90005	92139.04485	2404.05958	106.52621	-2377.65499
0.89772	92032.69473	2403.05958	106.35012	-2432.28351
