Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.19968E5	2879.55879	51.41581	0.00000
0.99998	1.19963E5	2879.46316	51.41581	-0.57208
0.99685	1.19807E5	2878.46316	155.76480	-102.13583
0.99373	1.19652E5	2877.46316	155.24126	-203.21454
0.99063	1.19497E5	2876.46316	154.72075	-303.81109
0.98753	1.19343E5	2875.46316	154.20324	-403.92831
0.98445	1.19190E5	2874.46316	153.68871	-503.56904
0.98139	1.19036E5	2873.46316	153.17714	-602.73607
0.97833	1.18884E5	2872.46316	152.66851	-701.43219
0.97529	1.18731E5	2871.46316	152.16280	-799.66016
0.97226	1.18580E5	2870.46316	151.65998	-897.42273
0.96925	1.18429E5	2869.46316	151.16005	-994.72263
0.96624	1.18278E5	2868.46316	150.66297	-1091.56256
0.96325	1.18128E5	2867.46316	150.16873	-1187.94522
0.96027	1.17978E5	2866.46316	149.67731	-1283.87327
0.95730	1.17829E5	2865.46316	149.18869	-1379.34936
0.95435	1.17680E5	2864.46316	148.70285	-1474.37613
0.95140	1.17532E5	2863.46316	148.21978	-1568.95620
0.94847	1.17384E5	2862.46316	147.73944	-1663.09215
0.94555	1.17237E5	2861.46316	147.26183	-1756.78657
0.94264	1.17090E5	2860.46316	146.78692	-1850.04202
0.93975	1.16944E5	2859.46316	146.31470	-1942.86104
0.93686	1.16798E5	2858.46316	145.84515	-2035.24617
0.93399	1.16653E5	2857.46316	145.37825	-2127.19989
0.93113	1.16508E5	2856.46316	144.91397	-2218.72472
0.92828	1.16363E5	2855.46316	144.45232	-2309.82312
0.92544	1.16219E5	2854.46316	143.99326	-2400.49756
0.92262	1.16076E5	2853.46316	143.53677	-2490.75046
0.91980	1.15933E5	2852.46316	143.08285	-2580.58425
0.91700	1.15790E5	2851.46316	142.63147	-2670.00135
0.91420	1.15648E5	2850.46316	142.18262	-2759.00415
0.91142	1.15506E5	2849.46316	141.73628	-2847.59500
0.90865	1.15365E5	2848.46316	141.29242	-2935.77629
0.90589	1.15224E5	2847.46316	140.85105	-3023.55034
0.90315	1.15084E5	2846.46316	140.41213	-3110.91949
0.90041	1.14944E5	2845.46316	139.97566	-3197.88605
0.89768	1.14804E5	2844.46316	139.54161	-3284.45230
