Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.19107E5	2872.21263	50.90395	0.00000
0.99998	1.19102E5	2872.11701	50.90395	-0.54076
0.99696	1.18952E5	2871.11701	150.19248	-96.48549
0.99396	1.18802E5	2870.11701	149.70034	-191.97682
0.99096	1.18653E5	2869.11701	149.21100	-287.01741
0.98798	1.18504E5	2868.11701	148.72446	-381.60988
0.98501	1.18356E5	2867.11701	148.24067	-475.75685
0.98206	1.18208E5	2866.11701	147.75964	-569.46091
0.97911	1.18061E5	2865.11701	147.28134	-662.72463
0.97618	1.17914E5	2864.11701	146.80574	-755.55058
0.97326	1.17768E5	2863.11701	146.33284	-847.94129
0.97035	1.17622E5	2862.11701	145.86261	-939.89928
0.96745	1.17476E5	2861.11701	145.39503	-1031.42706
0.96456	1.17332E5	2860.11701	144.93009	-1122.52712
0.96169	1.17187E5	2859.11701	144.46777	-1213.20193
0.95883	1.17043E5	2858.11701	144.00805	-1303.45394
0.95597	1.16900E5	2857.11701	143.55091	-1393.28558
0.95313	1.16756E5	2856.11701	143.09633	-1482.69928
0.95031	1.16614E5	2855.11701	142.64431	-1571.69744
0.94749	1.16472E5	2854.11701	142.19481	-1660.28245
0.94468	1.16330E5	2853.11701	141.74783	-1748.45668
0.94189	1.16189E5	2852.11701	141.30334	-1836.22247
0.93910	1.16048E5	2851.11701	140.86133	-1923.58218
0.93633	1.15907E5	2850.11701	140.42179	-2010.53812
0.93357	1.15767E5	2849.11701	139.98469	-2097.09260
0.93082	1.15628E5	2848.11701	139.55001	-2183.24790
0.92808	1.15489E5	2847.11701	139.11776	-2269.00632
0.92535	1.15350E5	2846.11701	138.68789	-2354.37009
0.92263	1.15212E5	2845.11701	138.26041	-2439.34148
0.91993	1.15074E5	2844.11701	137.83529	-2523.92270
0.91723	1.14936E5	2843.11701	137.41252	-2608.11597
0.91454	1.14799E5	2842.11701	136.99209	-2691.92350
0.91187	1.14663E5	2841.11701	136.57397	-2775.34746
0.90920	1.14527E5	2840.11701	136.15815	-2858.39003
0.90655	1.14391E5	2839.11701	135.74461	-2941.05335
0.90391	1.14256E5	2838.11701	135.33335	-3023.33958
0.90127	1.14121E5	2837.11701	134.92435	-3105.25084
0.89865	1.13986E5	2836.11701	134.51758	-3186.78923
0.89604	1.13852E5	2835.11701	134.11304	-3267.95686
0.89343	1.13718E5	2834.11701	133.71071	-3348.75582
0.89084	1.13585E5	2833.11701	133.31058	-3429.18816
0.88826	1.13452E5	2832.11701	132.91263	-3509.25595
0.88569	1.13320E5	2831.11701	132.51684	-3588.96123
0.88312	1.13187E5	2830.11701	132.12321	-3668.30603
0.88057	1.13056E5	2829.11701	131.73172	-3747.29236
0.87803	1.12924E5	2828.11701	131.34235	-3825.92222
0.87549	1.12793E5	2827.11701	130.95509	-3904.19761
0.87297	1.12663E5	2826.11701	130.56993	-3982.12049
0.87046	1.12533E5	2825.11701	130.18685	-4059.69284
0.86795	1.12403E5	2824.11701	129.80584	-4136.91660
0.86546	1.12273E5	2823.11701	129.42688	-4213.79370
0.86298	1.12144E5	2822.11701	129.04997	-4290.32608
0.86050	1.12016E5	2821.11701	128.67508	-4366.51563
0.85804	1.11887E5	2820.11701	128.30221	-4442.36426
0.85558	1.11759E5	2819.11701	127.93134	-4517.87386
0.85313	1.11632E5	2818.11701	127.56246	-4593.04630
0.85070	1.11505E5	2817.11701	127.19556	-4667.88344
0.84827	1.11378E5	2816.11701	126.83062	-4742.38713
0.84585	1.11251E5	2815.11701	126.46763	-4816.55920
0.84344	1.11125E5	2814.11701	126.10658	-4890.40148
0.84104	1.11000E5	2813.11701	125.74745	-4963.91579
0.83865	1.10874E5	2812.11701	125.39024	-5037.10392
0.83626	1.10749E5	2811.11701	125.03492	-5109.96766
0.83389	1.10624E5	2810.11701	124.68150	-5182.50879
