Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	96257.38087	2439.57687	49.52282	1.45519E-11
0.99999	96252.64525	2439.48125	49.52282	-0.33441
0.99750	96140.45364	2438.48125	112.19160	-59.77205
0.99502	96028.46459	2437.48125	111.98905	-119.03476
0.99254	95916.67726	2436.48125	111.78733	-178.12333
0.99007	95805.09083	2435.48125	111.58643	-237.03854
0.98760	95693.70448	2434.48125	111.38636	-295.78117
0.98514	95582.51737	2433.48125	111.18710	-354.35199
0.98269	95471.52871	2432.48125	110.98866	-412.75178
0.98024	95360.73768	2431.48125	110.79103	-470.98131
0.97779	95250.14346	2430.48125	110.59422	-529.04134
0.97536	95139.74526	2429.48125	110.39821	-586.93264
0.97292	95029.54226	2428.48125	110.20300	-644.65597
0.97049	94919.53367	2427.48125	110.00859	-702.21208
0.96807	94809.71870	2426.48125	109.81498	-759.60173
0.96565	94700.09654	2425.48125	109.62216	-816.82567
0.96324	94590.66641	2424.48125	109.43013	-873.88465
0.96083	94481.42753	2423.48125	109.23888	-930.77943
0.95843	94372.37910	2422.48125	109.04843	-987.51073
0.95603	94263.52035	2421.48125	108.85875	-1044.07930
0.95364	94154.85050	2420.48125	108.66985	-1100.48588
0.95125	94046.36877	2419.48125	108.48173	-1156.73121
0.94887	93938.07440	2418.48125	108.29437	-1212.81602
0.94649	93829.96661	2417.48125	108.10779	-1268.74103
0.94412	93722.04464	2416.48125	107.92197	-1324.50698
0.94175	93614.30772	2415.48125	107.73692	-1380.11459
0.93939	93506.75509	2414.48125	107.55262	-1435.56458
0.93703	93399.38601	2413.48125	107.36909	-1490.85766
0.93468	93292.19970	2412.48125	107.18630	-1545.99457
0.93233	93185.19543	2411.48125	107.00427	-1600.97601
0.92999	93078.37244	2410.48125	106.82299	-1655.80269
0.92765	92971.72999	2409.48125	106.64245	-1710.47532
0.92532	92865.26733	2408.48125	106.46266	-1764.99461
0.92299	92758.98372	2407.48125	106.28360	-1819.36126
0.92067	92652.87843	2406.48125	106.10529	-1873.57598
0.91835	92546.95073	2405.48125	105.92771	-1927.63946
0.91603	92441.19987	2404.48125	105.75086	-1981.55240
0.91372	92335.62513	2403.48125	105.57474	-2035.31549
0.91142	92230.22579	2402.48125	105.39934	-2088.92943
0.90912	92125.00111	2401.48125	105.22468	-2142.39491
0.90682	92019.95038	2400.48125	105.05073	-2195.71261
0.90453	91915.07289	2399.48125	104.87750	-2248.88322
0.90225	91810.36790	2398.48125	104.70499	-2301.90741
0.89996	91705.83471	2397.48125	104.53319	-2354.78588
0.89769	91601.47261	2396.48125	104.36210	-2407.51930
0.89541	91497.28089	2395.48125	104.19172	-2460.10835
0.89315	91393.25884	2394.48125	104.02205	-2512.55369
0.89088	91289.40576	2393.48125	103.85308	-2564.85601
0.88862	91185.72095	2392.48125	103.68481	-2617.01596
0.88637	91082.20371	2391.48125	103.51724	-2669.03422
0.88412	90978.85334	2390.48125	103.35037	-2720.91145
0.88187	90875.66915	2389.48125	103.18419	-2772.64831
0.87963	90772.65044	2388.48125	103.01870	-2824.24547
0.87739	90669.79653	2387.48125	102.85391	-2875.70358
0.87516	90567.10674	2386.48125	102.68980	-2927.02331
0.87293	90464.58037	2385.48125	102.52637	-2978.20530
0.87071	90362.21674	2384.48125	102.36363	-3029.25020
0.86849	90260.01518	2383.48125	102.20156	-3080.15867
0.86627	90157.97500	2382.48125	102.04018	-3130.93136
0.86406	90056.09553	2381.48125	101.87947	-3181.56891
0.86185	89954.37610	2380.48125	101.71943	-3232.07197
0.85965	89852.81604	2379.48125	101.56006	-3282.44118
0.85745	89751.41467	2378.48125	101.40137	-3332.67718
0.85526	89650.17133	2377.48125	101.24334	-3382.78061
0.85307	89549.08536	2376.48125	101.08597	-3432.75211
0.85088	89448.15609	2375.48125	100.92927	-3482.59231
0.84870	89347.38286	2374.48125	100.77323	-3532.30184
0.84652	89246.76501	2373.48125	100.61785	-3581.88135
0.84434	89146.30189	2372.48125	100.46312	-3631.33145
0.84217	89045.99284	2371.48125	100.30905	-3680.65277
0.84001	88945.83722	2370.48125	100.15563	-3729.84595
0.83784	88845.83436	2369.48125	100.00286	-3778.91160
0.83568	88745.98362	2368.48125	99.85074	-3827.85035
0.83353	88646.28436	2367.48125	99.69926	-3876.66282
0.83138	88546.73593	2366.48125	99.54843	-3925.34963
0.82923	88447.33768	2365.48125	99.39824	-3973.91140
0.82709	88348.08898	2364.48125	99.24870	-4022.34875
0.82495	88248.98919	2363.48125	99.09979	-4070.66228
0.82281	88150.03767	2362.48125	98.95152	-4118.85262
0.82068	88051.23379	2361.48125	98.80389	-4166.92037
0.81855	87952.57690	2360.48125	98.65688	-4214.86614
0.81643	87854.06639	2359.48125	98.51052	-4262.69055
0.81431	87755.70161	2358.48125	98.36478	-4310.39420
0.81219	87657.48195	2357.48125	98.21966	-4357.97769
0.81008	87559.40677	2356.48125	98.07518	-4405.44163
0.80797	87461.47545	2355.48125	97.93132	-4452.78663
0.80587	87363.68736	2354.48125	97.78808	-4500.01328
0.80376	87266.04189	2353.48125	97.64547	-4547.12218
0.80167	87168.53842	2352.48125	97.50347	-4594.11394
0.79957	87071.17632	2351.48125	97.36210	-4640.98915
0.79748	86973.95499	2350.48125	97.22134	-4687.74840
0.79539	86876.87379	2349.48125	97.08119	-4734.39229
0.79331	86779.93213	2348.48125	96.94166	-4780.92142
0.79123	86683.12939	2347.48125	96.80274	-4827.33638
0.78915	86586.46496	2346.48125	96.66443	-4873.63775
0.78708	86489.93822	2345.48125	96.52674	-4919.82613
0.78501	86393.54858	2344.48125	96.38964	-4965.90211
0.78294	86297.29542	2343.48125	96.25316	-5011.86627
0.78088	86201.17814	2342.48125	96.11728	-5057.71920
0.77882	86105.19614	2341.48125	95.98200	-5103.46149
0.77676	86009.34881	2340.48125	95.84733	-5149.09372
0.77471	85913.63555	2339.48125	95.71326	-5194.61647
0.77266	85818.05577	2338.48125	95.57978	-5240.03032
0.77061	85722.60887	2337.48125	95.44691	-5285.33586
0.76857	85627.29424	2336.48125	95.31463	-5330.53366
0.76653	85532.11129	2335.48125	95.18295	-5375.62431
0.76449	85437.05944	2334.48125	95.05186	-5420.60838
0.76246	85342.13807	2333.48125	94.92136	-5465.48645
0.76043	85247.34662	2332.48125	94.79146	-5510.25910
0.75840	85152.68447	2331.48125	94.66215	-5554.92690
0.75637	85058.15104	2330.48125	94.53343	-5599.49042
0.75435	84963.74575	2329.48125	94.40529	-5643.95025
0.75234	84869.46800	2328.48125	94.27775	-5688.30694
0.75032	84775.31721	2327.48125	94.15079	-5732.56109
0.74831	84681.29279	2326.48125	94.02442	-5776.71324
0.74630	84587.39416	2325.48125	93.89863	-5820.76399
0.74429	84493.62073	2324.48125	93.77343	-5864.71389
0.74229	84399.97192	2323.48125	93.64881	-5908.56352
0.74029	84306.44716	2322.48125	93.52477	-5952.31344
0.73830	84213.04585	2321.48125	93.40131	-5995.96423
0.73630	84119.76742	2320.48125	93.27843	-6039.51645
0.73431	84026.61129	2319.48125	93.15613	-6082.97066
0.73232	83933.57688	2318.48125	93.03441	-6126.32744
0.73034	83840.66361	2317.48125	92.91327	-6169.58734
0.72836	83747.87090	2316.48125	92.79270	-6212.75095
0.72638	83655.19819	2315.48125	92.67271	-6255.81881
0.72440	83562.64489	2314.48125	92.55330	-6298.79149
0.72243	83470.21043	2313.48125	92.43446	-6341.66957
0.72046	83377.89424	2312.48125	92.31620	-6384.45359
0.71849	83285.69573	2311.48125	92.19850	-6427.14414
0.71652	83193.61435	2310.48125	92.08139	-6469.74176
0.71456	83101.64951	2309.48125	91.96484	-6512.24702
0.71260	83009.80064	2308.48125	91.84887	-6554.66048
0.71064	82918.06718	2307.48125	91.73346	-6596.98271
0.70869	82826.44855	2306.48125	91.61863	-6639.21427
0.70674	82734.94418	2305.48125	91.50437	-6681.35572
