Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.35468E5	3173.19991	56.48752	0.00000
0.99997	1.35463E5	3173.10428	56.48752	-0.99071
0.99534	1.35230E5	3172.10428	233.15505	-176.62125
0.99073	1.34998E5	3171.10428	231.81408	-350.98507
0.98615	1.34767E5	3170.10428	230.48502	-524.09358
0.98161	1.34538E5	3169.10428	229.16774	-695.95807
0.97709	1.34310E5	3168.10428	227.86212	-866.58970
0.97260	1.34084E5	3167.10428	226.56803	-1035.99953
0.96814	1.33858E5	3166.10428	225.28534	-1204.19848
0.96372	1.33634E5	3165.10428	224.01393	-1371.19735
0.95932	1.33412E5	3164.10428	222.75368	-1537.00686
0.95494	1.33190E5	3163.10428	221.50448	-1701.63757
0.95060	1.32970E5	3162.10428	220.26621	-1865.09995
0.94629	1.32751E5	3161.10428	219.03874	-2027.40435
0.94200	1.32533E5	3160.10428	217.82198	-2188.56103
0.93774	1.32316E5	3159.10428	216.61579	-2348.58011
0.93351	1.32101E5	3158.10428	215.42008	-2507.47162
0.92930	1.31887E5	3157.10428	214.23472	-2665.24549
0.92513	1.31674E5	3156.10428	213.05962	-2821.91152
0.92097	1.31462E5	3155.10428	211.89466	-2977.47944
0.91685	1.31251E5	3154.10428	210.73974	-3131.95884
0.91275	1.31041E5	3153.10428	209.59475	-3285.35925
0.90868	1.30833E5	3152.10428	208.45960	-3437.69006
0.90463	1.30626E5	3151.10428	207.33417	-3588.96060
0.90061	1.30419E5	3150.10428	206.21836	-3739.18006
0.89662	1.30214E5	3149.10428	205.11208	-3888.35757
0.89265	1.30010E5	3148.10428	204.01523	-4036.50215
0.88870	1.29807E5	3147.10428	202.92771	-4183.62273
0.88478	1.29606E5	3146.10428	201.84942	-4329.72813
0.88089	1.29405E5	3145.10428	200.78027	-4474.82711
0.87702	1.29205E5	3144.10428	199.72016	-4618.92831
0.87317	1.29006E5	3143.10428	198.66900	-4762.04030
0.86935	1.28809E5	3142.10428	197.62670	-4904.17155
0.86555	1.28612E5	3141.10428	196.59317	-5045.33045
0.86177	1.28417E5	3140.10428	195.56832	-5185.52530
0.85802	1.28222E5	3139.10428	194.55207	-5324.76431
0.85429	1.28028E5	3138.10428	193.54431	-5463.05562
0.85058	1.27836E5	3137.10428	192.54497	-5600.40727
0.84690	1.27644E5	3136.10428	191.55396	-5736.82723
0.84324	1.27454E5	3135.10428	190.57120	-5872.32338
0.83960	1.27264E5	3134.10428	189.59660	-6006.90353
0.83599	1.27076E5	3133.10428	188.63009	-6140.57541
0.83239	1.26888E5	3132.10428	187.67157	-6273.34665
0.82882	1.26701E5	3131.10428	186.72097	-6405.22484
0.82527	1.26515E5	3130.10428	185.77821	-6536.21745
0.82175	1.26331E5	3129.10428	184.84322	-6666.33192
0.81824	1.26147E5	3128.10428	183.91591	-6795.57557
0.81475	1.25964E5	3127.10428	182.99620	-6923.95569
0.81129	1.25782E5	3126.10428	182.08402	-7051.47946
0.80785	1.25600E5	3125.10428	181.17931	-7178.15402
0.80443	1.25420E5	3124.10428	180.28197	-7303.98640
0.80102	1.25241E5	3123.10428	179.39194	-7428.98360
0.79764	1.25062E5	3122.10428	178.50915	-7553.15252
0.79428	1.24885E5	3121.10428	177.63353	-7676.50001
0.79094	1.24708E5	3120.10428	176.76499	-7799.03285
0.78762	1.24532E5	3119.10428	175.90349	-7920.75774
0.78432	1.24357E5	3118.10428	175.04893	-8041.68133
0.78104	1.24183E5	3117.10428	174.20127	-8161.81019
0.77778	1.24009E5	3116.10428	173.36042	-8281.15083
0.77453	1.23837E5	3115.10428	172.52633	-8399.70969
0.77131	1.23665E5	3114.10428	171.69893	-8517.49318
0.76811	1.23494E5	3113.10428	170.87814	-8634.50760
0.76492	1.23324E5	3112.10428	170.06392	-8750.75921
0.76175	1.23155E5	3111.10428	169.25618	-8866.25421
0.75861	1.22986E5	3110.10428	168.45488	-8980.99874
0.75548	1.22819E5	3109.10428	167.65995	-9094.99888
0.75237	1.22652E5	3108.10428	166.87132	-9208.26065
0.74927	1.22486E5	3107.10428	166.08894	-9320.79000
0.74620	1.22320E5	3106.10428	165.31274	-9432.59284
0.74314	1.22156E5	3105.10428	164.54267	-9543.67501
0.74010	1.21992E5	3104.10428	163.77867	-9654.04229
0.73708	1.21829E5	3103.10428	163.02068	-9763.70044
0.73408	1.21667E5	3102.10428	162.26864	-9872.65511
0.73109	1.21505E5	3101.10428	161.52249	-9980.91193
0.72812	1.21345E5	3100.10428	160.78219	-10088.47648
0.72517	1.21185E5	3099.10428	160.04766	-10195.35426
0.72224	1.21025E5	3098.10428	159.31887	-10301.55074
0.71932	1.20867E5	3097.10428	158.59574	-10407.07133
0.71642	1.20709E5	3096.10428	157.87824	-10511.92139
0.71353	1.20552E5	3095.10428	157.16630	-10616.10622
0.71066	1.20395E5	3094.10428	156.45988	-10719.63109
0.70781	1.20239E5	3093.10428	155.75892	-10822.50119
0.70498	1.20084E5	3092.10428	155.06337	-10924.72169
0.70216	1.19930E5	3091.10428	154.37318	-11026.29769
0.69935	1.19776E5	3090.10428	153.68830	-11127.23426
0.69657	1.19623E5	3089.10428	153.00868	-11227.53641
0.69379	1.19471E5	3088.10428	152.33427	-11327.20910
0.69104	1.19319E5	3087.10428	151.66503	-11426.25726
0.68830	1.19168E5	3086.10428	151.00089	-11524.68575
0.68557	1.19018E5	3085.10428	150.34183	-11622.49940
0.68286	1.18868E5	3084.10428	149.68778	-11719.70300
0.68017	1.18719E5	3083.10428	149.03870	-11816.30128
0.67749	1.18571E5	3082.10428	148.39455	-11912.29893
0.67482	1.18423E5	3081.10428	147.75528	-12007.70061
0.67217	1.18276E5	3080.10428	147.12085	-12102.51092
0.66954	1.18129E5	3079.10428	146.49121	-12196.73442
0.66692	1.17984E5	3078.10428	145.86632	-12290.37563
0.66431	1.17838E5	3077.10428	145.24613	-12383.43904
0.66172	1.17694E5	3076.10428	144.63059	-12475.92908
0.65914	1.17550E5	3075.10428	144.01968	-12567.85014
0.65658	1.17406E5	3074.10428	143.41335	-12659.20659
0.65403	1.17263E5	3073.10428	142.81154	-12750.00273
0.65150	1.17121E5	3072.10428	142.21423	-12840.24286
0.64898	1.16980E5	3071.10428	141.62137	-12929.93119
0.64647	1.16839E5	3070.10428	141.03292	-13019.07194
0.64398	1.16698E5	3069.10428	140.44884	-13107.66926
0.64150	1.16558E5	3068.10428	139.86910	-13195.72727
0.63903	1.16419E5	3067.10428	139.29364	-13283.25006
0.63658	1.16280E5	3066.10428	138.72244	-13370.24168
0.63414	1.16142E5	3065.10428	138.15546	-13456.70613
0.63172	1.16004E5	3064.10428	137.59265	-13542.64739
0.62930	1.15867E5	3063.10428	137.03398	-13628.06941
0.62690	1.15731E5	3062.10428	136.47941	-13712.97607
0.62452	1.15595E5	3061.10428	135.92891	-13797.37126
0.62214	1.15460E5	3060.10428	135.38244	-13881.25879
0.61978	1.15325E5	3059.10428	134.83996	-13964.64248
