Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.62958E5	3607.96704	138.57481	-2.91038E-11
0.99983	1.62945E5	3607.87142	138.57481	-8.21741
0.97080	1.61434E5	3606.87142	1510.62358	-1450.43466
0.94293	1.59983E5	3605.87142	1451.50700	-2834.06906
0.91616	1.58587E5	3604.87142	1395.40963	-4162.11877
0.89044	1.57245E5	3603.87142	1342.14588	-5437.39744
0.86572	1.55954E5	3602.87142	1291.54343	-6662.54740
0.84194	1.54710E5	3601.87142	1243.44219	-7840.05185
0.81907	1.53512E5	3600.87142	1197.69330	-8972.24603
0.79705	1.52358E5	3599.87142	1154.15823	-10061.32748
0.77585	1.51246E5	3598.87142	1112.70795	-11109.36550
0.75543	1.50172E5	3597.87142	1073.22221	-12118.30988
0.73575	1.49137E5	3596.87142	1035.58884	-13089.99895
0.71679	1.48137E5	3595.87142	999.70315	-14026.16703
0.69849	1.47172E5	3594.87142	965.46735	-14928.45123
0.68085	1.46239E5	3593.87142	932.79003	-15798.39787
0.66381	1.45337E5	3592.87142	901.58569	-16637.46832
0.64737	1.44465E5	3591.87142	871.77430	-17447.04443
0.63149	1.43622E5	3590.87142	843.28090	-18228.43363
0.61615	1.42806E5	3589.87142	816.03525	-18982.87354
0.60133	1.42016E5	3588.87142	789.97148	-19711.53635
0.58700	1.41251E5	3587.87142	765.02776	-20415.53287
0.57314	1.40510E5	3586.87142	741.14604	-21095.91626
0.55973	1.39792E5	3585.87142	718.27181	-21753.68553
0.54676	1.39095E5	3584.87142	696.35379	-22389.78876
0.53421	1.38420E5	3583.87142	675.34377	-23005.12618
0.52205	1.37765E5	3582.87142	655.19637	-23600.55296
0.51028	1.37129E5	3581.87142	635.86885	-24176.88184
0.49887	1.36512E5	3580.87142	617.32097	-24734.88559
0.48782	1.35912E5	3579.87142	599.51476	-25275.29934
0.47711	1.35330E5	3578.87142	582.41444	-25798.82263
0.46672	1.34764E5	3577.87142	565.98623	-26306.12154
0.45665	1.34214E5	3576.87142	550.19824	-26797.83046
0.44687	1.33679E5	3575.87142	535.02036	-27274.55391
0.43739	1.33158E5	3574.87142	520.42411	-27736.86815
0.42819	1.32652E5	3573.87142	506.38260	-28185.32273
0.41925	1.32159E5	3572.87142	492.87035	-28620.44196
0.41058	1.31679E5	3571.87142	479.86327	-29042.72623
0.40215	1.31212E5	3570.87142	467.33857	-29452.65330
0.39396	1.30756E5	3569.87142	455.27462	-29850.67950
0.38600	1.30313E5	3568.87142	443.65095	-30237.24083
0.37827	1.29880E5	3567.87142	432.44814	-30612.75406
0.37075	1.29459E5	3566.87142	421.64780	-30977.61768
0.36344	1.29047E5	3565.87142	411.23244	-31332.21286
0.35633	1.28646E5	3564.87142	401.18548	-31676.90430
0.34941	1.28255E5	3563.87142	391.49117	-32012.04113
0.34268	1.27873E5	3562.87142	382.13455	-32337.95759
0.33613	1.27499E5	3561.87142	373.10140	-32654.97385
0.32975	1.27135E5	3560.87142	364.37820	-32963.39667
0.32354	1.26779E5	3559.87142	355.95209	-33263.52006
0.31749	1.26431E5	3558.87142	347.81083	-33555.62590
0.31160	1.26091E5	3557.87142	339.94279	-33839.98453
0.30586	1.25759E5	3556.87142	332.33686	-34116.85527
0.30027	1.25434E5	3555.87142	324.98249	-34386.48702
0.29482	1.25116E5	3554.87142	317.86962	-34649.11866
0.28951	1.24805E5	3553.87142	310.98864	-34904.97958
0.28433	1.24501E5	3552.87142	304.33041	-35154.29011
0.27928	1.24203E5	3551.87142	297.88621	-35397.26191
0.27436	1.23911E5	3550.87142	291.64770	-35634.09842
0.26955	1.23626E5	3549.87142	285.60695	-35864.99518
0.26486	1.23346E5	3548.87142	279.75635	-36090.14022
0.26029	1.23072E5	3547.87142	274.08867	-36309.71441
0.25582	1.22803E5	3546.87142	268.59698	-36523.89171
0.25146	1.22540E5	3545.87142	263.27466	-36732.83959
0.24721	1.22282E5	3544.87142	258.11539	-36936.71919
0.24305	1.22029E5	3543.87142	253.11311	-37135.68571
0.23900	1.21781E5	3542.87142	248.26204	-37329.88859
0.23503	1.21537E5	3541.87142	243.55664	-37519.47178
0.23116	1.21298E5	3540.87142	238.99161	-37704.57400
0.22738	1.21063E5	3539.87142	234.56188	-37885.32895
0.22368	1.20833E5	3538.87142	230.26258	-38061.86548
0.22007	1.20607E5	3537.87142	226.08905	-38234.30788
0.21653	1.20385E5	3536.87142	222.03685	-38402.77599
0.21308	1.20167E5	3535.87142	218.10169	-38567.38541
0.20970	1.19953E5	3534.87142	214.27947	-38728.24772
0.20640	1.19742E5	3533.87142	210.56627	-38885.47058
0.20317	1.19535E5	3532.87142	206.95830	-39039.15792
0.20001	1.19332E5	3531.87142	203.45195	-39189.41009
0.19692	1.19132E5	3530.87142	200.04375	-39336.32401
0.19390	1.18935E5	3529.87142	196.73037	-39479.99328
0.19094	1.18741E5	3528.87142	193.50860	-39620.50837
0.18804	1.18551E5	3527.87142	190.37536	-39757.95667
0.18520	1.18364E5	3526.87142	187.32771	-39892.42266
0.18243	1.18179E5	3525.87142	184.36280	-40023.98802
0.17971	1.17998E5	3524.87142	181.47791	-40152.73172
0.17705	1.17819E5	3523.87142	178.67041	-40278.73015
0.17444	1.17643E5	3522.87142	175.93778	-40402.05717
0.17189	1.17470E5	3521.87142	173.27759	-40522.78429
0.16939	1.17299E5	3520.87142	170.68752	-40640.98067
0.16694	1.17131E5	3519.87142	168.16531	-40756.71326
0.16453	1.16965E5	3518.87142	165.70880	-40870.04689
0.16218	1.16802E5	3517.87142	163.31592	-40981.04432
0.15988	1.16641E5	3516.87142	160.98465	-41089.76631
0.15762	1.16482E5	3515.87142	158.71307	-41196.27174
0.15540	1.16326E5	3514.87142	156.49931	-41300.61764
0.15323	1.16172E5	3513.87142	154.34160	-41402.85926
0.15110	1.16019E5	3512.87142	152.23819	-41503.05017
0.14901	1.15869E5	3511.87142	150.18743	-41601.24226
0.14696	1.15721E5	3510.87142	148.18771	-41697.48587
0.14495	1.15575E5	3509.87142	146.23748	-41791.82977
0.14298	1.15430E5	3508.87142	144.33526	-41884.32130
0.14105	1.15288E5	3507.87142	142.47960	-41975.00634
0.13915	1.15147E5	3506.87142	140.66912	-42063.92942
0.13729	1.15008E5	3505.87142	138.90246	-42151.13373
0.13546	1.14871E5	3504.87142	137.17835	-42236.66120
0.13367	1.14736E5	3503.87142	135.49553	-42320.55251
0.13191	1.14602E5	3502.87142	133.85279	-42402.84715
0.13018	1.14470E5	3501.87142	132.24897	-42483.58348
0.12849	1.14339E5	3500.87142	130.68295	-42562.79871
0.12682	1.14210E5	3499.87142	129.15363	-42640.52901
0.12519	1.14082E5	3498.87142	127.65998	-42716.80951
0.12358	1.13956E5	3497.87142	126.20096	-42791.67430
0.12200	1.13831E5	3496.87142	124.77560	-42865.15656
0.12046	1.13708E5	3495.87142	123.38296	-42937.28848
0.11893	1.13586E5	3494.87142	122.02211	-43008.10137
0.11744	1.13465E5	3493.87142	120.69216	-43077.62567
0.11597	1.13346E5	3492.87142	119.39227	-43145.89095
0.11453	1.13227E5	3491.87142	118.12159	-43212.92598
0.11311	1.13111E5	3490.87142	116.87933	-43278.75872
0.11172	1.12995E5	3489.87142	115.66470	-43343.41639
0.11035	1.12880E5	3488.87142	114.47696	-43406.92542
0.10900	1.12767E5	3487.87142	113.31538	-43469.31158
0.10768	1.12655E5	3486.87142	112.17924	-43530.59989
0.10638	1.12544E5	3485.87142	111.06788	-43590.81474
0.10510	1.12434E5	3484.87142	109.98062	-43649.97983
0.10385	1.12325E5	3483.87142	108.91682	-43708.11824
0.10261	1.12217E5	3482.87142	107.87587	-43765.25246
0.10140	1.12110E5	3481.87142	106.85716	-43821.40435
0.10020	1.12004E5	3480.87142	105.86011	-43876.59521
0.09903	1.11899E5	3479.87142	104.88415	-43930.84580
0.09787	1.11796E5	3478.87142	103.92874	-43984.17632
0.09673	1.11693E5	3477.87142	102.99334	-44036.60644
0.09561	1.11590E5	3476.87142	102.07744	-44088.15533
0.09451	1.11489E5	3475.87142	101.18055	-44138.84168
0.09343	1.11389E5	3474.87142	100.30216	-44188.68368
0.09236	1.11290E5	3473.87142	99.44183	-44237.69908
0.09131	1.11191E5	3472.87142	98.59908	-44285.90516
0.09028	1.11093E5	3471.87142	97.77347	-44333.31876
0.08927	1.10996E5	3470.87142	96.96459	-44379.95632
0.08827	1.10900E5	3469.87142	96.17200	-44425.83386
0.08728	1.10805E5	3468.87142	95.39531	-44470.96698
0.08631	1.10710E5	3467.87142	94.63412	-44515.37093
0.08536	1.10616E5	3466.87142	93.88806	-44559.06055
0.08442	1.10523E5	3465.87142	93.15674	-44602.05033
0.08350	1.10431E5	3464.87142	92.43981	-44644.35441
0.08259	1.10339E5	3463.87142	91.73692	-44685.98657
0.08169	1.10248E5	3462.87142	91.04774	-44726.96028
0.08081	1.10157E5	3461.87142	90.37192	-44767.28865
