Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	93757.86873	2404.56205	48.50493	0.00000
0.99999	93753.23044	2404.46642	48.50493	-0.27357
0.99782	93652.36304	2403.46642	100.86740	-48.88900
0.99566	93551.66702	2402.46642	100.69602	-97.35974
0.99350	93451.14174	2401.46642	100.52528	-145.68638
0.99134	93350.78656	2400.46642	100.35517	-193.86954
0.98920	93250.60086	2399.46642	100.18570	-241.90980
0.98705	93150.58400	2398.46642	100.01686	-289.80776
0.98491	93050.73536	2397.46642	99.84864	-337.56403
0.98278	92951.05431	2396.46642	99.68105	-385.17918
0.98064	92851.54023	2395.46642	99.51408	-432.65381
0.97852	92752.19250	2394.46642	99.34773	-479.98850
0.97640	92653.01050	2393.46642	99.18200	-527.18383
0.97428	92553.99361	2392.46642	99.01688	-574.24040
0.97217	92455.14124	2391.46642	98.85238	-621.15877
0.97006	92356.45275	2390.46642	98.68848	-667.93953
0.96796	92257.92756	2389.46642	98.52519	-714.58324
0.96586	92159.56505	2388.46642	98.36251	-761.09048
0.96376	92061.36463	2387.46642	98.20043	-807.46183
0.96167	91963.32568	2386.46642	98.03894	-853.69784
0.95959	91865.44763	2385.46642	97.87806	-899.79909
0.95751	91767.72986	2384.46642	97.71777	-945.76614
0.95543	91670.17179	2383.46642	97.55807	-991.59955
0.95336	91572.77284	2382.46642	97.39896	-1037.29987
0.95129	91475.53240	2381.46642	97.24044	-1082.86767
0.94922	91378.44990	2380.46642	97.08250	-1128.30350
0.94717	91281.52476	2379.46642	96.92514	-1173.60792
0.94511	91184.75639	2378.46642	96.76837	-1218.78146
0.94306	91088.14421	2377.46642	96.61218	-1263.82469
0.94101	90991.68766	2376.46642	96.45656	-1308.73815
0.93897	90895.38615	2375.46642	96.30151	-1353.52238
0.93693	90799.23912	2374.46642	96.14703	-1398.17792
0.93490	90703.24599	2373.46642	95.99313	-1442.70532
0.93287	90607.40620	2372.46642	95.83979	-1487.10511
0.93084	90511.71920	2371.46642	95.68701	-1531.37783
0.92882	90416.18440	2370.46642	95.53480	-1575.52401
0.92680	90320.80126	2369.46642	95.38314	-1619.54419
0.92479	90225.56921	2368.46642	95.23204	-1663.43890
0.92278	90130.48771	2367.46642	95.08150	-1707.20865
0.92077	90035.55620	2366.46642	94.93152	-1750.85399
0.91877	89940.77412	2365.46642	94.78208	-1794.37543
