Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.02983E5	2568.26226	49.44729	-2.91038E-11
0.99999	1.02978E5	2568.16664	49.44729	-0.36239
0.99752	1.02861E5	2567.16664	117.42416	-64.72291
0.99506	1.02743E5	2566.16664	117.17318	-128.86048
0.99261	1.02626E5	2565.16664	116.92328	-192.77611
0.99017	1.02510E5	2564.16664	116.67444	-256.47080
0.98773	1.02393E5	2563.16664	116.42666	-319.94555
0.98530	1.02277E5	2562.16664	116.17994	-383.20134
0.98287	1.02161E5	2561.16664	115.93426	-446.23916
0.98046	1.02046E5	2560.16664	115.68964	-509.06000
0.97805	1.01930E5	2559.16664	115.44605	-571.66482
0.97564	1.01815E5	2558.16664	115.20349	-634.05460
0.97324	1.01700E5	2557.16664	114.96197	-696.23031
0.97085	1.01585E5	2556.16664	114.72147	-758.19290
0.96847	1.01471E5	2555.16664	114.48199	-819.94334
0.96609	1.01357E5	2554.16664	114.24352	-881.48257
0.96372	1.01243E5	2553.16664	114.00607	-942.81154
0.96135	1.01129E5	2552.16664	113.76961	-1003.93120
0.95899	1.01015E5	2551.16664	113.53416	-1064.84248
0.95664	1.00902E5	2550.16664	113.29970	-1125.54632
0.95429	1.00789E5	2549.16664	113.06622	-1186.04364
0.95195	1.00676E5	2548.16664	112.83374	-1246.33537
0.94962	1.00563E5	2547.16664	112.60223	-1306.42242
0.94729	1.00451E5	2546.16664	112.37169	-1366.30572
0.94497	1.00339E5	2545.16664	112.14213	-1425.98618
0.94265	1.00227E5	2544.16664	111.91353	-1485.46469
0.94034	1.00115E5	2543.16664	111.68589	-1544.74217
0.93804	1.00004E5	2542.16664	111.45921	-1603.81950
0.93574	99892.61047	2541.16664	111.23348	-1662.69759
0.93345	99781.60178	2540.16664	111.00869	-1721.37732
0.93117	99670.81694	2539.16664	110.78484	-1779.85957
0.92889	99560.25500	2538.16664	110.56194	-1838.14523
0.92662	99449.91504	2537.16664	110.33996	-1896.23518
0.92435	99339.79613	2536.16664	110.11891	-1954.13027
0.92209	99229.89734	2535.16664	109.89879	-2011.83138
0.91984	99120.21776	2534.16664	109.67958	-2069.33938
0.91759	99010.75647	2533.16664	109.46129	-2126.65512
0.91535	98901.51256	2532.16664	109.24391	-2183.77946
0.91311	98792.48513	2531.16664	109.02743	-2240.71325
0.91088	98683.67328	2530.16664	108.81185	-2297.45733
0.90865	98575.07610	2529.16664	108.59718	-2354.01255
0.90643	98466.69272	2528.16664	108.38339	-2410.37974
0.90422	98358.52223	2527.16664	108.17049	-2466.55975
0.90201	98250.56375	2526.16664	107.95847	-2522.55340
0.89981	98142.81641	2525.16664	107.74734	-2578.36152
0.89761	98035.27934	2524.16664	107.53708	-2633.98493
0.89542	97927.95165	2523.16664	107.32769	-2689.42445
0.89324	97820.83248	2522.16664	107.11917	-2744.68089
0.89106	97713.92097	2521.16664	106.91151	-2799.75507
0.88889	97607.21627	2520.16664	106.70470	-2854.64780
0.88672	97500.71751	2519.16664	106.49876	-2909.35987
0.88456	97394.42385	2518.16664	106.29366	-2963.89209
0.88240	97288.33444	2517.16664	106.08941	-3018.24526
0.88025	97182.44844	2516.16664	105.88600	-3072.42016
0.87810	97076.76500	2515.16664	105.68343	-3126.41758
0.87596	96971.28331	2514.16664	105.48170	-3180.23832
0.87383	96866.00251	2513.16664	105.28079	-3233.88314
0.87170	96760.92180	2512.16664	105.08071	-3287.35283
0.86957	96656.04034	2511.16664	104.88146	-3340.64816
0.86746	96551.35732	2510.16664	104.68302	-3393.76991
0.86534	96446.87192	2509.16664	104.48540	-3446.71883
0.86323	96342.58334	2508.16664	104.28859	-3499.49570
0.86113	96238.49076	2507.16664	104.09258	-3552.10126
