Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.47305E5	3358.31086	67.14134	0.00000
0.99996	1.47298E5	3358.21524	67.14134	-1.82400
0.99251	1.46916E5	3357.21524	382.58395	-324.82722
0.98513	1.46537E5	3356.21524	378.93245	-644.29326
0.97783	1.46161E5	3355.21524	375.33076	-960.27076
0.97061	1.45790E5	3354.21524	371.77804	-1272.80755
0.96347	1.45421E5	3353.21524	368.27349	-1581.95068
0.95639	1.45057E5	3352.21524	364.81631	-1887.74642
0.94939	1.44695E5	3351.21524	361.40574	-2190.24029
0.94246	1.44337E5	3350.21524	358.04101	-2489.47703
0.93560	1.43982E5	3349.21524	354.72137	-2785.50069
0.92881	1.43631E5	3348.21524	351.44609	-3078.35458
0.92209	1.43283E5	3347.21524	348.21445	-3368.08130
0.91544	1.42938E5	3346.21524	345.02576	-3654.72278
0.90885	1.42596E5	3345.21524	341.87931	-3938.32025
0.90233	1.42257E5	3344.21524	338.77443	-4218.91430
0.89588	1.41921E5	3343.21524	335.71045	-4496.54484
0.88949	1.41589E5	3342.21524	332.68672	-4771.25116
0.88316	1.41259E5	3341.21524	329.70261	-5043.07191
0.87690	1.40932E5	3340.21524	326.75747	-5312.04514
0.87069	1.40608E5	3339.21524	323.85070	-5578.20828
0.86455	1.40287E5	3338.21524	320.98168	-5841.59818
0.85847	1.39969E5	3337.21524	318.14983	-6102.25108
0.85245	1.39654E5	3336.21524	315.35456	-6360.20268
0.84649	1.39341E5	3335.21524	312.59529	-6615.48811
0.84059	1.39031E5	3334.21524	309.87147	-6868.14195
0.83474	1.38724E5	3333.21524	307.18254	-7118.19822
0.82895	1.38420E5	3332.21524	304.52797	-7365.69043
0.82322	1.38118E5	3331.21524	301.90721	-7610.65156
0.81754	1.37818E5	3330.21524	299.31975	-7853.11410
0.81192	1.37522E5	3329.21524	296.76508	-8093.11000
0.80635	1.37227E5	3328.21524	294.24268	-8330.67075
0.80084	1.36936E5	3327.21524	291.75208	-8565.82734
0.79537	1.36646E5	3326.21524	289.29277	-8798.61027
0.78996	1.36360E5	3325.21524	286.86428	-9029.04962
0.78460	1.36075E5	3324.21524	284.46615	-9257.17495
0.77929	1.35793E5	3323.21524	282.09792	-9483.01543
0.77403	1.35513E5	3322.21524	279.75912	-9706.59974
0.76882	1.35236E5	3321.21524	277.44933	-9927.95614
0.76366	1.34961E5	3320.21524	275.16810	-10147.11249
0.75855	1.34688E5	3319.21524	272.91500	-10364.09618
0.75349	1.34417E5	3318.21524	270.68962	-10578.93424
0.74847	1.34149E5	3317.21524	268.49154	-10791.65326
0.74350	1.33882E5	3316.21524	266.32035	-11002.27945
0.73858	1.33618E5	3315.21524	264.17566	-11210.83861
0.73370	1.33356E5	3314.21524	262.05707	-11417.35618
0.72886	1.33096E5	3313.21524	259.96420	-11621.85722
0.72407	1.32838E5	3312.21524	257.89666	-11824.36640
0.71933	1.32582E5	3311.21524	255.85409	-12024.90803
0.71463	1.32328E5	3310.21524	253.83613	-12223.50609
0.70997	1.32077E5	3309.21524	251.84240	-12420.18418
0.70535	1.31827E5	3308.21524	249.87257	-12614.96557
0.70077	1.31579E5	3307.21524	247.92627	-12807.87317
0.69624	1.31333E5	3306.21524	246.00317	-12998.92957
0.69175	1.31089E5	3305.21524	244.10294	-13188.15704
0.68730	1.30846E5	3304.21524	242.22524	-13375.57752
0.68288	1.30606E5	3303.21524	240.36975	-13561.21262
0.67851	1.30368E5	3302.21524	238.53615	-13745.08365
0.67418	1.30131E5	3301.21524	236.72413	-13927.21163
0.66988	1.29896E5	3300.21524	234.93338	-14107.61725
0.66562	1.29663E5	3299.21524	233.16359	-14286.32091
0.66140	1.29431E5	3298.21524	231.41447	-14463.34274
0.65722	1.29202E5	3297.21524	229.68573	-14638.70255
0.65308	1.28974E5	3296.21524	227.97708	-14812.41990
0.64897	1.28747E5	3295.21524	226.28823	-14984.51405
0.64490	1.28523E5	3294.21524	224.61890	-15155.00400
0.64086	1.28300E5	3293.21524	222.96882	-15323.90848
0.63686	1.28078E5	3292.21524	221.33773	-15491.24595
0.63289	1.27859E5	3291.21524	219.72535	-15657.03463
0.62896	1.27641E5	3290.21524	218.13143	-15821.29246
0.62506	1.27424E5	3289.21524	216.55571	-15984.03714
0.62119	1.27209E5	3288.21524	214.99793	-16145.28613
0.61736	1.26996E5	3287.21524	213.45786	-16305.05664
0.61356	1.26784E5	3286.21524	211.93523	-16463.36564
0.60980	1.26573E5	3285.21524	210.42982	-16620.22987
0.60606	1.26364E5	3284.21524	208.94139	-16775.66584
0.60236	1.26157E5	3283.21524	207.46970	-16929.68983
0.59869	1.25951E5	3282.21524	206.01453	-17082.31789
0.59505	1.25746E5	3281.21524	204.57565	-17233.56586
0.59144	1.25543E5	3280.21524	203.15284	-17383.44937
0.58787	1.25341E5	3279.21524	201.74589	-17531.98381
0.58432	1.25141E5	3278.21524	200.35456	-17679.18439
0.58080	1.24942E5	3277.21524	198.97867	-17825.06610
0.57731	1.24744E5	3276.21524	197.61799	-17969.64373
0.57385	1.24548E5	3275.21524	196.27232	-18112.93186
0.57042	1.24353E5	3274.21524	194.94147	-18254.94489
0.56702	1.24159E5	3273.21524	193.62523	-18395.69702
0.56365	1.23967E5	3272.21524	192.32341	-18535.20225
0.56030	1.23776E5	3271.21524	191.03582	-18673.47441
0.55698	1.23586E5	3270.21524	189.76226	-18810.52713
0.55369	1.23398E5	3269.21524	188.50256	-18946.37387
0.55043	1.23211E5	3268.21524	187.25652	-19081.02790
0.54719	1.23025E5	3267.21524	186.02397	-19214.50232
0.54398	1.22840E5	3266.21524	184.80474	-19346.81006
0.54080	1.22656E5	3265.21524	183.59863	-19477.96388
0.53764	1.22474E5	3264.21524	182.40550	-19607.97637
0.53451	1.22293E5	3263.21524	181.22515	-19736.85994
0.53140	1.22113E5	3262.21524	180.05744	-19864.62686
0.52832	1.21934E5	3261.21524	178.90219	-19991.28922
0.52526	1.21756E5	3260.21524	177.75923	-20116.85898
0.52223	1.21579E5	3259.21524	176.62843	-20241.34790
0.51922	1.21404E5	3258.21524	175.50960	-20364.76764
0.51624	1.21229E5	3257.21524	174.40261	-20487.12967
0.51328	1.21056E5	3256.21524	173.30729	-20608.44532
0.51034	1.20884E5	3255.21524	172.22351	-20728.72578
0.50743	1.20713E5	3254.21524	171.15110	-20847.98210
0.50454	1.20543E5	3253.21524	170.08993	-20966.22518
0.50167	1.20373E5	3252.21524	169.03985	-21083.46578
0.49883	1.20205E5	3251.21524	168.00073	-21199.71452
0.49601	1.20039E5	3250.21524	166.97241	-21314.98190
0.49321	1.19873E5	3249.21524	165.95477	-21429.27826
0.49043	1.19708E5	3248.21524	164.94767	-21542.61384
0.48767	1.19544E5	3247.21524	163.95098	-21654.99873
0.48494	1.19381E5	3246.21524	162.96456	-21766.44289
0.48223	1.19219E5	3245.21524	161.98829	-21876.95616
0.47953	1.19058E5	3244.21524	161.02204	-21986.54827
0.47686	1.18898E5	3243.21524	160.06569	-22095.22880
0.47421	1.18739E5	3242.21524	159.11910	-22203.00724
0.47158	1.18580E5	3241.21524	158.18217	-22309.89293
0.46897	1.18423E5	3240.21524	157.25477	-22415.89512
0.46639	1.18267E5	3239.21524	156.33678	-22521.02293
0.46382	1.18111E5	3238.21524	155.42808	-22625.28537
