Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.00783E5	2540.59857	48.48975	0.00000
0.99999	1.00779E5	2540.50295	48.48975	-0.30751
0.99778	1.00671E5	2539.50295	107.29627	-54.91703
0.99558	1.00564E5	2538.50295	107.08169	-109.33928
0.99339	1.00457E5	2537.50295	106.86798	-163.57507
0.99120	1.00351E5	2536.50295	106.65512	-217.62520
0.98901	1.00244E5	2535.50295	106.44313	-271.49048
0.98684	1.00138E5	2534.50295	106.23198	-325.17170
0.98467	1.00032E5	2533.50295	106.02169	-378.66965
0.98250	99926.28067	2532.50295	105.81224	-431.98514
0.98034	99820.67704	2531.50295	105.60363	-485.11893
0.97819	99715.28118	2530.50295	105.39585	-538.07182
0.97604	99610.09227	2529.50295	105.18891	-590.84457
0.97390	99505.10947	2528.50295	104.98280	-643.43798
0.97176	99400.33196	2527.50295	104.77751	-695.85279
0.96963	99295.75892	2526.50295	104.57304	-748.08979
0.96750	99191.38953	2525.50295	104.36939	-800.14974
0.96538	99087.22299	2524.50295	104.16654	-852.03339
0.96327	98983.25848	2523.50295	103.96451	-903.74150
0.96116	98879.49520	2522.50295	103.76328	-955.27482
0.95906	98775.93235	2521.50295	103.56285	-1006.63410
0.95696	98672.56914	2520.50295	103.36321	-1057.82009
0.95487	98569.40477	2519.50295	103.16437	-1108.83352
0.95278	98466.43846	2518.50295	102.96631	-1159.67513
0.95070	98363.66941	2517.50295	102.76904	-1210.34566
0.94862	98261.09686	2516.50295	102.57255	-1260.84584
0.94655	98158.72002	2515.50295	102.37684	-1311.17639
0.94449	98056.53812	2514.50295	102.18190	-1361.33804
0.94243	97954.55040	2513.50295	101.98773	-1411.33151
0.94037	97852.75607	2512.50295	101.79432	-1461.15751
0.93832	97751.15440	2511.50295	101.60168	-1510.81675
0.93628	97649.74461	2510.50295	101.40979	-1560.30995
0.93424	97548.52595	2509.50295	101.21866	-1609.63782
0.93221	97447.49768	2508.50295	101.02827	-1658.80104
0.93018	97346.65904	2507.50295	100.83864	-1707.80033
0.92816	97246.00929	2506.50295	100.64975	-1756.63638
0.92614	97145.54770	2505.50295	100.46159	-1805.30989
0.92413	97045.27352	2504.50295	100.27418	-1853.82153
0.92212	96945.18602	2503.50295	100.08750	-1902.17201
0.92012	96845.28448	2502.50295	99.90154	-1950.36199
0.91812	96745.56817	2501.50295	99.71631	-1998.39217
0.91613	96646.03637	2500.50295	99.53181	-2046.26321
0.91414	96546.68835	2499.50295	99.34802	-2093.97580
0.91216	96447.52340	2498.50295	99.16494	-2141.53059
0.91019	96348.54082	2497.50295	98.98258	-2188.92826
0.90821	96249.73989	2496.50295	98.80093	-2236.16947
0.90625	96151.11991	2495.50295	98.61998	-2283.25489
