Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.42896E5	3299.15558	62.17385	-2.91038E-11
0.99997	1.42890E5	3299.05995	62.17385	-1.42810
0.99378	1.42577E5	3298.05995	313.01964	-254.58794
0.98765	1.42266E5	3297.05995	310.53699	-505.37183
0.98158	1.41958E5	3296.05995	308.08327	-753.80776
0.97556	1.41652E5	3295.05995	305.65805	-0999.92330
0.96959	1.41349E5	3294.05995	303.26094	-1243.74567
0.96367	1.41048E5	3293.05995	300.89154	-1485.30165
0.95780	1.40750E5	3292.05995	298.54946	-1724.61770
0.95199	1.40453E5	3291.05995	296.23432	-1961.71987
0.94622	1.40159E5	3290.05995	293.94575	-2196.63385
0.94051	1.39868E5	3289.05995	291.68338	-2429.38497
0.93484	1.39578E5	3288.05995	289.44684	-2659.99824
0.92922	1.39291E5	3287.05995	287.23577	-2888.49826
0.92365	1.39006E5	3286.05995	285.04983	-3114.90935
0.91813	1.38723E5	3285.05995	282.88866	-3339.25545
0.91265	1.38442E5	3284.05995	280.75193	-3561.56019
0.90722	1.38164E5	3283.05995	278.63930	-3781.84687
0.90184	1.37887E5	3282.05995	276.55044	-4000.13846
0.89650	1.37613E5	3281.05995	274.48502	-4216.45763
0.89121	1.37340E5	3280.05995	272.44274	-4430.82673
0.88596	1.37070E5	3279.05995	270.42326	-4643.26781
0.88076	1.36801E5	3278.05995	268.42630	-4853.80262
0.87559	1.36535E5	3277.05995	266.45153	-5062.45261
0.87048	1.36270E5	3276.05995	264.49866	-5269.23893
0.86540	1.36008E5	3275.05995	262.56740	-5474.18246
0.86037	1.35747E5	3274.05995	260.65745	-5677.30380
0.85537	1.35488E5	3273.05995	258.76854	-5878.62326
0.85042	1.35232E5	3272.05995	256.90037	-6078.16088
0.84551	1.34976E5	3271.05995	255.05268	-6275.93643
0.84064	1.34723E5	3270.05995	253.22518	-6471.96942
0.83581	1.34472E5	3269.05995	251.41763	-6666.27911
0.83102	1.34222E5	3268.05995	249.62973	-6858.88448
0.82627	1.33974E5	3267.05995	247.86125	-7049.80428
0.82156	1.33728E5	3266.05995	246.11192	-7239.05699
0.81688	1.33484E5	3265.05995	244.38150	-7426.66087
0.81225	1.33241E5	3264.05995	242.66973	-7612.63392
0.80765	1.33000E5	3263.05995	240.97636	-7796.99390
0.80308	1.32761E5	3262.05995	239.30117	-7979.75837
0.79856	1.32523E5	3261.05995	237.64391	-8160.94462
0.79407	1.32287E5	3260.05995	236.00435	-8340.56973
0.78961	1.32053E5	3259.05995	234.38226	-8518.65057
0.78520	1.31820E5	3258.05995	232.77741	-8695.20376
0.78081	1.31589E5	3257.05995	231.18958	-8870.24574
0.77646	1.31359E5	3256.05995	229.61856	-9043.79271
0.77215	1.31131E5	3255.05995	228.06413	-9215.86068
0.76787	1.30905E5	3254.05995	226.52606	-9386.46543
0.76363	1.30680E5	3253.05995	225.00417	-9555.62256
0.75941	1.30456E5	3252.05995	223.49823	-9723.34746
0.75523	1.30234E5	3251.05995	222.00804	-9889.65533
0.75109	1.30014E5	3250.05995	220.53341	-10054.56115
0.74697	1.29795E5	3249.05995	219.07414	-10218.07974
0.74289	1.29577E5	3248.05995	217.63003	-10380.22572
0.73884	1.29361E5	3247.05995	216.20090	-10541.01353
0.73482	1.29146E5	3246.05995	214.78655	-10700.45741
0.73083	1.28933E5	3245.05995	213.38679	-10858.57143
0.72687	1.28721E5	3244.05995	212.00145	-11015.36949
0.72295	1.28510E5	3243.05995	210.63034	-11170.86531
0.71905	1.28301E5	3242.05995	209.27329	-11325.07244
0.71518	1.28093E5	3241.05995	207.93013	-11478.00424
0.71135	1.27886E5	3240.05995	206.60067	-11629.67393
0.70754	1.27681E5	3239.05995	205.28475	-11780.09456
0.70376	1.27477E5	3238.05995	203.98220	-11929.27901
0.70001	1.27274E5	3237.05995	202.69286	-12077.23999
0.69629	1.27073E5	3236.05995	201.41656	-12223.99008
0.69259	1.26873E5	3235.05995	200.15314	-12369.54167
0.68893	1.26674E5	3234.05995	198.90245	-12513.90704
0.68529	1.26476E5	3233.05995	197.66433	-12657.09828
0.68168	1.26280E5	3232.05995	196.43863	-12799.12734
0.67809	1.26084E5	3231.05995	195.22519	-12940.00605
0.67454	1.25890E5	3230.05995	194.02386	-13079.74605
0.67101	1.25697E5	3229.05995	192.83451	-13218.35889
0.66750	1.25506E5	3228.05995	191.65697	-13355.85593
0.66402	1.25315E5	3227.05995	190.49112	-13492.24842
0.66057	1.25126E5	3226.05995	189.33681	-13627.54747
0.65714	1.24938E5	3225.05995	188.19389	-13761.76405
0.65374	1.24751E5	3224.05995	187.06225	-13894.90900
0.65036	1.24565E5	3223.05995	185.94172	-14026.99303
0.64701	1.24380E5	3222.05995	184.83220	-14158.02672
0.64369	1.24196E5	3221.05995	183.73354	-14288.02053
0.64038	1.24014E5	3220.05995	182.64561	-14416.98478
0.63710	1.23832E5	3219.05995	181.56829	-14544.92967
0.63385	1.23652E5	3218.05995	180.50146	-14671.86529
0.63062	1.23472E5	3217.05995	179.44498	-14797.80160
0.62741	1.23294E5	3216.05995	178.39873	-14922.74845
0.62423	1.23116E5	3215.05995	177.36260	-15046.71557
0.62106	1.22940E5	3214.05995	176.33647	-15169.71255
0.61793	1.22765E5	3213.05995	175.32021	-15291.74892
0.61481	1.22590E5	3212.05995	174.31372	-15412.83404
0.61171	1.22417E5	3211.05995	173.31687	-15532.97720
0.60864	1.22245E5	3210.05995	172.32956	-15652.18756
0.60559	1.22073E5	3209.05995	171.35168	-15770.47419
0.60257	1.21903E5	3208.05995	170.38311	-15887.84604
0.59956	1.21734E5	3207.05995	169.42374	-16004.31195
0.59657	1.21565E5	3206.05995	168.47348	-16119.88068
0.59361	1.21398E5	3205.05995	167.53221	-16234.56087
0.59067	1.21231E5	3204.05995	166.59984	-16348.36106
0.58774	1.21065E5	3203.05995	165.67625	-16461.28970
0.58484	1.20901E5	3202.05995	164.76135	-16573.35514
0.58196	1.20737E5	3201.05995	163.85504	-16684.56562
0.57910	1.20574E5	3200.05995	162.95722	-16794.92931
0.57626	1.20412E5	3199.05995	162.06780	-16904.45427
0.57344	1.20250E5	3198.05995	161.18667	-17013.14846
0.57064	1.20090E5	3197.05995	160.31375	-17121.01978
0.56785	1.19931E5	3196.05995	159.44894	-17228.07600
0.56509	1.19772E5	3195.05995	158.59215	-17334.32483
0.56235	1.19614E5	3194.05995	157.74329	-17439.77388
0.55962	1.19457E5	3193.05995	156.90226	-17544.43068
0.55691	1.19301E5	3192.05995	156.06899	-17648.30267
0.55423	1.19146E5	3191.05995	155.24338	-17751.39721
0.55156	1.18992E5	3190.05995	154.42535	-17853.72156
0.54891	1.18838E5	3189.05995	153.61481	-17955.28293
0.54627	1.18685E5	3188.05995	152.81168	-18056.08842
0.54366	1.18533E5	3187.05995	152.01587	-18156.14508
0.54106	1.18382E5	3186.05995	151.22732	-18255.45983
0.53848	1.18232E5	3185.05995	150.44592	-18354.03958
0.53592	1.18082E5	3184.05995	149.67162	-18451.89111
0.53338	1.17933E5	3183.05995	148.90432	-18549.02114
0.53085	1.17785E5	3182.05995	148.14394	-18645.43633
0.52834	1.17637E5	3181.05995	147.39043	-18741.14324
0.52585	1.17491E5	3180.05995	146.64369	-18836.14839
0.52337	1.17345E5	3179.05995	145.90365	-18930.45820
0.52091	1.17200E5	3178.05995	145.17025	-19024.07902
0.51847	1.17055E5	3177.05995	144.44340	-19117.01716
0.51604	1.16912E5	3176.05995	143.72304	-19209.27882
0.51363	1.16769E5	3175.05995	143.00909	-19300.87016
0.51123	1.16626E5	3174.05995	142.30149	-19391.79727
0.50885	1.16485E5	3173.05995	141.60017	-19482.06615
0.50649	1.16344E5	3172.05995	140.90506	-19571.68277
0.50414	1.16204E5	3171.05995	140.21609	-19660.65302
0.50181	1.16064E5	3170.05995	139.53319	-19748.98271
0.49949	1.15925E5	3169.05995	138.85630	-19836.67760
0.49719	1.15787E5	3168.05995	138.18536	-19923.74340
0.49491	1.15649E5	3167.05995	137.52030	-20010.18574
0.49263	1.15513E5	3166.05995	136.86106	-20096.01019
0.49038	1.15376E5	3165.05995	136.20758	-20181.22228
0.48813	1.15241E5	3164.05995	135.55979	-20265.82745
0.48591	1.15106E5	3163.05995	134.91764	-20349.83112
0.48369	1.14972E5	3162.05995	134.28106	-20433.23860
0.48149	1.14838E5	3161.05995	133.65000	-20516.05520
0.47931	1.14705E5	3160.05995	133.02439	-20598.28614
0.47714	1.14573E5	3159.05995	132.40419	-20679.93658
0.47498	1.14441E5	3158.05995	131.78932	-20761.01165
0.47284	1.14310E5	3157.05995	131.17974	-20841.51641
0.47071	1.14179E5	3156.05995	130.57540	-20921.45585
0.46860	1.14049E5	3155.05995	129.97623	-21000.83496
0.46649	1.13920E5	3154.05995	129.38218	-21079.65861
0.46441	1.13791E5	3153.05995	128.79319	-21157.93167
0.46233	1.13663E5	3152.05995	128.20923	-21235.65894
0.46027	1.13535E5	3151.05995	127.63022	-21312.84516
0.45822	1.13408E5	3150.05995	127.05613	-21389.49504
0.45618	1.13281E5	3149.05995	126.48690	-21465.61323
0.45416	1.13156E5	3148.05995	125.92248	-21541.20433
0.45215	1.13030E5	3147.05995	125.36282	-21616.27290
0.45015	1.12905E5	3146.05995	124.80787	-21690.82344
0.44817	1.12781E5	3145.05995	124.25758	-21764.86042
0.44619	1.12657E5	3144.05995	123.71190	-21838.38825
0.44423	1.12534E5	3143.05995	123.17080	-21911.41130
0.44229	1.12412E5	3142.05995	122.63421	-21983.93389
0.44035	1.12290E5	3141.05995	122.10210	-22055.96031
0.43843	1.12168E5	3140.05995	121.57442	-22127.49478
0.43651	1.12047E5	3139.05995	121.05112	-22198.54150
0.43461	1.11926E5	3138.05995	120.53216	-22269.10463
0.43273	1.11806E5	3137.05995	120.01749	-22339.18825
0.43085	1.11687E5	3136.05995	119.50708	-22408.79645
0.42898	1.11568E5	3135.05995	119.00087	-22477.93324
0.42713	1.11449E5	3134.05995	118.49883	-22546.60261
0.42529	1.11331E5	3133.05995	118.00091	-22614.80850
0.42346	1.11214E5	3132.05995	117.50707	-22682.55480
0.42164	1.11097E5	3131.05995	117.01728	-22749.84538
0.41983	1.10980E5	3130.05995	116.53148	-22816.68407
0.41803	1.10864E5	3129.05995	116.04965	-22883.07465
0.41624	1.10749E5	3128.05995	115.57174	-22949.02087
0.41447	1.10634E5	3127.05995	115.09770	-23014.52643
0.41270	1.10519E5	3126.05995	114.62751	-23079.59500
0.41095	1.10405E5	3125.05995	114.16113	-23144.23023
0.40920	1.10291E5	3124.05995	113.69851	-23208.43571
0.40747	1.10178E5	3123.05995	113.23963	-23272.21500
0.40575	1.10065E5	3122.05995	112.78443	-23335.57163
0.40404	1.09953E5	3121.05995	112.33289	-23398.50909
0.40233	1.09841E5	3120.05995	111.88497	-23461.03084
0.40064	1.09729E5	3119.05995	111.44064	-23523.14030
0.39896	1.09618E5	3118.05995	110.99985	-23584.84086
0.39729	1.09508E5	3117.05995	110.56258	-23646.13588
0.39562	1.09398E5	3116.05995	110.12879	-23707.02868
0.39397	1.09288E5	3115.05995	109.69845	-23767.52254
0.39233	1.09179E5	3114.05995	109.27152	-23827.62074
0.39070	1.09070E5	3113.05995	108.84797	-23887.32648
0.38907	1.08961E5	3112.05995	108.42776	-23946.64297
0.38746	1.08853E5	3111.05995	108.01087	-24005.57337
0.38586	1.08746E5	3110.05995	107.59726	-24064.12081
0.38426	1.08639E5	3109.05995	107.18690	-24122.28839
0.38268	1.08532E5	3108.05995	106.77975	-24180.07919
0.38110	1.08425E5	3107.05995	106.37580	-24237.49623
0.37954	1.08320E5	3106.05995	105.97500	-24294.54255
0.37798	1.08214E5	3105.05995	105.57733	-24351.22110
0.37643	1.08109E5	3104.05995	105.18275	-24407.53487
0.37489	1.08004E5	3103.05995	104.79124	-24463.48675
0.37336	1.07900E5	3102.05995	104.40277	-24519.07966
0.37184	1.07796E5	3101.05995	104.01731	-24574.31647
0.37032	1.07692E5	3100.05995	103.63482	-24629.20000
0.36882	1.07589E5	3099.05995	103.25529	-24683.73309
