Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.50075E5	3412.14261	71.69259	0.00000
0.99995	1.50068E5	3412.04699	71.69259	-2.19481
0.99115	1.49617E5	3411.04699	450.62755	-390.71442
0.98246	1.49172E5	3410.04699	445.43736	-774.19807
0.97387	1.48731E5	3409.04699	440.33123	-1152.72793
0.96539	1.48296E5	3408.04699	435.30750	-1526.38457
0.95701	1.47866E5	3407.04699	430.36456	-1895.24697
0.94874	1.47440E5	3406.04699	425.50084	-2259.39256
0.94057	1.47019E5	3405.04699	420.71481	-2618.89726
0.93249	1.46603E5	3404.04699	416.00495	-2973.83554
0.92452	1.46192E5	3403.04699	411.36980	-3324.28039
0.91664	1.45785E5	3402.04699	406.80793	-3670.30343
0.90885	1.45383E5	3401.04699	402.31792	-4011.97486
0.90116	1.44985E5	3400.04699	397.89841	-4349.36358
0.89355	1.44591E5	3399.04699	393.54806	-4682.53714
0.88604	1.44202E5	3398.04699	389.26555	-5011.56183
0.87862	1.43817E5	3397.04699	385.04961	-5336.50265
0.87129	1.43436E5	3396.04699	380.89898	-5657.42340
0.86404	1.43059E5	3395.04699	376.81243	-5974.38667
0.85687	1.42687E5	3394.04699	372.78876	-6287.45386
0.84979	1.42318E5	3393.04699	368.82680	-6596.68525
0.84280	1.41953E5	3392.04699	364.92541	-6902.13996
0.83588	1.41592E5	3391.04699	361.08346	-7203.87603
0.82904	1.41235E5	3390.04699	357.29985	-7501.95043
0.82228	1.40881E5	3389.04699	353.57352	-7796.41906
0.81560	1.40531E5	3388.04699	349.90340	-8087.33680
0.80900	1.40185E5	3387.04699	346.28847	-8374.75752
0.80247	1.39842E5	3386.04699	342.72773	-8658.73410
0.79602	1.39503E5	3385.04699	339.22019	-8939.31847
0.78963	1.39167E5	3384.04699	335.76489	-9216.56159
0.78332	1.38835E5	3383.04699	332.36087	-9490.51352
0.77709	1.38506E5	3382.04699	329.00723	-9761.22341
0.77092	1.38180E5	3381.04699	325.70306	-10028.73951
0.76482	1.37858E5	3380.04699	322.44746	-10293.10922
0.75879	1.37538E5	3379.04699	319.23958	-10554.37908
0.75282	1.37222E5	3378.04699	316.07857	-10812.59481
0.74692	1.36909E5	3377.04699	312.96359	-11067.80132
0.74109	1.36599E5	3376.04699	309.89384	-11320.04269
0.73532	1.36293E5	3375.04699	306.86852	-11569.36227
0.72961	1.35989E5	3374.04699	303.88684	-11815.80261
0.72397	1.35688E5	3373.04699	300.94805	-12059.40552
0.71839	1.35390E5	3372.04699	298.05139	-12300.21209
0.71287	1.35094E5	3371.04699	295.19614	-12538.26267
0.70740	1.34802E5	3370.04699	292.38157	-12773.59694
0.70200	1.34512E5	3369.04699	289.60698	-13006.25385
0.69666	1.34226E5	3368.04699	286.87168	-13236.27171
0.69137	1.33941E5	3367.04699	284.17500	-13463.68816
0.68614	1.33660E5	3366.04699	281.51628	-13688.54017
0.68096	1.33381E5	3365.04699	278.89487	-13910.86412
0.67584	1.33105E5	3364.04699	276.31012	-14130.69572
0.67078	1.32831E5	3363.04699	273.76143	-14348.07011
0.66577	1.32560E5	3362.04699	271.24818	-14563.02181
0.66081	1.32291E5	3361.04699	268.76976	-14775.58476
0.65590	1.32025E5	3360.04699	266.32561	-14985.79233
0.65104	1.31761E5	3359.04699	263.91513	-15193.67733
0.64624	1.31499E5	3358.04699	261.53777	-15399.27200
0.64148	1.31240E5	3357.04699	259.19298	-15602.60807
0.63678	1.30983E5	3356.04699	256.88021	-15803.71671
0.63212	1.30728E5	3355.04699	254.59893	-16002.62860
0.62751	1.30476E5	3354.04699	252.34863	-16199.37388
0.62295	1.30226E5	3353.04699	250.12878	-16393.98221
0.61843	1.29978E5	3352.04699	247.93890	-16586.48277
0.61396	1.29732E5	3351.04699	245.77849	-16776.90424
0.60954	1.29489E5	3350.04699	243.64706	-16965.27483
0.60516	1.29247E5	3349.04699	241.54416	-17151.62229
0.60083	1.29008E5	3348.04699	239.46930	-17335.97394
0.59654	1.28770E5	3347.04699	237.42204	-17518.35662
0.59229	1.28535E5	3346.04699	235.40194	-17698.79676
0.58808	1.28301E5	3345.04699	233.40854	-17877.32034
0.58392	1.28070E5	3344.04699	231.44144	-18053.95295
0.57980	1.27840E5	3343.04699	229.50020	-18228.71974
0.57572	1.27613E5	3342.04699	227.58441	-18401.64548
0.57168	1.27387E5	3341.04699	225.69367	-18572.75452
0.56768	1.27163E5	3340.04699	223.82757	-18742.07084
0.56372	1.26941E5	3339.04699	221.98574	-18909.61803
0.55980	1.26721E5	3338.04699	220.16777	-19075.41931
0.55592	1.26503E5	3337.04699	218.37331	-19239.49752
0.55207	1.26286E5	3336.04699	216.60198	-19401.87517
0.54826	1.26071E5	3335.04699	214.85341	-19562.57437
0.54449	1.25858E5	3334.04699	213.12725	-19721.61693
0.54076	1.25647E5	3333.04699	211.42316	-19879.02428
0.53706	1.25437E5	3332.04699	209.74079	-20034.81755
0.53340	1.25229E5	3331.04699	208.07979	-20189.01750
0.52977	1.25023E5	3330.04699	206.43986	-20341.64461
0.52618	1.24818E5	3329.04699	204.82065	-20492.71902
0.52263	1.24614E5	3328.04699	203.22185	-20642.26056
0.51910	1.24413E5	3327.04699	201.64314	-20790.28876
0.51561	1.24213E5	3326.04699	200.08423	-20936.82284
0.51215	1.24014E5	3325.04699	198.54480	-21081.88174
0.50873	1.23817E5	3324.04699	197.02457	-21225.48410
0.50534	1.23622E5	3323.04699	195.52323	-21367.64828
0.50198	1.23428E5	3322.04699	194.04051	-21508.39236
0.49865	1.23235E5	3321.04699	192.57613	-21647.73415
0.49535	1.23044E5	3320.04699	191.12980	-21785.69119
0.49208	1.22854E5	3319.04699	189.70126	-21922.28074
0.48885	1.22666E5	3318.04699	188.29024	-22057.51982
0.48564	1.22479E5	3317.04699	186.89648	-22191.42520
0.48247	1.22293E5	3316.04699	185.51972	-22324.01336
0.47932	1.22109E5	3315.04699	184.15971	-22455.30059
0.47620	1.21927E5	3314.04699	182.81621	-22585.30289
0.47311	1.21745E5	3313.04699	181.48896	-22714.03604
0.47005	1.21565E5	3312.04699	180.17773	-22841.51560
0.46702	1.21386E5	3311.04699	178.88229	-22967.75688
0.46401	1.21208E5	3310.04699	177.60240	-23092.77497
0.46103	1.21032E5	3309.04699	176.33783	-23216.58475
0.45808	1.20857E5	3308.04699	175.08836	-23339.20087
0.45515	1.20683E5	3307.04699	173.85378	-23460.63775
0.45226	1.20510E5	3306.04699	172.63386	-23580.90964
0.44938	1.20339E5	3305.04699	171.42840	-23700.03056
0.44654	1.20169E5	3304.04699	170.23718	-23818.01431
0.44372	1.20000E5	3303.04699	169.06000	-23934.87452
0.44092	1.19832E5	3302.04699	167.89666	-24050.62461
0.43815	1.19665E5	3301.04699	166.74695	-24165.27781
0.43540	1.19499E5	3300.04699	165.61070	-24278.84715
0.43268	1.19335E5	3299.04699	164.48770	-24391.34548
0.42998	1.19172E5	3298.04699	163.37776	-24502.78548
0.42731	1.19009E5	3297.04699	162.28070	-24613.17962
0.42465	1.18848E5	3296.04699	161.19634	-24722.54023
0.42203	1.18688E5	3295.04699	160.12450	-24830.87942
0.41942	1.18529E5	3294.04699	159.06500	-24938.20917
0.41684	1.18371E5	3293.04699	158.01767	-25044.54127
0.41428	1.18214E5	3292.04699	156.98234	-25149.88735
0.41174	1.18058E5	3291.04699	155.95884	-25254.25887
0.40923	1.17903E5	3290.04699	154.94701	-25357.66713
0.40673	1.17749E5	3289.04699	153.94668	-25460.12328
0.40426	1.17596E5	3288.04699	152.95769	-25561.63832
0.40181	1.17444E5	3287.04699	151.97989	-25662.22307
0.39938	1.17293E5	3286.04699	151.01313	-25761.88823
0.39697	1.17143E5	3285.04699	150.05724	-25860.64433
0.39458	1.16994E5	3284.04699	149.11209	-25958.50177
0.39221	1.16846E5	3283.04699	148.17752	-26055.47081
0.38986	1.16699E5	3282.04699	147.25339	-26151.56154
0.38753	1.16552E5	3281.04699	146.33956	-26246.78393
0.38522	1.16407E5	3280.04699	145.43589	-26341.14784
0.38293	1.16262E5	3279.04699	144.54224	-26434.66295
0.38066	1.16119E5	3278.04699	143.65847	-26527.33883
0.37841	1.15976E5	3277.04699	142.78445	-26619.18492
0.37618	1.15834E5	3276.04699	141.92005	-26710.21053
0.37396	1.15693E5	3275.04699	141.06513	-26800.42484
0.37177	1.15553E5	3274.04699	140.21959	-26889.83692
0.36959	1.15413E5	3273.04699	139.38327	-26978.45571
0.36743	1.15275E5	3272.04699	138.55608	-27066.29002
0.36529	1.15137E5	3271.04699	137.73787	-27153.34856
0.36316	1.15000E5	3270.04699	136.92854	-27239.63990
0.36106	1.14864E5	3269.04699	136.12796	-27325.17252
0.35897	1.14728E5	3268.04699	135.33602	-27409.95477
0.35689	1.14594E5	3267.04699	134.55261	-27493.99491
0.35484	1.14460E5	3266.04699	133.77761	-27577.30106
0.35280	1.14327E5	3265.04699	133.01091	-27659.88126
0.35078	1.14195E5	3264.04699	132.25241	-27741.74344
0.34877	1.14063E5	3263.04699	131.50199	-27822.89540
0.34678	1.13933E5	3262.04699	130.75956	-27903.34487
0.34481	1.13803E5	3261.04699	130.02500	-27983.09947
0.34285	1.13673E5	3260.04699	129.29822	-28062.16671
0.34091	1.13545E5	3259.04699	128.57911	-28140.55401
0.33898	1.13417E5	3258.04699	127.86758	-28218.26869
0.33707	1.13290E5	3257.04699	127.16353	-28295.31798
0.33517	1.13163E5	3256.04699	126.46685	-28371.70901
0.33329	1.13037E5	3255.04699	125.77747	-28447.44882
0.33143	1.12912E5	3254.04699	125.09528	-28522.54437
0.32957	1.12788E5	3253.04699	124.42018	-28597.00251
0.32774	1.12664E5	3252.04699	123.75210	-28670.83003
0.32592	1.12541E5	3251.04699	123.09094	-28744.03359
0.32411	1.12419E5	3250.04699	122.43662	-28816.61982
0.32231	1.12297E5	3249.04699	121.78904	-28888.59522
0.32053	1.12176E5	3248.04699	121.14812	-28959.96623
0.31877	1.12055E5	3247.04699	120.51378	-29030.73920
0.31702	1.11935E5	3246.04699	119.88594	-29100.92041
0.31528	1.11816E5	3245.04699	119.26451	-29170.51604
0.31355	1.11697E5	3244.04699	118.64941	-29239.53221
0.31184	1.11579E5	3243.04699	118.04057	-29307.97496
0.31014	1.11462E5	3242.04699	117.43790	-29375.85025
0.30845	1.11345E5	3241.04699	116.84134	-29443.16398
0.30678	1.11229E5	3240.04699	116.25079	-29509.92194
0.30512	1.11113E5	3239.04699	115.66620	-29576.12989
0.30347	1.10998E5	3238.04699	115.08748	-29641.79350
0.30184	1.10884E5	3237.04699	114.51456	-29706.91836
0.30022	1.10770E5	3236.04699	113.94737	-29771.51001
0.29861	1.10656E5	3235.04699	113.38585	-29835.57390
0.29701	1.10543E5	3234.04699	112.82992	-29899.11544
