Mole fraction of liquid	Heat per mole [J]	Temperature [K]	Apparent heat capacity per mole [J/K]	Latent heat per mole [J]
1.00000	1.13127E5	2770.11649	49.59143	0.00000
0.99999	1.13122E5	2770.02086	49.59143	-0.43444
0.99735	1.12991E5	2769.02086	130.83756	-77.56904
0.99472	1.12861E5	2768.02086	130.47717	-154.37707
0.99210	1.12731E5	2767.02086	130.11861	-230.86023
0.98949	1.12601E5	2766.02086	129.76186	-307.02022
0.98689	1.12472E5	2765.02086	129.40690	-382.85872
0.98430	1.12343E5	2764.02086	129.05374	-458.37740
0.98172	1.12214E5	2763.02086	128.70235	-533.57794
0.97915	1.12086E5	2762.02086	128.35273	-608.46198
0.97659	1.11958E5	2761.02086	128.00486	-683.03117
0.97403	1.11830E5	2760.02086	127.65874	-757.28715
0.97149	1.11703E5	2759.02086	127.31435	-831.23153
0.96895	1.11576E5	2758.02086	126.97169	-904.86593
0.96642	1.11449E5	2757.02086	126.63073	-978.19195
0.96390	1.11323E5	2756.02086	126.29148	-1051.21120
0.96140	1.11197E5	2755.02086	125.95392	-1123.92524
0.95889	1.11071E5	2754.02086	125.61805	-1196.33566
0.95640	1.10946E5	2753.02086	125.28384	-1268.44403
0.95392	1.10821E5	2752.02086	124.95130	-1340.25189
0.95144	1.10696E5	2751.02086	124.62040	-1411.76079
0.94898	1.10572E5	2750.02086	124.29115	-1482.97228
0.94652	1.10448E5	2749.02086	123.96353	-1553.88787
0.94407	1.10324E5	2748.02086	123.63753	-1624.50908
0.94163	1.10201E5	2747.02086	123.31314	-1694.83743
0.93920	1.10078E5	2746.02086	122.99035	-1764.87440
0.93678	1.09955E5	2745.02086	122.66915	-1834.62150
0.93436	1.09833E5	2744.02086	122.34954	-1904.08020
0.93196	1.09711E5	2743.02086	122.03150	-1973.25198
0.92956	1.09589E5	2742.02086	121.71502	-2042.13829
0.92717	1.09468E5	2741.02086	121.40009	-2110.74060
0.92479	1.09347E5	2740.02086	121.08671	-2179.06034
0.92241	1.09226E5	2739.02086	120.77487	-2247.09896
0.92005	1.09106E5	2738.02086	120.46454	-2314.85789
0.91769	1.08985E5	2737.02086	120.15574	-2382.33853
0.91534	1.08866E5	2736.02086	119.84844	-2449.54231
0.91300	1.08746E5	2735.02086	119.54265	-2516.47063
0.91067	1.08627E5	2734.02086	119.23834	-2583.12487
0.90834	1.08508E5	2733.02086	118.93551	-2649.50644
0.90602	1.08389E5	2732.02086	118.63416	-2715.61669
0.90371	1.08271E5	2731.02086	118.33426	-2781.45701
0.90141	1.08153E5	2730.02086	118.03582	-2847.02876
0.89912	1.08035E5	2729.02086	117.73883	-2912.33328
0.89683	1.07918E5	2728.02086	117.44327	-2977.37192
0.89455	1.07801E5	2727.02086	117.14915	-3042.14602
0.89228	1.07684E5	2726.02086	116.85644	-3106.65691
0.89002	1.07567E5	2725.02086	116.56514	-3170.90591
0.88777	1.07451E5	2724.02086	116.27525	-3234.89433
0.88552	1.07335E5	2723.02086	115.98675	-3298.62348
0.88328	1.07219E5	2722.02086	115.69964	-3362.09466
0.88105	1.07104E5	2721.02086	115.41391	-3425.30915
0.87882	1.06989E5	2720.02086	115.12954	-3488.26823
0.87660	1.06874E5	2719.02086	114.84654	-3550.97319
0.87439	1.06759E5	2718.02086	114.56490	-3613.42529
0.87219	1.06645E5	2717.02086	114.28460	-3675.62578
0.87000	1.06531E5	2716.02086	114.00564	-3737.57593
0.86781	1.06417E5	2715.02086	113.72800	-3799.27697
0.86563	1.06304E5	2714.02086	113.45169	-3860.73015
0.86345	1.06191E5	2713.02086	113.17670	-3921.93669
0.86129	1.06078E5	2712.02086	112.90301	-3982.89782
0.85913	1.05965E5	2711.02086	112.63063	-4043.61475
0.85698	1.05853E5	2710.02086	112.35953	-4104.08870
0.85483	1.05741E5	2709.02086	112.08972	-4164.32085
0.85270	1.05629E5	2708.02086	111.82119	-4224.31242
0.85057	1.05517E5	2707.02086	111.55392	-4284.06458
0.84844	1.05406E5	2706.02086	111.28792	-4343.57852
0.84633	1.05295E5	2705.02086	111.02317	-4402.85541
0.84422	1.05184E5	2704.02086	110.75967	-4461.89642
0.84211	1.05074E5	2703.02086	110.49741	-4520.70270
0.84002	1.04963E5	2702.02086	110.23638	-4579.27542
0.83793	1.04853E5	2701.02086	109.97658	-4637.61572
0.83585	1.04744E5	2700.02086	109.71799	-4695.72474
0.83377	1.04634E5	2699.02086	109.46062	-4753.60361
0.83170	1.04525E5	2698.02086	109.20446	-4811.25346
0.82964	1.04416E5	2697.02086	108.94949	-4868.67540
0.82759	1.04307E5	2696.02086	108.69571	-4925.87057
0.82554	1.04199E5	2695.02086	108.44311	-4982.84005
0.82350	1.04091E5	2694.02086	108.19170	-5039.58496
0.82146	1.03983E5	2693.02086	107.94145	-5096.10639
0.81944	1.03875E5	2692.02086	107.69237	-5152.40543
0.81742	1.03768E5	2691.02086	107.44444	-5208.48315
0.81540	1.03660E5	2690.02086	107.19766	-5264.34064
0.81339	1.03554E5	2689.02086	106.95203	-5319.97897
0.81139	1.03447E5	2688.02086	106.70754	-5375.39919
0.80939	1.03340E5	2687.02086	106.46417	-5430.60237
0.80741	1.03234E5	2686.02086	106.22193	-5485.58956
0.80542	1.03128E5	2685.02086	105.98081	-5540.36181
0.80345	1.03022E5	2684.02086	105.74080	-5594.92015
0.80148	1.02917E5	2683.02086	105.50189	-5649.26562
0.79951	1.02812E5	2682.02086	105.26408	-5703.39924
0.79756	1.02707E5	2681.02086	105.02737	-5757.32205
0.79560	1.02602E5	2680.02086	104.79174	-5811.03505
0.79366	1.02497E5	2679.02086	104.55719	-5864.53925
0.79172	1.02393E5	2678.02086	104.32372	-5917.83566
0.78979	1.02289E5	2677.02086	104.09131	-5970.92528
0.78786	1.02185E5	2676.02086	103.85996	-6023.80911
0.78594	1.02081E5	2675.02086	103.62968	-6076.48813
0.78403	1.01978E5	2674.02086	103.40044	-6128.96331
0.78212	1.01875E5	2673.02086	103.17224	-6181.23565
0.78022	1.01772E5	2672.02086	102.94508	-6233.30611
0.77832	1.01669E5	2671.02086	102.71896	-6285.17566
0.77643	1.01567E5	2670.02086	102.49386	-6336.84525
0.77455	1.01464E5	2669.02086	102.26978	-6388.31584
0.77267	1.01362E5	2668.02086	102.04672	-6439.58839
0.77080	1.01260E5	2667.02086	101.82467	-6490.66383
0.76893	1.01159E5	2666.02086	101.60362	-6541.54310
0.76707	1.01058E5	2665.02086	101.38357	-6592.22715
0.76522	1.00956E5	2664.02086	101.16451	-6642.71689
0.76337	1.00855E5	2663.02086	100.94643	-6693.01325
0.76153	1.00755E5	2662.02086	100.72934	-6743.11714
0.75969	1.00654E5	2661.02086	100.51323	-6793.02949
0.75786	1.00554E5	2660.02086	100.29808	-6842.75120
0.75603	1.00454E5	2659.02086	100.08390	-6892.28317
0.75421	1.00354E5	2658.02086	99.87068	-6941.62630
0.75240	1.00254E5	2657.02086	99.65842	-6990.78148
0.75059	1.00155E5	2656.02086	99.44710	-7039.74960
0.74879	1.00056E5	2655.02086	99.23672	-7088.53155
0.74699	99956.52954	2654.02086	99.02729	-7137.12819
0.74520	99857.71076	2653.02086	98.81879	-7185.54042
0.74341	99759.09954	2652.02086	98.61121	-7233.76908
0.74163	99660.69498	2651.02086	98.40456	-7281.81505
0.73986	99562.49615	2650.02086	98.19883	-7329.67919
0.73809	99464.50214	2649.02086	97.99401	-7377.36235
0.73632	99366.71205	2648.02086	97.79010	-7424.86538
0.73456	99269.12496	2647.02086	97.58709	-7472.18912
0.73281	99171.73999	2646.02086	97.38497	-7519.33441
0.73106	99074.55623	2645.02086	97.18375	-7566.30210
0.72932	98977.57281	2644.02086	96.98342	-7613.09300
0.72758	98880.78884	2643.02086	96.78398	-7659.70796
0.72585	98784.20343	2642.02086	96.58541	-7706.14778
0.72412	98687.81572	2641.02086	96.38771	-7752.41329
0.72240	98591.62484	2640.02086	96.19088	-7798.50530
0.72069	98495.62993	2639.02086	95.99492	-7844.42461
0.71897	98399.83011	2638.02086	95.79981	-7890.17204
0.71727	98304.22455	2637.02086	95.60556	-7935.74838
0.71557	98208.81239	2636.02086	95.41216	-7981.15442
0.71387	98113.59279	2635.02086	95.21960	-8026.39096
0.71218	98018.56490	2634.02086	95.02789	-8071.45879
0.71050	97923.72789	2633.02086	94.83701	-8116.35869
0.70882	97829.08093	2632.02086	94.64696	-8161.09143
0.70714	97734.62319	2631.02086	94.45774	-8205.65779
0.70547	97640.35385	2630.02086	94.26934	-8250.05854
0.70381	97546.27209	2629.02086	94.08176	-8294.29444
0.70215	97452.37709	2628.02086	93.89499	-8338.36626
0.70049	97358.66806	2627.02086	93.70904	-8382.27475
0.69884	97265.14417	2626.02086	93.52388	-8426.02067
0.69720	97171.80464	2625.02086	93.33953	-8469.60477
0.69556	97078.64867	2624.02086	93.15597	-8513.02779
0.69392	96985.67546	2623.02086	92.97321	-8556.29047
0.69229	96892.88423	2622.02086	92.79123	-8599.39355
0.69066	96800.27419	2621.02086	92.61004	-8642.33777
0.68904	96707.84457	2620.02086	92.42962	-8685.12385
